wak,syllables,flag,a,b,c
เสนาไปกราบประณตบทบงสุ์,8,word straddles a beat boundary,เสนาไป,กราบประณต,บทบงสุ์
ให้จรลีเข้าในวังดั่งประสงค์,10,10 syllables — likely shatter/miscount,ให้จรลีเข้าในวังดั่งประสงค์,,
ท้าวเธอตรัสไพเราะดูเหมาะเหมง,10,10 syllables — likely shatter/miscount,ท้าวเธอตรัสไพเราะดูเหมาะเหมง,,
ใจข้าเองนับเนื้อเหมือนเชื้อวงศ์,9,word straddles a beat boundary,ใจข้าเอง,นับเนื้อเหมือน,เชื้อวงศ์
ทั้งเป็ดไก่เครื่องลุดตี้มีขนม,10,10 syllables — likely shatter/miscount,ทั้งเป็ดไก่เครื่องลุดตี้มีขนม,,
ท้าวสินชัยนับเนื้อเหมือนเชื้อวงศ์,9,word straddles a beat boundary,ท้าวสินชัย,นับเนื้อเหมือน,เชื้อวงศ์
เรารักสนิทเปรียบปานดั่งหลานขวัญ,9,word straddles a beat boundary,เรารักสนิท,เปรียบปาน,ดั่งหลานขวัญ
ขอถวายความสัตย์ปัฏิญาณ,7,"7 syllables — ambiguous, [3,2,2] is only a guess",ขอถวาย,ความสัตย์,ปัฏิญาณ
ให้จัดสถานเก๋งใหญ่ในบุรินทร์,9,word straddles a beat boundary,ให้จัดสถาน,เก๋งใหญ่,ในบุรินทร์
จงอยู่กินเหมือนอย่างวงศ์พงศ์ประยูร,10,10 syllables — likely shatter/miscount,จงอยู่กินเหมือนอย่างวงศ์พงศ์ประยูร,,
สมรมิ่งดวงประไพอยู่ในสถาน,10,10 syllables — likely shatter/miscount,สมรมิ่งดวงประไพอยู่ในสถาน,,
สถิตวังข้างฉนวนริมสวนขวัญ,11,11 syllables — likely shatter/miscount,สถิตวังข้างฉนวนริมสวนขวัญ,,
สี่พี่เลี้ยงเสาวนีย์คดีสดับ,10,10 syllables — likely shatter/miscount,สี่พี่เลี้ยงเสาวนีย์คดีสดับ,,
ดูสมควรหรือว่านุ่งพะรุงพะรัง,10,10 syllables — likely shatter/miscount,ดูสมควรหรือว่านุ่งพะรุงพะรัง,,
ให้คิดเจตนานึกอยากศึกษา,9,word straddles a beat boundary,ให้คิดเจตนา,นึก,อยากศึกษา
แล้วท้าวเธอเสด็จไปใกล้สังฆราช,10,10 syllables — likely shatter/miscount,แล้วท้าวเธอเสด็จไปใกล้สังฆราช,,
พระคุณล้ำดินฟ้ามหาสถาน,9,word straddles a beat boundary,พระคุณล้ำ,ดินฟ้ามหา,สถาน
จะจรดลออกไปบวงสรวงเทวา,10,10 syllables — likely shatter/miscount,จะจรดลออกไปบวงสรวงเทวา,,
ให้เตรียมรถพระที่นั่งอลังการ์,9,4-syllable word not at วรรค edge,ให้เตรียมรถพระที่นั่งอลังการ์,,
กระบวนแห่แตรสังข์เหมือนอย่างเคย,9,word straddles a beat boundary,กระบวนแห่,แตรสังข์เหมือน,อย่างเคย
ดาบเชลยหอกคู่ดูตระการ,7,"7 syllables — ambiguous, [3,2,2] is only a guess",ดาบเชลยหอก,คู่ดู,ตระการ
มเหสีสาวสุรางค์นางกำนัล,10,10 syllables — likely shatter/miscount,มเหสีสาวสุรางค์นางกำนัล,,
จรจรัลไปขึ้นรถบทจร,10,10 syllables — likely shatter/miscount,จรจรัลไปขึ้นรถบทจร,,
สารถีตีกัณฐัศว์อัสดร,10,10 syllables — likely shatter/miscount,สารถีตีกัณฐัศว์อัสดร,,
ต่างขึ้นม้าตำมะหงงนำตรงไป,10,10 syllables — likely shatter/miscount,ต่างขึ้นม้าตำมะหงงนำตรงไป,,
เมื่อกลับไปถึงจังหวัดจึ่งจัดทำ,10,10 syllables — likely shatter/miscount,เมื่อกลับไปถึงจังหวัดจึ่งจัดทำ,,
ทั้งสองท้าวไหว้เสร็จเสด็จกลับ,9,word straddles a beat boundary,ทั้งสองท้าว,ไหว้เสร็จเสด็จ,กลับ
จะพลีเทเวศร์สักเจ็ดวัน,7,"7 syllables — ambiguous, [3,2,2] is only a guess",จะพลีเท,เวศร์สัก,เจ็ดวัน
สั่งให้จัดเครื่องเสวยนมเนยขยัน,10,10 syllables — likely shatter/miscount,สั่งให้จัดเครื่องเสวยนมเนยขยัน,,
เครื่องลูกไม้หลายอย่างมะปรางปริง,10,10 syllables — likely shatter/miscount,เครื่องลูกไม้หลายอย่างมะปรางปริง,,
ขึ้นตามที่โดยหวังสังรเสริญ,10,10 syllables — likely shatter/miscount,ขึ้นตามที่โดยหวังสังรเสริญ,,
ที่ลุกช่วงดวงใหญ่เหมือนไข่เป็ด,9,word straddles a beat boundary,ที่ลุกช่วง,ดวงใหญ่เหมือน,ไข่เป็ด
สีเหมือนเพชรแจ่มจำรัสประภัสสร,10,10 syllables — likely shatter/miscount,สีเหมือนเพชรแจ่มจำรัสประภัสสร,,
เอารถมณีแจ่มจำรัสประภัสสร,10,10 syllables — likely shatter/miscount,เอารถมณีแจ่มจำรัสประภัสสร,,
เห็นจะเหมาะด้วยกำลังคนทั้งสอง,10,10 syllables — likely shatter/miscount,เห็นจะเหมาะด้วยกำลังคนทั้งสอง,,
