wak,syllables,flag,a,b,c
ให้ปั่นป่วนกลับมานั่งข้างหลังครู,10,10 syllables — likely shatter/miscount,ให้ปั่นป่วนกลับมานั่งข้างหลังครู,,
แล้วโยคีตีระฆังดังหง่างเหง่ง,10,10 syllables — likely shatter/miscount,แล้วโยคีตีระฆังดังหง่างเหง่ง,,
สาวสุรางค์บ้างก็ยังกำลังหลับ,10,10 syllables — likely shatter/miscount,สาวสุรางค์บ้างก็ยังกำลังหลับ,,
เขาปลุกกลับกลิ้งหงายน่าขายหน้า,9,word straddles a beat boundary,เขาปลุกกลับ,กลิ้งหงาย,น่าขายหน้า
อยู่เป็นบุตรดาบสอดนักหนา,7,"7 syllables — ambiguous, [3,2,2] is only a guess",อยู่เป็นบุตร,ดาบสอด,นักหนา
โภชนสาลีก็มีถม,7,"7 syllables — ambiguous, [3,2,2] is only a guess",โภชนสา,ลีก็,มีถม
แต่คราวหลังครั้งสมุทรโคดม,8,word straddles a beat boundary,แต่คราวหลัง,ครั้งสมุทร,โคดม
เสียแต่ผมหยิกนักเหมือนยักษ์มาร,9,word straddles a beat boundary,เสียแต่ผม,หยิกนักเหมือน,ยักษ์มาร
เจ้าจะเป็นลูกข้าเหมือนว่าขาน,9,word straddles a beat boundary,เจ้าจะเป็น,ลูกข้าเหมือน,ว่าขาน
พึ่งสมความปรารถนาเวลานี้,9,4-syllable word not at วรรค edge,พึ่งสมความปรารถนาเวลานี้,,
ขอไปกับพระอภัยเหมือนใจหมาย,10,10 syllables — likely shatter/miscount,ขอไปกับพระอภัยเหมือนใจหมาย,,
ถึงยากเย็นเป็นข้ากว่าจะตาย,9,word straddles a beat boundary,ถึงยากเย็น,เป็นข้ากว่า,จะตาย
เกี่ยวกระหวัดรัดวีสาลีกอ,9,word straddles a beat boundary,เกี่ยวกระหวัด,รัดวี,สาลีกอ
ดูโปลงปล่องเปลี่ยวปลาบวาบวิญญาณ์,10,10 syllables — likely shatter/miscount,ดูโปลงปล่องเปลี่ยวปลาบวาบวิญญาณ์,,
กระถินเทศกระทุ่มดอกออกไสว,10,10 syllables — likely shatter/miscount,กระถินเทศกระทุ่มดอกออกไสว,,
ระรื่นร่มรุกขาคณาขนาน,9,word straddles a beat boundary,ระรื่นร่ม,รุกขาคณา,ขนาน
ขนันขนุนครุนเครือเหลือประมาณ,10,10 syllables — likely shatter/miscount,ขนันขนุนครุนเครือเหลือประมาณ,,
ดกระย้าอยู่ทุกกิ่งทั้งปริงปราง,11,11 syllables — likely shatter/miscount,ดกระย้าอยู่ทุกกิ่งทั้งปริงปราง,,
สรรเสริญเจริญฤทธิ์พระสิทธา,8,word straddles a beat boundary,สรรเสริญเจริญ,ฤทธิ์,พระสิทธา
พระอภัยใจมาดเหมือนญาติวงศ์,9,word straddles a beat boundary,พระอภัย,ใจมาดเหมือน,ญาติวงศ์
