wak,syllables,flag,a,b,c
องค์พระราชธิดาอัชฌาสัย,9,4-syllable word not at วรรค edge,องค์พระราชธิดาอัชฌาสัย,,
ให้อยู่ในสวนศรีที่นี่พลาง,10,10 syllables — likely shatter/miscount,ให้อยู่ในสวนศรีที่นี่พลาง,,
มาเล่นกลางสวนสอยสุมามาลย์,10,10 syllables — likely shatter/miscount,มาเล่นกลางสวนสอยสุมามาลย์,,
ในพื้นแผ่นปัถพีไม่มีเหมือน,10,10 syllables — likely shatter/miscount,ในพื้นแผ่นปัถพีไม่มีเหมือน,,
ให้สี่นางแจ้งจิตเป็นปริศนา,10,10 syllables — likely shatter/miscount,ให้สี่นางแจ้งจิตเป็นปริศนา,,
สั่งสองเฒ่าเฝ้าสวนแล้วชวนกัน,10,10 syllables — likely shatter/miscount,สั่งสองเฒ่าเฝ้าสวนแล้วชวนกัน,,
เหมือนเรื่องราวบุราณร่ำคำภิปราย,10,10 syllables — likely shatter/miscount,เหมือนเรื่องราวบุราณร่ำคำภิปราย,,
กลัวต้องลมแล้วจะหาวเหมือนว่าวเหลิง,12,12 syllables — likely shatter/miscount,กลัวต้องลมแล้วจะหาวเหมือนว่าวเหลิง,,
บรรจถรณ์แท่นที่บรรทมภิรมย์ขวัญ,10,10 syllables — likely shatter/miscount,บรรจถรณ์แท่นที่บรรทมภิรมย์ขวัญ,,
ขึ้นบนบรรจถรณ์แท่นแสนสบาย,9,word straddles a beat boundary,ขึ้นบนบรรจถรณ์,แท่น,แสนสบาย
ไม่ลืมคิดคร่ำครวญถึงสวนขวัญ,10,10 syllables — likely shatter/miscount,ไม่ลืมคิดคร่ำครวญถึงสวนขวัญ,,
มาพร้อมกันสี่นางเหมือนอย่างเคย,9,word straddles a beat boundary,มาพร้อมกัน,สี่นางเหมือน,อย่างเคย
บ้างบ่นว่ามาลีที่ในสวน,10,10 syllables — likely shatter/miscount,บ้างบ่นว่ามาลีที่ในสวน,,
ไปสวนหลวงเล่นสักวันหรือขวัญตา,11,11 syllables — likely shatter/miscount,ไปสวนหลวงเล่นสักวันหรือขวัญตา,,
มาเตรียมคอยข้างพลับพลาสุทธาศวรรย์,11,11 syllables — likely shatter/miscount,มาเตรียมคอยข้างพลับพลาสุทธาศวรรย์,,
ผลัดภูษาจัดจีบกลีบประจง,9,word straddles a beat boundary,ผลัดภูษา,จัดจีบกลีบ,ประจง
เจ้าไปสวนสอยบุปผาสุมามาลย์,11,11 syllables — likely shatter/miscount,เจ้าไปสวนสอยบุปผาสุมามาลย์,,
พระมารดรสอนสั่งสี่พี่เลี้ยง,9,word straddles a beat boundary,พระมารดร,สอนสั่ง,สี่พี่เลี้ยง
พอสายแสงสุริยามาถึงสวน,11,11 syllables — likely shatter/miscount,พอสายแสงสุริยามาถึงสวน,,
ยุรยาตรนาดนวลเข้าสวนขวัญ,10,10 syllables — likely shatter/miscount,ยุรยาตรนาดนวลเข้าสวนขวัญ,,
นางโฉมยงทรงสอยกระชากชัก,9,word straddles a beat boundary,นางโฉมยง,ทรงสอยกระชาก,ชัก
ว่าดีร้ายพระธิดาออกมาสวน,11,11 syllables — likely shatter/miscount,ว่าดีร้ายพระธิดาออกมาสวน,,
มาถึงพุ่มต้นลำดวนที่สวนขวัญ,11,11 syllables — likely shatter/miscount,มาถึงพุ่มต้นลำดวนที่สวนขวัญ,,
ไปนั่งใต้ต้นจำปีประสีประสา,10,10 syllables — likely shatter/miscount,ไปนั่งใต้ต้นจำปีประสีประสา,,
บ้างซุ่มนั่งแนบเพื่อนเหมือนผู้ชาย,9,word straddles a beat boundary,บ้างซุ่มนั่ง,แนบเพื่อนเหมือน,ผู้ชาย
เป็นเจ้านายท่านจะดีกว่านี้ครัน,9,word straddles a beat boundary,เป็นเจ้านาย,ท่านจะดีกว่า,นี้ครัน
เที่ยวประพาสชมพรรณบุปผา,7,"7 syllables — ambiguous, [3,2,2] is only a guess",เที่ยวประพาส,ชมพรรณ,บุปผา
เหมือนนางในดุสิดาลงมาดิน,10,10 syllables — likely shatter/miscount,เหมือนนางในดุสิดาลงมาดิน,,
จนโฉมเฉลาเลี้ยวลับขึ้นพลับพลา,11,11 syllables — likely shatter/miscount,จนโฉมเฉลาเลี้ยวลับขึ้นพลับพลา,,
จึงองอาจแอบดูอยู่ในสวน,10,10 syllables — likely shatter/miscount,จึงองอาจแอบดูอยู่ในสวน,,
สี่พี่เลี้ยงก็เห็นจะเป็นชนวน,10,10 syllables — likely shatter/miscount,สี่พี่เลี้ยงก็เห็นจะเป็นชนวน,,
จำจะกลับวังในได้ไต่ถาม,9,word straddles a beat boundary,จำจะกลับ,วังใน,ได้ไต่ถาม
ไปตามทางนอกสวนฉนวนกั้น,10,10 syllables — likely shatter/miscount,ไปตามทางนอกสวนฉนวนกั้น,,
กลัวจะไกลพระธิดามารศรี,10,10 syllables — likely shatter/miscount,กลัวจะไกลพระธิดามารศรี,,
