wak,syllables,flag,a,b,c
ว่าบ้านเมืองค่อยเป็นสุขสนุกสบาย,10,10 syllables — likely shatter/miscount,ว่าบ้านเมืองค่อยเป็นสุขสนุกสบาย,,
ครั้นทูลเรื่องเสร็จสรรพกลับมาด่าน,9,word straddles a beat boundary,ครั้นทูลเรื่อง,เสร็จสรรพกลับ,มาด่าน
แจ้งอาการกับพระยาท่ากระสินธุ์,10,10 syllables — likely shatter/miscount,แจ้งอาการกับพระยาท่ากระสินธุ์,,
ฝ่ายพระจอมอิศยมรมจักร,8,word straddles a beat boundary,ฝ่ายพระจอม,อิศยมรม,จักร
ทั้งสามพระนักสิทธ์สถิตสถาน,9,word straddles a beat boundary,ทั้งสามพระ,นักสิทธ์สถิต,สถาน
กับสินสมุทรวุฒิไกรให้ไปด้วย,10,10 syllables — likely shatter/miscount,กับสินสมุทรวุฒิไกรให้ไปด้วย,,
นเรนทร์สูรสองพระองค์เธอทรงฟัง,10,10 syllables — likely shatter/miscount,นเรนทร์สูรสองพระองค์เธอทรงฟัง,,
บังคมบาทภูวไนยเหมือนใจหวัง,10,10 syllables — likely shatter/miscount,บังคมบาทภูวไนยเหมือนใจหวัง,,
พระช่วยชุบอุปถัมภ์เหมือนรำพึง,10,10 syllables — likely shatter/miscount,พระช่วยชุบอุปถัมภ์เหมือนรำพึง,,
เป็นผู้ใหญ่เฉยเชือนเหมือนหนึ่งงอน,9,word straddles a beat boundary,เป็นผู้ใหญ่,เฉยเชือนเหมือน,หนึ่งงอน
พระกฤษณาตรีพลำต่างคำรพ,9,word straddles a beat boundary,พระกฤษณา,ตรีพลำ,ต่างคำรพ
ทั้งหกนายกราบถวายบังคมลา,9,4-syllable word not at วรรค edge,ทั้งหกนายกราบถวายบังคมลา,,
เกณฑ์ให้ลงเรือที่นั่งตั้งบาญชี,10,10 syllables — likely shatter/miscount,เกณฑ์ให้ลงเรือที่นั่งตั้งบาญชี,,
จุดธูปเทียนบายศรีพลีศาล,7,"7 syllables — ambiguous, [3,2,2] is only a guess",จุดธูปเทียน,บายศรี,พลีศาล
มังคลาสรรเสริญเจริญยอ,7,"word straddles a beat boundary; 7 syllables — ambiguous, [3,2,2] is only a guess",มังคลาสรรเสริญ,เจริญ,ยอ
เหมือนกินเหล้าลุกล้มไม่สมประดี,10,10 syllables — likely shatter/miscount,เหมือนกินเหล้าลุกล้มไม่สมประดี,,
แล้วเสด็จขึ้นเข้าข้างในที่ไสยาสน์,10,10 syllables — likely shatter/miscount,แล้วเสด็จขึ้นเข้าข้างในที่ไสยาสน์,,
จะหลีกหลบเห็นไม่ได้ดังใจถวิล,10,10 syllables — likely shatter/miscount,จะหลีกหลบเห็นไม่ได้ดังใจถวิล,,
เข้าที่สรงทรงสหัสธารา,9,word straddles a beat boundary,เข้าที่สรง,ทรงสหัสธารา,
เหน็บพระแสงอาญาสิทธิ์ฤทธิไกร,10,10 syllables — likely shatter/miscount,เหน็บพระแสงอาญาสิทธิ์ฤทธิไกร,,
พระโหราธิบดีทั้งชีพราหมณ์,10,10 syllables — likely shatter/miscount,พระโหราธิบดีทั้งชีพราหมณ์,,
ควรจะยกพยุหบาตรเสร็จยาตรา,10,10 syllables — likely shatter/miscount,ควรจะยกพยุหบาตรเสร็จยาตรา,,
ใช้ให้ข้ามาทูลมูลเหตุ,7,"7 syllables — ambiguous, [3,2,2] is only a guess",ใช้ให้ข้า,มาทูล,มูลเหตุ
รับพระราชโองการใส่เกศา,9,4-syllable word not at วรรค edge,รับพระราชโองการใส่เกศา,,
จะกล่าวฝ่ายในพาราลังกาทวีป,10,10 syllables — likely shatter/miscount,จะกล่าวฝ่ายในพาราลังกาทวีป,,
สุคนธ์กลิ่นหอมฟุ้งปรุงบุหงา,9,word straddles a beat boundary,สุคนธ์กลิ่นหอม,ฟุ้ง,ปรุงบุหงา
พอถึงด่านเมืองสมุทหยุดเภตรา,10,10 syllables — likely shatter/miscount,พอถึงด่านเมืองสมุทหยุดเภตรา,,
ทรงปรึกษาการณรงค์จะสงคราม,10,10 syllables — likely shatter/miscount,ทรงปรึกษาการณรงค์จะสงคราม,,
ระดาดาษในวารินกระสินธุ์สาย,10,10 syllables — likely shatter/miscount,ระดาดาษในวารินกระสินธุ์สาย,,
