wak,syllables,flag,a,b,c
ฝรั่งกลับแล่นหลีกชักปีกกา,9,word straddles a beat boundary,ฝรั่งกลับ,แล่นหลีก,ชักปีกกา
ลอบขึ้นบนบกได้เหมือนใจนึก,9,word straddles a beat boundary,ลอบขึ้นบน,บกได้เหมือน,ใจนึก
เห็นตายเกลื่อนกลับกลัววิ่งตัวสั่น,10,10 syllables — likely shatter/miscount,เห็นตายเกลื่อนกลับกลัววิ่งตัวสั่น,,
ต่างลนลานหลบปนพลไกร,7,"7 syllables — ambiguous, [3,2,2] is only a guess",ต่างลนลาน,หลบปน,พลไกร
เข้าหุ้มห้อมล้อมพระหัสไชย,7,"7 syllables — ambiguous, [3,2,2] is only a guess",เข้าหุ้มห้อม,ล้อมพระ,หัสไชย
จะกล่าวกลับทัพสุดสาครรีบ,9,word straddles a beat boundary,จะกล่าวกลับ,ทัพสุด,สาครรีบ
เข้ารบราฝรั่งกลุ้มตะลุมบอน,10,10 syllables — likely shatter/miscount,เข้ารบราฝรั่งกลุ้มตะลุมบอน,,
ข้าศึกหลบล้มทับสลับสลอน,9,word straddles a beat boundary,ข้าศึกหลบ,ล้มทับสลับ,สลอน
ใส่เสื้อหมวกเหมือนอย่างนกโผผกผัน,10,10 syllables — likely shatter/miscount,ใส่เสื้อหมวกเหมือนอย่างนกโผผกผัน,,
ทั้งเสาวคนธ์เชษฐาสุดสาคร,9,word straddles a beat boundary,ทั้งเสาวคนธ์,เชษฐา,สุดสาคร
พร้อมไพร่นายหลายทัพสลับสลอน,9,word straddles a beat boundary,พร้อมไพร่นาย,หลายทัพสลับ,สลอน
ฝ่ายเสาวคนธ์นงเยาว์จึงเล่าเรื่อง,9,word straddles a beat boundary,ฝ่ายเสาวคนธ์,นงเยาว์,จึงเล่าเรื่อง
เหมือนรบเมืองหมู่ทมิฬสิ้นทั้งหลาย,10,10 syllables — likely shatter/miscount,เหมือนรบเมืองหมู่ทมิฬสิ้นทั้งหลาย,,
แล้วเสาวคนธ์บ่นว่าแม้ข้าศึก,9,word straddles a beat boundary,แล้วเสาวคนธ์,บ่นว่า,แม้ข้าศึก
เป็นธุระพระบิดาพาราผลึก,10,10 syllables — likely shatter/miscount,เป็นธุระพระบิดาพาราผลึก,,
เราบอกเรื่องเมืองผลึกรมจักร,8,word straddles a beat boundary,เราบอกเรื่อง,เมืองผลึก,รมจักร
ถึงสร้อยสุวรรณจันทร์สุดามารศรี,10,10 syllables — likely shatter/miscount,ถึงสร้อยสุวรรณจันทร์สุดามารศรี,,
มันรบพุ่งกรุงผลึกรมจักร,8,word straddles a beat boundary,มันรบพุ่ง,กรุงผลึก,รมจักร
ก็เป็นข้อครหาจะว่าขาน,9,4-syllable word not at วรรค edge,ก็เป็นข้อครหาจะว่าขาน,,
แม่เสาวคนธ์มณฑาก็ว่าชอบ,9,word straddles a beat boundary,แม่เสาวคนธ์,มณฑา,ก็ว่าชอบ
ให้เมืองผลึกส่งเสบียงเลี้ยงทหาร,10,10 syllables — likely shatter/miscount,ให้เมืองผลึกส่งเสบียงเลี้ยงทหาร,,
พอพลบค่ำย่ำอัสดงลง,8,word straddles a beat boundary,พอพลบค่ำ,ย่ำอัสดง,ลง
