wak,syllables,flag,a,b,c
ใจเจ้าเหมือนใจเราเจียวเจ้าเอ๋ย,9,word straddles a beat boundary,ใจเจ้าเหมือน,ใจเรา,เจียวเจ้าเอ๋ย
แม้มารดรอ่อนใจจะใช้เจ้า,9,word straddles a beat boundary,แม้มารดร,อ่อนใจ,จะใช้เจ้า
อ้ายย่องตอดยอดทหารเหมือนมารร้าย,10,10 syllables — likely shatter/miscount,อ้ายย่องตอดยอดทหารเหมือนมารร้าย,,
ครั้นสำเร็จเสร็จมานั่งบรรลังก์ทอง,10,10 syllables — likely shatter/miscount,ครั้นสำเร็จเสร็จมานั่งบรรลังก์ทอง,,
ให้ยันตังทั้งวิรุญและกุนตัน,10,10 syllables — likely shatter/miscount,ให้ยันตังทั้งวิรุญและกุนตัน,,
มีกองแซงแว้งหางเหมือนอย่างงู,9,word straddles a beat boundary,มีกองแซง,แว้งหางเหมือน,อย่างงู
ใครโจมจู่จะได้รัดกระหวัดไว้,10,10 syllables — likely shatter/miscount,ใครโจมจู่จะได้รัดกระหวัดไว้,,
จึงคลุกคลีตีตัวกลัวอะไร,9,word straddles a beat boundary,จึงคลุกคลี,ตีตัวกลัว,อะไร
ว่าโฉมยงองค์ยุพาผกาสวรรค์,10,10 syllables — likely shatter/miscount,ว่าโฉมยงองค์ยุพาผกาสวรรค์,,
ราชบุตรบรเมศร์เหมือนเชษฐา,9,word straddles a beat boundary,ราชบุตร,บรเมศร์เหมือน,เชษฐา
ด้วยบิตุรงค์ทรงศักดิ์สมัครสมาน,10,10 syllables — likely shatter/miscount,ด้วยบิตุรงค์ทรงศักดิ์สมัครสมาน,,
มิพบพักตร์แล้วไม่ยักไปนครา,10,10 syllables — likely shatter/miscount,มิพบพักตร์แล้วไม่ยักไปนครา,,
กรุงลังกานี้ก็เหมือนกับเรือนตาย,9,word straddles a beat boundary,กรุงลังกา,นี้ก็เหมือนกับ,เรือนตาย
ดูดาษดื่นเดินเที่ยวลดเลี้ยวมา,9,word straddles a beat boundary,ดูดาษดื่น,เดินเที่ยว,ลดเลี้ยวมา
มีเขี้ยวคมผมย่นเหมือนขนแกะ,9,word straddles a beat boundary,มีเขี้ยวคม,ผมย่นเหมือน,ขนแกะ
นางยุพาว่าพี่กลับไปฉับไว,10,10 syllables — likely shatter/miscount,นางยุพาว่าพี่กลับไปฉับไว,,
เขย่งย่างยืนขยับขึ้นพลับพลา,11,11 syllables — likely shatter/miscount,เขย่งย่างยืนขยับขึ้นพลับพลา,,
ชักพระแสงสวนรับจับประจบ,10,10 syllables — likely shatter/miscount,ชักพระแสงสวนรับจับประจบ,,
ให้ยันตังทั้งวิรุญกับกุนตัน,10,10 syllables — likely shatter/miscount,ให้ยันตังทั้งวิรุญกับกุนตัน,,
เข้าต่อต้านตีทัพกลับตลบ,9,word straddles a beat boundary,เข้าต่อต้าน,ตีทัพกลับ,ตลบ
เหล่าพหลพลทมิฬพวกสินสมุทร,10,10 syllables — likely shatter/miscount,เหล่าพหลพลทมิฬพวกสินสมุทร,,
จึงตรัสสั่งทั้งรำภาสุลาลีวัน,10,10 syllables — likely shatter/miscount,จึงตรัสสั่งทั้งรำภาสุลาลีวัน,,
เป็นเมฆกลัดกลุ้มมัวทั่ววิถี,9,word straddles a beat boundary,เป็นเมฆกลัดกลุ้ม,มัว,ทั่ววิถี
ฝ่ายโยธีศรีสุวรรณกับสินสมุทร,10,10 syllables — likely shatter/miscount,ฝ่ายโยธีศรีสุวรรณกับสินสมุทร,,
บ้างกลุ้มกลัดตัดทัพจะจับนาย,10,10 syllables — likely shatter/miscount,บ้างกลุ้มกลัดตัดทัพจะจับนาย,,
ให้ยันตังทั้งวิรุญกับกุนตัน,10,10 syllables — likely shatter/miscount,ให้ยันตังทั้งวิรุญกับกุนตัน,,
จนทัพกลับตื่นตาค่อยกล้าแข็ง,9,word straddles a beat boundary,จนทัพกลับ,ตื่นตา,ค่อยกล้าแข็ง
ฝ่ายพราหมณ์สามกษัตริย์จัดทหาร,8,word straddles a beat boundary,ฝ่ายพราหมณ์สามกษัตริย์,จัด,ทหาร
ที่เป็นใหญ่ชื่อยุพาสุลาลีวัน,10,10 syllables — likely shatter/miscount,ที่เป็นใหญ่ชื่อยุพาสุลาลีวัน,,
พระองค์อิงเอนเอกเขนกเขนย,9,word straddles a beat boundary,พระองค์อิง,เอนเอกเขนก,เขนย
จะได้เชยโฉมฉายเหมือนหมายมา,9,word straddles a beat boundary,จะได้เชย,โฉมฉายเหมือน,หมายมา
