wak,syllables,flag,a,b,c
เมืองลังกาก็มากลับลอยลับลิบ,10,10 syllables — likely shatter/miscount,เมืองลังกาก็มากลับลอยลับลิบ,,
ทั้งโคตรคิดเข้าเป็นหมู่เราผู้เดียว,10,10 syllables — likely shatter/miscount,ทั้งโคตรคิดเข้าเป็นหมู่เราผู้เดียว,,
ขยับทวนสวนแทงพลิกแพลงพลาด,9,word straddles a beat boundary,ขยับทวน,สวนแทงพลิกแพลง,พลาด
หัสไชยไล่รุกเข้าคลุกคลี,7,"7 syllables — ambiguous, [3,2,2] is only a guess",หัสไชยไล่,รุกเข้า,คลุกคลี
หัสไชยไสสิงห์วิ่งเข้าขบ,7,"7 syllables — ambiguous, [3,2,2] is only a guess",หัสไชยไส,สิงห์วิ่ง,เข้าขบ
มังคลาลาทัพกลับเข้าค่าย,8,word straddles a beat boundary,มังคลาลา,ทัพกลับ,เข้าค่าย
พวกพี่ชายกลับพหลพลขันธ์,10,10 syllables — likely shatter/miscount,พวกพี่ชายกลับพหลพลขันธ์,,
ทั้งมิตรสหายร้ายกาจดั่งราชสีห์,9,word straddles a beat boundary,ทั้งมิตรสหาย,ร้ายกาจ,ดั่งราชสีห์
ที่กลัดกลุ้มรุมร้อนค่อยหย่อนเย็น,10,10 syllables — likely shatter/miscount,ที่กลัดกลุ้มรุมร้อนค่อยหย่อนเย็น,,
พอกลับเป็นขึ้นก็ตื่นพลิกฟื้นกาย,10,10 syllables — likely shatter/miscount,พอกลับเป็นขึ้นก็ตื่นพลิกฟื้นกาย,,
พอสังฆราชขึ้นมาหาเวลาสาย,10,10 syllables — likely shatter/miscount,พอสังฆราชขึ้นมาหาเวลาสาย,,
จึงเล่าตามความฝันบรรยาย,7,"7 syllables — ambiguous, [3,2,2] is only a guess",จึงเล่าตาม,ความฝัน,บรรยาย
พอเบี่ยงบ่ายฝ่ายพระมังคลา,7,"7 syllables — ambiguous, [3,2,2] is only a guess",พอเบี่ยงบ่าย,ฝ่ายพระ,มังคลา
เห็นเดินคล้อยโถมกระหวัดรวบรัดกาย,10,10 syllables — likely shatter/miscount,เห็นเดินคล้อยโถมกระหวัดรวบรัดกาย,,
หักสร้อยพันผูกขาดเหมือนมาดหมาย,9,word straddles a beat boundary,หักสร้อยพัน,ผูกขาดเหมือน,มาดหมาย
คนกลัวกลับล้มกลิ้งวิ่งถลา,10,10 syllables — likely shatter/miscount,คนกลัวกลับล้มกลิ้งวิ่งถลา,,
แม้นมิให้พระขรรค์เหมือนบรรลัย,9,word straddles a beat boundary,แม้นมิให้,พระขรรค์เหมือน,บรรลัย
ไปกราบไหว้อัยกาหาอัยกี,10,10 syllables — likely shatter/miscount,ไปกราบไหว้อัยกาหาอัยกี,,
มังคลาบ้าเลือดดุเดือดดาล,7,"7 syllables — ambiguous, [3,2,2] is only a guess",มังคลาบ้า,เลือดดุ,เดือดดาล
วิ่งลนลานหลีกหลบสยบสยอง,9,word straddles a beat boundary,วิ่งลนลาน,หลีกหลบสยบ,สยอง
ฝ่ายพระวลาอาหลานอยู่ด้านเหนือ,10,10 syllables — likely shatter/miscount,ฝ่ายพระวลาอาหลานอยู่ด้านเหนือ,,
ฝ่ายฝรั่งมังคลาเหมือนบ้าเลือด,9,word straddles a beat boundary,ฝ่ายฝรั่ง,มังคลาเหมือน,บ้าเลือด
