wak,syllables,flag,a,b,c
บำรุงรักชิดเชื้อเหมือนเนื้อหนัง,9,word straddles a beat boundary,บำรุงรัก,ชิดเชื้อเหมือน,เนื้อหนัง
ครั้นลูกไปทูลลากลับมาวัง,9,word straddles a beat boundary,ครั้นลูกไป,ทูลลากลับ,มาวัง
พระฟังทูลพูนสวัสดิ์เหมือนฉัตรชั้น,10,10 syllables — likely shatter/miscount,พระฟังทูลพูนสวัสดิ์เหมือนฉัตรชั้น,,
เสด็จกลับกับพหลพลทั้งปวง,10,10 syllables — likely shatter/miscount,เสด็จกลับกับพหลพลทั้งปวง,,
เฝ้านางกษัตริย์มเหสีที่โศกศัลย์,10,10 syllables — likely shatter/miscount,เฝ้านางกษัตริย์มเหสีที่โศกศัลย์,,
บิดาจะไปขออรไท,7,"7 syllables — ambiguous, [3,2,2] is only a guess",บิดาจะ,ไปขอ,อรไท
ถวายเครื่องบรรณาการสารสารา,8,word straddles a beat boundary,ถวายเครื่องบรรณาการ,สาร,สารา
องค์พระจอมขัตติยาเมืองวายุภักษ์,10,10 syllables — likely shatter/miscount,องค์พระจอมขัตติยาเมืองวายุภักษ์,,
พระคุณล้ำเลิศลบภพไกร,7,"7 syllables — ambiguous, [3,2,2] is only a guess",พระคุณล้ำ,เลิศลบ,ภพไกร
แล้วจะไปอภิวาทบาทบงกช,10,10 syllables — likely shatter/miscount,แล้วจะไปอภิวาทบาทบงกช,,
เราก็วงศ์ขัตติยามหากษัตริย์,10,10 syllables — likely shatter/miscount,เราก็วงศ์ขัตติยามหากษัตริย์,,
สองเวียงชัยจะผูกมิตรสนิทสนอง,10,10 syllables — likely shatter/miscount,สองเวียงชัยจะผูกมิตรสนิทสนอง,,
ขุนอำมาตย์รับราชบรรหาร,7,"7 syllables — ambiguous, [3,2,2] is only a guess",ขุนอำมาตย์,รับราช,บรรหาร
พระพักตร์เหมือนเดือนกระจ่างกลางอัมพร,10,10 syllables — likely shatter/miscount,พระพักตร์เหมือนเดือนกระจ่างกลางอัมพร,,
พอทรงรถบทจรมาตามทวีป,10,10 syllables — likely shatter/miscount,พอทรงรถบทจรมาตามทวีป,,
เห็นจะรีบเร่งราชรถา,7,"7 syllables — ambiguous, [3,2,2] is only a guess",เห็นจะรีบ,เร่งรา,ชรถา
จะกลับกล่าวเจ้าพาราวายุภักษ์,10,10 syllables — likely shatter/miscount,จะกลับกล่าวเจ้าพาราวายุภักษ์,,
จะพรรณนาเรื่องราวจะยาวนาน,9,word straddles a beat boundary,จะพรรณนา,เรื่องราว,จะยาวนาน
ถึงกระทั่งลังกามหาสถาน,9,word straddles a beat boundary,ถึงกระทั่ง,ลังกามหา,สถาน
พระภูธรเสด็จมารับต่างอภิวันท์,11,11 syllables — likely shatter/miscount,พระภูธรเสด็จมารับต่างอภิวันท์,,
กรุงลังกาแก่กว่าเมืองวายุภักษ์,10,10 syllables — likely shatter/miscount,กรุงลังกาแก่กว่าเมืองวายุภักษ์,,
ข้างเมืองโน้นเป็นอนุชาปรีชาชาญ,10,10 syllables — likely shatter/miscount,ข้างเมืองโน้นเป็นอนุชาปรีชาชาญ,,
พระปิ่นเกล้าเจ้าลังกามหาสถาน,10,10 syllables — likely shatter/miscount,พระปิ่นเกล้าเจ้าลังกามหาสถาน,,
จะอภิเษกเศวตฉัตรพิพัฒน์ผล,11,11 syllables — likely shatter/miscount,จะอภิเษกเศวตฉัตรพิพัฒน์ผล,,
เสด็จลีลาศกับกษัตริย์ราชหงส์,9,word straddles a beat boundary,เสด็จลี,ลาศกับกษัตริย์,ราชหงส์
ทั้งพระหน่อศรีสวัสดิ์ภัทวงศ์,8,word straddles a beat boundary,ทั้งพระหน่อ,ศรีสวัสดิ์,ภัทวงศ์
หยุดนิกรรถาหน้ากุฎี,7,"7 syllables — ambiguous, [3,2,2] is only a guess",หยุดนิกรร,ถาหน้า,กุฎี
ที่ฤๅษีขบฉันพรรณผลา,7,"7 syllables — ambiguous, [3,2,2] is only a guess",ที่ฤๅษี,ขบฉัน,พรรณผลา
มาว่ากล่าวขอบุตรีเป็นสุณิสา,10,10 syllables — likely shatter/miscount,มาว่ากล่าวขอบุตรีเป็นสุณิสา,,
ทูลลาจรจากบรรณศาลา,7,"7 syllables — ambiguous, [3,2,2] is only a guess",ทูลลาจร,จากบรรณ,ศาลา
กษัตริย์สองทูลลากลับมาวัง,9,word straddles a beat boundary,กษัตริย์สอง,ทูลลากลับ,มาวัง
เหมือนเหมือนกันแต่หลังทุกครั้งครา,9,word straddles a beat boundary,เหมือนเหมือนกัน,แต่หลัง,ทุกครั้งครา
พฤหัสบดีสี่ค่ำตามทำนอง,11,11 syllables — likely shatter/miscount,พฤหัสบดีสี่ค่ำตามทำนอง,,
แล้วจรลีพาไปในปรางค์ปรา,9,word straddles a beat boundary,แล้วจรลี,พาไป,ในปรางค์ปรา
ภัทวงศ์ลดองค์จากแท่นรัตน์,7,"7 syllables — ambiguous, [3,2,2] is only a guess",ภัทวงศ์ลด,องค์จาก,แท่นรัตน์
พ่อจงรักแผ่เผื่อเหมือนเนื้อไข,9,word straddles a beat boundary,พ่อจงรัก,แผ่เผื่อเหมือน,เนื้อไข
แม่มอบให้เป็นอันขาดเหมือนญาติกัน,10,10 syllables — likely shatter/miscount,แม่มอบให้เป็นอันขาดเหมือนญาติกัน,,
จะรักใคร่ในนุชเหมือนร่วมครรภ์,9,word straddles a beat boundary,จะรักใคร่,ในนุชเหมือน,ร่วมครรภ์
ภัทวงศ์ทรงกุมข้อพระหัตถ์,7,"7 syllables — ambiguous, [3,2,2] is only a guess",ภัทวงศ์ทรง,กุมข้อ,พระหัตถ์
จะบรรพชาแล้วเป็นไรไปหรือยัง,9,word straddles a beat boundary,จะบรรพชา,แล้วเป็นไรไป,หรือยัง
มิผันผ่อนก็ต้องไปเหมือนใจหวัง,10,10 syllables — likely shatter/miscount,มิผันผ่อนก็ต้องไปเหมือนใจหวัง,,
พระอิงแอบแนบเคล้าเยาวมิตร,7,"7 syllables — ambiguous, [3,2,2] is only a guess",พระอิงแอบ,แนบเคล้า,เยาวมิตร
เมขลาโยนแก้วแววสว่าง,8,word straddles a beat boundary,เมขลาโยนแก้ว,แวว,สว่าง
ในสาชลเป็นระลอกกระฉอกดัง,10,10 syllables — likely shatter/miscount,ในสาชลเป็นระลอกกระฉอกดัง,,
เมรุไกรไหวหวั่นถึงชั้นบน,7,"7 syllables — ambiguous, [3,2,2] is only a guess",เมรุไกรไหว,หวั่นถึง,ชั้นบน
ถนอมสนิทมิใคร่จะไกลสมร,10,10 syllables — likely shatter/miscount,ถนอมสนิทมิใคร่จะไกลสมร,,
ส่งเสด็จพระอภัยไปสิงคุตร,10,10 syllables — likely shatter/miscount,ส่งเสด็จพระอภัยไปสิงคุตร,,
ด้วยจะพาศรีสะใภ้ไปนคเรศ,10,10 syllables — likely shatter/miscount,ด้วยจะพาศรีสะใภ้ไปนคเรศ,,
ก็จะต้องเสด็จไปช่วยอำนวยการ,10,10 syllables — likely shatter/miscount,ก็จะต้องเสด็จไปช่วยอำนวยการ,,
จะได้ราชาภิเษกพระกุมาร,9,4-syllable word not at วรรค edge,จะได้ราชาภิเษกพระกุมาร,,
