wak,syllables,flag,a,b,c
ระรื่นร่วงเกสรขจรขจาย,9,word straddles a beat boundary,ระรื่นร่วง,เกสรขจร,ขจาย
วิหคหงส์ลงกระสินธุ์แทบสิ้นแรง,10,10 syllables — likely shatter/miscount,วิหคหงส์ลงกระสินธุ์แทบสิ้นแรง,,
ถึงเครื่องทิพย์หยิบมาล่อไม่พอใจ,10,10 syllables — likely shatter/miscount,ถึงเครื่องทิพย์หยิบมาล่อไม่พอใจ,,
เพราะหวานมันเหมือนหนึ่งปรุงฟุ้งขจร,10,10 syllables — likely shatter/miscount,เพราะหวานมันเหมือนหนึ่งปรุงฟุ้งขจร,,
พลางอิงแอบแนบชิดสนิทสนอม,9,word straddles a beat boundary,พลางอิงแอบ,แนบชิดสนิท,สนอม
บนบรรจถรณ์แท่นที่กับพี่ยา,9,word straddles a beat boundary,บนบรรจถรณ์,แท่นที่,กับพี่ยา
โอ้ดวงเดือนเหมือนกับพักตร์พลักขณา,10,10 syllables — likely shatter/miscount,โอ้ดวงเดือนเหมือนกับพักตร์พลักขณา,,
นุชนาฏดวงจิตไม่ผิดหวัง,7,"7 syllables — ambiguous, [3,2,2] is only a guess",นุชนาฏดวง,จิตไม่,ผิดหวัง
อันดวงเดือนนั้นก็เหมือนกับทรวงพี่,9,word straddles a beat boundary,อันดวงเดือน,นั้นก็เหมือนกับ,ทรวงพี่
พระเห็นราชนัดดากลับธานี,9,word straddles a beat boundary,พระเห็นราช,นัดดากลับ,ธานี
แล้วก็ไปอยู่สิงคุตรที่กุฎี,10,10 syllables — likely shatter/miscount,แล้วก็ไปอยู่สิงคุตรที่กุฎี,,
ข้าศึกนั้นย่อยยับอัปรา,7,"7 syllables — ambiguous, [3,2,2] is only a guess",ข้าศึกนั้น,ย่อยยับ,อัปรา
ให้ภิเษกกัลยากุมารี,10,10 syllables — likely shatter/miscount,ให้ภิเษกกัลยากุมารี,,
แล้วกำชับว่าให้กลับมาธานี,10,10 syllables — likely shatter/miscount,แล้วกำชับว่าให้กลับมาธานี,,
ท้าวทศวงศ์ทรงฟังสังรเสริญ,10,10 syllables — likely shatter/miscount,ท้าวทศวงศ์ทรงฟังสังรเสริญ,,
จงจำเริญสุขไปเหมือนใจหมาย,9,word straddles a beat boundary,จงจำเริญ,สุขไปเหมือน,ใจหมาย
พวกวงศ์ญาติถามไต่เหมือนใจหวัง,9,word straddles a beat boundary,พวกวงศ์ญาติ,ถามไต่เหมือน,ใจหวัง
