wak,syllables,flag,a,b,c
แม้นงลักษณ์อัคเรศสังเกตดู,10,10 syllables — likely shatter/miscount,แม้นงลักษณ์อัคเรศสังเกตดู,,
แม่หมายจัดไว้เป็นเอกภิเษกศรี,10,10 syllables — likely shatter/miscount,แม่หมายจัดไว้เป็นเอกภิเษกศรี,,
กลับรู้สึกนึกคิดผิดทุกสิ่ง,9,4-syllable word not at วรรค edge,กลับรู้สึกนึกคิดผิดทุกสิ่ง,,
เหมือนจามรีที่รู้จักรักษ์สกนธ์,11,11 syllables — likely shatter/miscount,เหมือนจามรีที่รู้จักรักษ์สกนธ์,,
ได้ภิเษกเอกฉัตรสวัสดี,9,word straddles a beat boundary,ได้ภิเษก,เอกฉัตร,สวัสดี
เหมือนกล้ำกลืนของสำลักมักสะอึก,10,10 syllables — likely shatter/miscount,เหมือนกล้ำกลืนของสำลักมักสะอึก,,
ให้เลือดตาตกเผาะเหยาะเหยาะหยด,10,10 syllables — likely shatter/miscount,ให้เลือดตาตกเผาะเหยาะเหยาะหยด,,
จะกลับไปหรือจะอยู่พระภูธร,10,10 syllables — likely shatter/miscount,จะกลับไปหรือจะอยู่พระภูธร,,
พี่จะทำคำตัดสลัดสละ,9,word straddles a beat boundary,พี่จะทำ,คำตัดสลัด,สละ
เหมือนดังได้ด่าฝรั่งแล้วบังคม,10,10 syllables — likely shatter/miscount,เหมือนดังได้ด่าฝรั่งแล้วบังคม,,
โปรดประทานส่านสุหรัดแล้วตรัสชม,10,10 syllables — likely shatter/miscount,โปรดประทานส่านสุหรัดแล้วตรัสชม,,
ฝ่ายโฉมยงองค์ละเวงวัณฬาสมร,10,10 syllables — likely shatter/miscount,ฝ่ายโฉมยงองค์ละเวงวัณฬาสมร,,
เจ็บคารมคมปากเหมือนทากปลิง,9,word straddles a beat boundary,เจ็บคารม,คมปากเหมือน,ทากปลิง
จะเกลื่อนกลบทบทับให้กลับกลาย,9,word straddles a beat boundary,จะเกลื่อนกลบ,ทบทับ,ให้กลับกลาย
ให้เป็นแต่ไฟสุขุมเหมือนสุมขอน,10,10 syllables — likely shatter/miscount,ให้เป็นแต่ไฟสุขุมเหมือนสุมขอน,,
เสนหาพาเหิมเคลิ้มอารมณ์,7,"7 syllables — ambiguous, [3,2,2] is only a guess",เสนหาพา,เหิมเคลิ้ม,อารมณ์
รู้สึกสมประดีกลับจับกระดาน,10,10 syllables — likely shatter/miscount,รู้สึกสมประดีกลับจับกระดาน,,
ยิ่งรักรำภาสะหรีด้วยผีสิง,10,10 syllables — likely shatter/miscount,ยิ่งรักรำภาสะหรีด้วยผีสิง,,
ถึงสมบัติพัสถานการอื่นอื่น,9,4-syllable word not at วรรค edge,ถึงสมบัติพัสถานการอื่นอื่น,,
ครั้นรุ่งรางนางผการำภาสะหรี,11,11 syllables — likely shatter/miscount,ครั้นรุ่งรางนางผการำภาสะหรี,,
ให้สารศรีสี่ฉบับแล้วกลับหลัง,10,10 syllables — likely shatter/miscount,ให้สารศรีสี่ฉบับแล้วกลับหลัง,,
ให้เคืองขัดในวิญญาณ์ไม่ว่าขาน,10,10 syllables — likely shatter/miscount,ให้เคืองขัดในวิญญาณ์ไม่ว่าขาน,,
ให้ทราบใต้ฝ่าพระบาทมาตุรงค์,9,4-syllable word not at วรรค edge,ให้ทราบใต้ฝ่าพระบาทมาตุรงค์,,
พระบุตรีศรีสวัสดิ์ขัตติยวงศ์,10,10 syllables — likely shatter/miscount,พระบุตรีศรีสวัสดิ์ขัตติยวงศ์,,
ขอเชิญกลับเสียเถิดประเสริฐกว่า,10,10 syllables — likely shatter/miscount,ขอเชิญกลับเสียเถิดประเสริฐกว่า,,
อุสาห์กลั้นกลัวจะขาดราชการ,10,10 syllables — likely shatter/miscount,อุสาห์กลั้นกลัวจะขาดราชการ,,
ว่าอุปราชลังกามหาสถาน,10,10 syllables — likely shatter/miscount,ว่าอุปราชลังกามหาสถาน,,
สบถสะบัดเสียประเดี๋ยวไม่เหลียวหลัง,10,10 syllables — likely shatter/miscount,สบถสะบัดเสียประเดี๋ยวไม่เหลียวหลัง,,
ฉันจะไปสู่สถานพิมานสวรรค์,10,10 syllables — likely shatter/miscount,ฉันจะไปสู่สถานพิมานสวรรค์,,
เป็นขาดกันแล้วอย่าอ้างเหมือนอย่างเคย,10,10 syllables — likely shatter/miscount,เป็นขาดกันแล้วอย่าอ้างเหมือนอย่างเคย,,
แม่เกษราแม่อรุณแม่คุณเอ๋ย,10,10 syllables — likely shatter/miscount,แม่เกษราแม่อรุณแม่คุณเอ๋ย,,
มาถึงพระมเหสีบุรีผลึก,10,10 syllables — likely shatter/miscount,มาถึงพระมเหสีบุรีผลึก,,
อุศเรนพี่ของเราขอเจ้าได้,10,10 syllables — likely shatter/miscount,อุศเรนพี่ของเราขอเจ้าได้,,
กลับมีชู้สู่ผัวไม่กลัวมือ,10,10 syllables — likely shatter/miscount,กลับมีชู้สู่ผัวไม่กลัวมือ,,
ยังด้านดื้อว่าเป็นผัวไม่กลัวอาย,10,10 syllables — likely shatter/miscount,ยังด้านดื้อว่าเป็นผัวไม่กลัวอาย,,
จงมาขุดอุศเรนไปเป็นคู่,10,10 syllables — likely shatter/miscount,จงมาขุดอุศเรนไปเป็นคู่,,
ให้หายเหือดเดือดดิ้นถวิลสวาท,9,word straddles a beat boundary,ให้หายเหือด,เดือดดิ้นถวิล,สวาท
มันชั่วเองว่าเขาเป็นเหมือนเช่นตัว,10,10 syllables — likely shatter/miscount,มันชั่วเองว่าเขาเป็นเหมือนเช่นตัว,,
พระมิ่งเมืองจอมลังกามหาสวรรย์,10,10 syllables — likely shatter/miscount,พระมิ่งเมืองจอมลังกามหาสวรรย์,,
มาว่ากล่าวนางละเวงไม่กรงกลัว,10,10 syllables — likely shatter/miscount,มาว่ากล่าวนางละเวงไม่กรงกลัว,,
ขืนลอมแลมแล้วจะอายเมื่อปลายมือ,11,11 syllables — likely shatter/miscount,ขืนลอมแลมแล้วจะอายเมื่อปลายมือ,,
ร้องเรียกให้หมอบดโอสถเร็ว,9,word straddles a beat boundary,ร้องเรียกให้,หมอบดโอสถ,เร็ว
ครั้นฟื้นองค์นงลักษณ์อัคเรศ,9,word straddles a beat boundary,ครั้นฟื้นองค์,นงลักษณ์อัค,เรศ
จะลือเลื่องชั่วกัลปาวสาน,9,word straddles a beat boundary,จะลือเลื่อง,ชั่วกัลปาวสาน,
เดี๋ยวนี้คลั่งเคลิ้มองค์เหมือนหลงเดิม,9,word straddles a beat boundary,เดี๋ยวนี้คลั่ง,เคลิ้มองค์เหมือน,หลงเดิม
สะอื้นอั้นตรอมอารมณ์ไม่สมประดี,10,10 syllables — likely shatter/miscount,สะอื้นอั้นตรอมอารมณ์ไม่สมประดี,,
ให้ไหวหวั่นจิตกษัตริย์หัสไชย,8,word straddles a beat boundary,ให้ไหวหวั่น,จิตกษัตริย์,หัสไชย
ถวายทรงองค์ละพวงช่วยสวมกร,10,10 syllables — likely shatter/miscount,ถวายทรงองค์ละพวงช่วยสวมกร,,
เห็นอัจกลับข้างที่ริบหรี่แสง,9,word straddles a beat boundary,เห็นอัจกลับ,ข้างที่,ริบหรี่แสง
กลับขยั้นพรั่นตัวคิดกลัวเกรง,10,10 syllables — likely shatter/miscount,กลับขยั้นพรั่นตัวคิดกลัวเกรง,,
งามแฉล้มอะเหลาะเฉาะล้วนเหมาะเหมง,11,11 syllables — likely shatter/miscount,งามแฉล้มอะเหลาะเฉาะล้วนเหมาะเหมง,,
อันโลกีย์มิต้องสอนเหมือนกลอนเพลง,10,10 syllables — likely shatter/miscount,อันโลกีย์มิต้องสอนเหมือนกลอนเพลง,,
ถ้าเชยชื่นฟื้นตัวกลัวจะร้อง,9,word straddles a beat boundary,ถ้าเชยชื่น,ฟื้นตัวกลัว,จะร้อง
