wak,syllables,flag,a,b,c
ช่วยบิดาเหมือนได้แก้มาแต่เดิม,10,10 syllables — likely shatter/miscount,ช่วยบิดาเหมือนได้แก้มาแต่เดิม,,
ราชสารเบื้องต้นแต่หนหลัง,7,"7 syllables — ambiguous, [3,2,2] is only a guess",ราชสารเบื้อง,ต้นแต่,หนหลัง
สนองบาทราชการพระมารดร,10,10 syllables — likely shatter/miscount,สนองบาทราชการพระมารดร,,
เดี๋ยวนี้เล่าเจ้าก็รุ่นเหมือนฟุนไฟ,10,10 syllables — likely shatter/miscount,เดี๋ยวนี้เล่าเจ้าก็รุ่นเหมือนฟุนไฟ,,
กระหม่อมฉานจึงจะสึกเหมือนตรึกตรอง,10,10 syllables — likely shatter/miscount,กระหม่อมฉานจึงจะสึกเหมือนตรึกตรอง,,
กลัวจะเปลื้องมิใคร่ทันเหมือนฉันของ,11,11 syllables — likely shatter/miscount,กลัวจะเปลื้องมิใคร่ทันเหมือนฉันของ,,
ไม่เว้นวันเล่นสนุกตุ๊กตา,8,word straddles a beat boundary,ไม่เว้นวัน,เล่นสนุก,ตุ๊กตา
ด้วยถ้อยทีซื่อตรงเหมือนวงศา,9,word straddles a beat boundary,ด้วยถ้อยที,ซื่อตรงเหมือน,วงศา
พระชลนาผอยผอยด้วยน้อยใจ,9,word straddles a beat boundary,พระชลนา,ผอยผอย,ด้วยน้อยใจ
ไม่กลัวคนใครจะกล้ามาว่าไร,10,10 syllables — likely shatter/miscount,ไม่กลัวคนใครจะกล้ามาว่าไร,,
พระเชษฐาว่าถ้าแม้เหมือนแต่ก่อน,10,10 syllables — likely shatter/miscount,พระเชษฐาว่าถ้าแม้เหมือนแต่ก่อน,,
พระบิตุราชมาตุรงค์ทรงพระสรวล,10,10 syllables — likely shatter/miscount,พระบิตุราชมาตุรงค์ทรงพระสรวล,,
ทั้งปืนช่องสองข้างสล้างสลับ,9,word straddles a beat boundary,ทั้งปืนช่อง,สองข้างสล้าง,สลับ
พระสอดสังวาลวิเชียรเฉวียนฉวัด,10,10 syllables — likely shatter/miscount,พระสอดสังวาลวิเชียรเฉวียนฉวัด,,
กรรเจียกพรายพร่างไสวดอกไม้ประดับ,10,10 syllables — likely shatter/miscount,กรรเจียกพรายพร่างไสวดอกไม้ประดับ,,
จรจรัลตามเสด็จพระเชษฐา,10,10 syllables — likely shatter/miscount,จรจรัลตามเสด็จพระเชษฐา,,
พระเชษฐาลาเสาวคนธ์น้อง,8,word straddles a beat boundary,พระเชษฐา,ลาเสาวคนธ์,น้อง
นางเสาวคนธ์อ้นอั้นให้ตันจิต,9,word straddles a beat boundary,นางเสาวคนธ์,อ้นอั้น,ให้ตันจิต
พระบิตุราชมาตุรงค์พงศ์กษัตริย์,10,10 syllables — likely shatter/miscount,พระบิตุราชมาตุรงค์พงศ์กษัตริย์,,
จะเหลียวกลับลับนุชสุดสังเกต,9,word straddles a beat boundary,จะเหลียวกลับ,ลับนุช,สุดสังเกต
สั่งให้เหล่าสาวสุรางค์นางน้อยน้อย,10,10 syllables — likely shatter/miscount,สั่งให้เหล่าสาวสุรางค์นางน้อยน้อย,,
จะแลไหนน้องก็เปล่าเศร้าวิญญาณ์,10,10 syllables — likely shatter/miscount,จะแลไหนน้องก็เปล่าเศร้าวิญญาณ์,,
พระขวัญเอ๋ยเคยนอนบรรจถรณ์แท่น,9,word straddles a beat boundary,พระขวัญเอ๋ย,เคยนอนบรรจถรณ์,แท่น
โอ้ดวงเดือนเหมือนจะส่องให้ต้องดวง,10,10 syllables — likely shatter/miscount,โอ้ดวงเดือนเหมือนจะส่องให้ต้องดวง,,
โหรชำระพระสุบินจนสิ้นเสร็จ,10,10 syllables — likely shatter/miscount,โหรชำระพระสุบินจนสิ้นเสร็จ,,
จะรุ่งเรืองฤทธิรงค์สืบวงศ์วาน,10,10 syllables — likely shatter/miscount,จะรุ่งเรืองฤทธิรงค์สืบวงศ์วาน,,
ต่างไต่ถามแจ้งยุบลพระชนนี,10,10 syllables — likely shatter/miscount,ต่างไต่ถามแจ้งยุบลพระชนนี,,
พ่อมาด้วยช่วยเอ็นดูพระภูวไนย,10,10 syllables — likely shatter/miscount,พ่อมาด้วยช่วยเอ็นดูพระภูวไนย,,
จะมุ่งหมายนั้นไม่แน่เหมือนแลดู,10,10 syllables — likely shatter/miscount,จะมุ่งหมายนั้นไม่แน่เหมือนแลดู,,
เหมือนช่วยแก้เกียรติยศที่อดสู,10,10 syllables — likely shatter/miscount,เหมือนช่วยแก้เกียรติยศที่อดสู,,
สรงสหัสธาราดังห่าฝน,9,4-syllable word not at วรรค edge,สรงสหัสธาราดังห่าฝน,,
สุดสาครทรงนิลสินธพ,7,"7 syllables — ambiguous, [3,2,2] is only a guess",สุดสาคร,ทรงนิล,สินธพ
พลตั้งโห่แห่สังข์แตรเกรียว,7,"7 syllables — ambiguous, [3,2,2] is only a guess",พลตั้งโห่,แห่สังข์,แตรเกรียว
ชิงกันคว้าหักกิ่งเก็บปริงปราง,10,10 syllables — likely shatter/miscount,ชิงกันคว้าหักกิ่งเก็บปริงปราง,,
ออกจากเขาเจ้าประจัญเสียงครั่นครึก,10,10 syllables — likely shatter/miscount,ออกจากเขาเจ้าประจัญเสียงครั่นครึก,,
พออัสดงเดือนกระจ่างสว่างไสว,11,11 syllables — likely shatter/miscount,พออัสดงเดือนกระจ่างสว่างไสว,,
