wak,syllables,flag,a,b,c
ถึงตัวเจ้าก็วิตกเหมือนอกอา,10,10 syllables — likely shatter/miscount,ถึงตัวเจ้าก็วิตกเหมือนอกอา,,
ขอทูลลาองค์กษัตริย์หัสไชย,8,word straddles a beat boundary,ขอทูลลา,องค์กษัตริย์,หัสไชย
ฝ่ายละเวงดาบสอดไม่ได้,7,"7 syllables — ambiguous, [3,2,2] is only a guess",ฝ่ายละเวง,ดาบสอด,ไม่ได้
เห็นไม่สมอย่าตรัสวัจนา,7,"7 syllables — ambiguous, [3,2,2] is only a guess",เห็นไม่สม,อย่าตรัส,วัจนา
บรรพชิตให้เหมือนคำน้องดำริ,10,10 syllables — likely shatter/miscount,บรรพชิตให้เหมือนคำน้องดำริ,,
จึ่งค่อยติโทษน้องให้นักหนา,9,word straddles a beat boundary,จึ่งค่อยติ,โทษน้อง,ให้นักหนา
ไปสักหน่อยก็จะมาเหมือนวาจัง,10,10 syllables — likely shatter/miscount,ไปสักหน่อยก็จะมาเหมือนวาจัง,,
เหมือนฉัตรแก้วคงจะได้ฝ่ายกุศล,10,10 syllables — likely shatter/miscount,เหมือนฉัตรแก้วคงจะได้ฝ่ายกุศล,,
ทั้งสิงหลรมจักรนัครา,7,"7 syllables — ambiguous, [3,2,2] is only a guess",ทั้งสิงหล,รมจักร,นัครา
เห็นจะได้สมนึกเหมือนตรึกตรอง,9,word straddles a beat boundary,เห็นจะได้,สมนึกเหมือน,ตรึกตรอง
จะชักชวนให้ไปอดเหมือนมดง่าม,10,10 syllables — likely shatter/miscount,จะชักชวนให้ไปอดเหมือนมดง่าม,,
แต่จำใจจำจนเหมือนคนโง่,9,word straddles a beat boundary,แต่จำใจ,จำจนเหมือน,คนโง่
นึกในจิตเหมือนแต่ก่อนไม่หย่อนยอม,10,10 syllables — likely shatter/miscount,นึกในจิตเหมือนแต่ก่อนไม่หย่อนยอม,,
แล้วทูลลาพาหัสไชยหลาน,7,"7 syllables — ambiguous, [3,2,2] is only a guess",แล้วทูลลา,พาหัส,ไชยหลาน
ตามกระทรวงที่จะกลับกองทัพไป,10,10 syllables — likely shatter/miscount,ตามกระทรวงที่จะกลับกองทัพไป,,
กับสินสมุทรภุชพงศ์องค์เชษฐา,9,word straddles a beat boundary,กับสินสมุทร,ภุชพงศ์,องค์เชษฐา
ทั้งกัลยาเสาวคนธ์วิมลสมร,11,11 syllables — likely shatter/miscount,ทั้งกัลยาเสาวคนธ์วิมลสมร,,
ไหนจะได้ไปผลึกเหมือนนึกหมาย,10,10 syllables — likely shatter/miscount,ไหนจะได้ไปผลึกเหมือนนึกหมาย,,
อยู่สำราญเปรื่องปราดเหมือนมาดหมาย,9,word straddles a beat boundary,อยู่สำราญ,เปรื่องปราดเหมือน,มาดหมาย
แล้วกลับยังวังเวียงชัยมไหสูรย์,10,10 syllables — likely shatter/miscount,แล้วกลับยังวังเวียงชัยมไหสูรย์,,
ครั้นจะบวชก็ยังหนุ่มนึกกลุ้มใจ,10,10 syllables — likely shatter/miscount,ครั้นจะบวชก็ยังหนุ่มนึกกลุ้มใจ,,
จงร่วมรสรักกันจนบรรลัย,7,"7 syllables — ambiguous, [3,2,2] is only a guess",จงร่วมรสรัก,กันจน,บรรลัย
โปรดประภาษพรประสิทธิ์สนิทสนอง,10,10 syllables — likely shatter/miscount,โปรดประภาษพรประสิทธิ์สนิทสนอง,,
ทุกเวลามิได้คลาดบาทยุคล,10,10 syllables — likely shatter/miscount,ทุกเวลามิได้คลาดบาทยุคล,,
จะจรดลไปสิงคุตรอยู่กุฎี,11,11 syllables — likely shatter/miscount,จะจรดลไปสิงคุตรอยู่กุฎี,,
กับเยาวมาลย์นักพรตดาบสินี,9,word straddles a beat boundary,กับเยาวมาลย์,นักพรต,ดาบสินี
ตามภูวไนยไปสิงคุตรอยู่กุฎี,11,11 syllables — likely shatter/miscount,ตามภูวไนยไปสิงคุตรอยู่กุฎี,,
