wak,syllables,flag,a,b,c
ทั้งเครื่องราชาภิเษกเศวตฉัตร,10,10 syllables — likely shatter/miscount,ทั้งเครื่องราชาภิเษกเศวตฉัตร,,
ตามกษัตริย์สืบวงศ์ดำรงสถาน,9,word straddles a beat boundary,ตามกษัตริย์,สืบวงศ์ดำรง,สถาน
แล้วปักกั้นเศวตฉัตรจำรัสเรือง,10,10 syllables — likely shatter/miscount,แล้วปักกั้นเศวตฉัตรจำรัสเรือง,,
ในมณฑลมุรธากระยาสนาน,11,11 syllables — likely shatter/miscount,ในมณฑลมุรธากระยาสนาน,,
ขึ้นทรงยานุมาศเหมือนเลื่อนโพยม,10,10 syllables — likely shatter/miscount,ขึ้นทรงยานุมาศเหมือนเลื่อนโพยม,,
พอพร้อมพรั่งยานุมาศพระญาติวงศ์,10,10 syllables — likely shatter/miscount,พอพร้อมพรั่งยานุมาศพระญาติวงศ์,,
ฝ่ายชนนีนาถในราชฐาน,9,word straddles a beat boundary,ฝ่ายชนนี,นาถใน,ราชฐาน
ประโลมลานลูกน้อยเสนหา,7,"7 syllables — ambiguous, [3,2,2] is only a guess",ประโลมลาน,ลูกน้อย,เสนหา
ทรงมงกุฎบุตรีมณีประดับ,9,word straddles a beat boundary,ทรงมงกุฎ,บุตรีมณี,ประดับ
มาเฝ้าเบื้องบาทยุคลพระชนนี,11,11 syllables — likely shatter/miscount,มาเฝ้าเบื้องบาทยุคลพระชนนี,,
พระมารดรกุมกรธิดามา,10,10 syllables — likely shatter/miscount,พระมารดรกุมกรธิดามา,,
ให้สองราร่วมเศวตฉัตรชัย,9,4-syllable word not at วรรค edge,ให้สองราร่วมเศวตฉัตรชัย,,
สำหรับครองรมจักรนัครา,7,"7 syllables — ambiguous, [3,2,2] is only a guess",สำหรับครอง,รมจักร,นัครา
พระราชวงศ์พงศ์กษัตริย์ขัตติยา,10,10 syllables — likely shatter/miscount,พระราชวงศ์พงศ์กษัตริย์ขัตติยา,,
ครองสมบัติตราบกาลปาวสาน,7,"7 syllables — ambiguous, [3,2,2] is only a guess",ครองสมบัติ,ตราบกาล,ปาวสาน
ได้พึ่งโพธิสมภารสำราญใจ,9,4-syllable word not at วรรค edge,ได้พึ่งโพธิสมภารสำราญใจ,,
พวกขี้เมาเหล่านักเลงเสียงเครงครื้น,10,10 syllables — likely shatter/miscount,พวกขี้เมาเหล่านักเลงเสียงเครงครื้น,,
นางบ้านนอกขอกนาหน้าตาตื่น,8,word straddles a beat boundary,นางบ้านนอกขอกนา,หน้า,ตาตื่น
ที่มุมจอคนเจรจาออกมายืน,10,10 syllables — likely shatter/miscount,ที่มุมจอคนเจรจาออกมายืน,,
ออกเกลื่อนกล่นกลุ้มกลาดดูดาษดื่น,10,10 syllables — likely shatter/miscount,ออกเกลื่อนกล่นกลุ้มกลาดดูดาษดื่น,,
บ้างลองจุดประทัดดังเหมือนอย่างปืน,10,10 syllables — likely shatter/miscount,บ้างลองจุดประทัดดังเหมือนอย่างปืน,,
ฝ่ายพระชนนีนางอยู่ปรางค์รัตน์,9,word straddles a beat boundary,ฝ่ายพระชนนี,นาง,อยู่ปรางค์รัตน์
อย่าถือองค์นงลักษณ์ว่าอัคเรศ,10,10 syllables — likely shatter/miscount,อย่าถือองค์นงลักษณ์ว่าอัคเรศ,,
แม่ดวงเนตรนึกว่าเหมือนทาสี,9,word straddles a beat boundary,แม่ดวงเนตร,นึกว่าเหมือน,ทาสี
อนึ่งเหล่าสาวสุรางค์นางกำนัล,10,10 syllables — likely shatter/miscount,อนึ่งเหล่าสาวสุรางค์นางกำนัล,,
กรุณาปรานีเหมือนพี่น้อง,9,word straddles a beat boundary,กรุณา,ปรานีเหมือน,พี่น้อง
สุจริตคิดรักเหมือนร่วมครรภ์,9,word straddles a beat boundary,สุจริต,คิดรักเหมือน,ร่วมครรภ์
พระชนนีมีจิตพิศวาส,9,word straddles a beat boundary,พระชนนี,มีจิต,พิศวาส
อย่าหวงแหนห่างแหเหมือนแต่หลัง,9,word straddles a beat boundary,อย่าหวงแหน,ห่างแหเหมือน,แต่หลัง
นางเหลียวดูรู้ว่าชนนีกลับ,10,10 syllables — likely shatter/miscount,นางเหลียวดูรู้ว่าชนนีกลับ,,
ช่างกล่าวเกลี้ยงกลับจะมาเป็นทาสี,11,11 syllables — likely shatter/miscount,ช่างกล่าวเกลี้ยงกลับจะมาเป็นทาสี,,
ให้ช่วยกอดกว่าจะหลับกับเขนย,10,10 syllables — likely shatter/miscount,ให้ช่วยกอดกว่าจะหลับกับเขนย,,
พี่อยู่ถึงรัตนามหาศวรรย์,10,10 syllables — likely shatter/miscount,พี่อยู่ถึงรัตนามหาศวรรย์,,
นางมารยาขยดเขยื้อนเบือนกระบวน,10,10 syllables — likely shatter/miscount,นางมารยาขยดเขยื้อนเบือนกระบวน,,
พระเอนกายกอดประทับไว้กับทรวง,10,10 syllables — likely shatter/miscount,พระเอนกายกอดประทับไว้กับทรวง,,
เมรุไกรโยกยอดจะถอดถอน,7,"7 syllables — ambiguous, [3,2,2] is only a guess",เมรุไกรโยก,ยอดจะ,ถอดถอน
มัตติมิงกลิ้งเล่นชโลทร,10,10 syllables — likely shatter/miscount,มัตติมิงกลิ้งเล่นชโลทร,,
การเวกร่อนร้องก้องเวหา,7,"7 syllables — ambiguous, [3,2,2] is only a guess",การเวกร่อน,ร้องก้อง,เวหา
เพลินนิยมรมจักรนัครา,7,"7 syllables — ambiguous, [3,2,2] is only a guess",เพลินนิยม,รมจักร,นัครา
