wak,syllables,flag,a,b,c
ถ้าแม้นเราจะสละไม่อนุกูล,10,10 syllables — likely shatter/miscount,ถ้าแม้นเราจะสละไม่อนุกูล,,
เอิกเกริกเร่งไฟใส่โขมง,7,"7 syllables — ambiguous, [3,2,2] is only a guess",เอิกเกริกเร่ง,ไฟใส่,โขมง
สายระโยงระยางขึงให้ตึงดี,9,4-syllable word not at วรรค edge,สายระโยงระยางขึงให้ตึงดี,,
ชื่อเกาะถนนนาคินเป็นดินดาน,9,word straddles a beat boundary,ชื่อเกาะถนน,นาคิน,เป็นดินดาน
เห็นยาวใหญ่กว่าแต่หลังได้นั่งมอง,10,10 syllables — likely shatter/miscount,เห็นยาวใหญ่กว่าแต่หลังได้นั่งมอง,,
ตาพราหมณ์ฮือเหมือนข้าเจ้าก็เศร้าใจ,10,10 syllables — likely shatter/miscount,ตาพราหมณ์ฮือเหมือนข้าเจ้าก็เศร้าใจ,,
ล้วนแขกเทศวิลันดาพาราณสี,10,10 syllables — likely shatter/miscount,ล้วนแขกเทศวิลันดาพาราณสี,,
กระดูกกระเดี้ยวเคี้ยวป่นไม่ทนฟัน,10,10 syllables — likely shatter/miscount,กระดูกกระเดี้ยวเคี้ยวป่นไม่ทนฟัน,,
ออกแล่นกลางทางมหามหรณพ,10,10 syllables — likely shatter/miscount,ออกแล่นกลางทางมหามหรณพ,,
พวกปลาวาฬวานว่ายในสายชล,9,word straddles a beat boundary,พวกปลาวาฬ,วานว่าย,ในสายชล
จะพรรณาก็มิอาจจะหวาดไหว,10,10 syllables — likely shatter/miscount,จะพรรณาก็มิอาจจะหวาดไหว,,
เป็นมงคลเหมือนกว่าหนาอ้ายหนู,10,10 syllables — likely shatter/miscount,เป็นมงคลเหมือนกว่าหนาอ้ายหนู,,
ทั้งเรือรบเรือไฟเหมือนใจหมาย,9,word straddles a beat boundary,ทั้งเรือรบ,เรือไฟเหมือน,ใจหมาย
เราเป็นพวกคนธรรพ์เหมือนมั่นหมาย,9,word straddles a beat boundary,เราเป็นพวก,คนธรรพ์เหมือน,มั่นหมาย
เพราะนัดดาลักพระขรรค์จึงอันตราย,10,10 syllables — likely shatter/miscount,เพราะนัดดาลักพระขรรค์จึงอันตราย,,
แล้วพระนางวางวายทิวงคต,7,"7 syllables — ambiguous, [3,2,2] is only a guess",แล้วพระนาง,วางวาย,ทิวงคต
ถัดไปนั่นน้องกลางเหมือนอย่างหมาย,9,word straddles a beat boundary,ถัดไปนั่น,น้องกลางเหมือน,อย่างหมาย
ชื่อนาควันเทวบุตรเหมือนภุชงค์,10,10 syllables — likely shatter/miscount,ชื่อนาควันเทวบุตรเหมือนภุชงค์,,
เทพจินดาน้องที่สองนั้น,7,"7 syllables — ambiguous, [3,2,2] is only a guess",เทพจินดา,น้องที่,สองนั้น
เป็นฝ่ายหน้าว่าราชการแทน,8,word straddles a beat boundary,เป็นฝ่ายหน้า,ว่าราชการ,แทน
เร่งแต่งงานการภิเษกสยุมพร,10,10 syllables — likely shatter/miscount,เร่งแต่งงานการภิเษกสยุมพร,,
เสร็จภิเษกเอกฉัตรสวัสดี,9,word straddles a beat boundary,เสร็จภิเษก,เอกฉัตร,สวัสดี
เร่งทำในเจ็ดวันเหมือนสัญญา,9,word straddles a beat boundary,เร่งทำใน,เจ็ดวันเหมือน,สัญญา
สี่ปรางค์ปราจะภิเษกเป็นเอกองค์,10,10 syllables — likely shatter/miscount,สี่ปรางค์ปราจะภิเษกเป็นเอกองค์,,
ทิพย์ปทุมธารากระยาสนาน,10,10 syllables — likely shatter/miscount,ทิพย์ปทุมธารากระยาสนาน,,
ตั้งเครื่องอานอย่างเอกภิเษกศรี,9,word straddles a beat boundary,ตั้งเครื่องอาน,อย่างเอกภิเษก,ศรี
แว่นสุวรรณขันถมยาราชาวดี,10,10 syllables — likely shatter/miscount,แว่นสุวรรณขันถมยาราชาวดี,,
ภิเษกสามกุมาราครองธานี,10,10 syllables — likely shatter/miscount,ภิเษกสามกุมาราครองธานี,,
คิดปรารภที่จะกลับซึ่งกรุงศรี,10,10 syllables — likely shatter/miscount,คิดปรารภที่จะกลับซึ่งกรุงศรี,,
ทั้งพิณพาทย์จำเรียงเสียงประสาน,9,word straddles a beat boundary,ทั้งพิณพาทย์,จำเรียง,เสียงประสาน
สรงสหัสธารามณฑาภิเษก,11,11 syllables — likely shatter/miscount,สรงสหัสธารามณฑาภิเษก,,
จงวัฒนาในสมบัติพิพัฒน์ผล,10,10 syllables — likely shatter/miscount,จงวัฒนาในสมบัติพิพัฒน์ผล,,
บำรุงประชาราษฎรคิดผ่อนปรน,10,10 syllables — likely shatter/miscount,บำรุงประชาราษฎรคิดผ่อนปรน,,
พระเทวสินธุ์จินดาทั้งราเมศ,10,10 syllables — likely shatter/miscount,พระเทวสินธุ์จินดาทั้งราเมศ,,
ก็จำเป็นไปจำไคลคลา,7,"7 syllables — ambiguous, [3,2,2] is only a guess",ก็จำเป็น,ไปจำ,ไคลคลา
พระเทวสินธุ์ยินคำที่ร่ำสอน,9,word straddles a beat boundary,พระเทวสินธุ์,ยินคำ,ที่ร่ำสอน
ครองเขตขัณฑเสมาพาราเรา,9,word straddles a beat boundary,ครองเขตขัณฑ,เสมา,พาราเรา
กับสังฆราชจากสถานพิมานเฉลา,11,11 syllables — likely shatter/miscount,กับสังฆราชจากสถานพิมานเฉลา,,
ทั้งกรวดทรายชายหาดดาษเดียร,9,word straddles a beat boundary,ทั้งกรวดทราย,ชายหาด,ดาษเดียร
แหลมสุหรัดพวกทมิฬไม่กินหมู,10,10 syllables — likely shatter/miscount,แหลมสุหรัดพวกทมิฬไม่กินหมู,,
เกีอบจะถึงถิ่นฐานสำราญใจ,10,10 syllables — likely shatter/miscount,เกีอบจะถึงถิ่นฐานสำราญใจ,,
