wak,syllables,flag,a,b,c
เหมือนเป็นหนี้มิใช่น้อยเขาคอยทวง,10,10 syllables — likely shatter/miscount,เหมือนเป็นหนี้มิใช่น้อยเขาคอยทวง,,
ไปฟ้องถึงไหนก็ไปเถิดไม่กลัว,10,10 syllables — likely shatter/miscount,ไปฟ้องถึงไหนก็ไปเถิดไม่กลัว,,
พระบิตุราชมาตุรงค์ก็ปลงให้,10,10 syllables — likely shatter/miscount,พระบิตุราชมาตุรงค์ก็ปลงให้,,
ปากว่าได้ใจเบือนไม่เหมือนคำ,10,10 syllables — likely shatter/miscount,ปากว่าได้ใจเบือนไม่เหมือนคำ,,
ขืนหน่วงหนักชักช้าทารกรรม,7,"7 syllables — ambiguous, [3,2,2] is only a guess",ขืนหน่วงหนัก,ชักช้า,ทารกรรม
นางเสแสร้งแกล้งว่าพระเป็นคฤหัสถ์,10,10 syllables — likely shatter/miscount,นางเสแสร้งแกล้งว่าพระเป็นคฤหัสถ์,,
จึงหลีกตัวกลัวพระพี่จะมีโทษ,10,10 syllables — likely shatter/miscount,จึงหลีกตัวกลัวพระพี่จะมีโทษ,,
นี่บาปกรรมจำห้ามขืนลามลวน,9,word straddles a beat boundary,นี่บาปกรรม,จำห้าม,ขืนลามลวน
จะเซ้าซี้สักเท่าไรไม่เจรจา,10,10 syllables — likely shatter/miscount,จะเซ้าซี้สักเท่าไรไม่เจรจา,,
กินน้ำตาต่างข้าวทุกเช้าเย็น,7,"word straddles a beat boundary; 7 syllables — ambiguous, [3,2,2] is only a guess",กินน้ำตาต่างข้าว,ทุก,เช้าเย็น
แม้ศึกเสือเหนือใต้ที่ไหนมา,8,word straddles a beat boundary,แม้ศึกเสือเหนือใต้,ที่,ไหนมา
พระบิตุราชมาตุรงค์พงศ์กษัตริย์,10,10 syllables — likely shatter/miscount,พระบิตุราชมาตุรงค์พงศ์กษัตริย์,,
แม้มีอันตรายมาถึงธานี,9,word straddles a beat boundary,แม้มีอันตราย,มา,ถึงธานี
อันเรื่องราวเสาวคนธ์วิมลสมร,10,10 syllables — likely shatter/miscount,อันเรื่องราวเสาวคนธ์วิมลสมร,,
