wak,syllables,flag,a,b,c
เจ้าหัสกันก็เหมือนวงศ์เผ่าพงศา,10,10 syllables — likely shatter/miscount,เจ้าหัสกันก็เหมือนวงศ์เผ่าพงศา,,
ลงเรือลาดตระเวนมาชลาไหล,9,4-syllable word not at วรรค edge,ลงเรือลาดตระเวนมาชลาไหล,,
เหวยข้าเฝ้าเจ้าพารามาว่าไร,10,10 syllables — likely shatter/miscount,เหวยข้าเฝ้าเจ้าพารามาว่าไร,,
หัสกันหันหุนด้วยรุ่นหนุ่ม,7,"7 syllables — ambiguous, [3,2,2] is only a guess",หัสกันหัน,หุนด้วย,รุ่นหนุ่ม
มันโหยกเหยกแย่งริบให้ฉิบหาย,10,10 syllables — likely shatter/miscount,มันโหยกเหยกแย่งริบให้ฉิบหาย,,
ขึ้นฝั่งจุดเพลิงไหม้เหมือนใจหมาย,9,word straddles a beat boundary,ขึ้นฝั่งจุด,เพลิงไหม้เหมือน,ใจหมาย
บ้างคลานคลุกลุมล้มไม่สมประดี,10,10 syllables — likely shatter/miscount,บ้างคลานคลุกลุมล้มไม่สมประดี,,
จะเหลียวแลไปทางไหนไฟลุกโพลง,10,10 syllables — likely shatter/miscount,จะเหลียวแลไปทางไหนไฟลุกโพลง,,
ฮูมแปร้นแปร๋แซ่สนั่นวิ่งหวั่นไหว,10,10 syllables — likely shatter/miscount,ฮูมแปร้นแปร๋แซ่สนั่นวิ่งหวั่นไหว,,
ฝ่ายห้ามแหนแสนสนมกรมใน,8,word straddles a beat boundary,ฝ่ายห้ามแหน,แสนสนม,กรมใน
ต่างตื่นไฟในอารมณ์ไม่สมประดี,10,10 syllables — likely shatter/miscount,ต่างตื่นไฟในอารมณ์ไม่สมประดี,,
ที่รักเพื่อนเหมือนชีวิตร่วมจิตใจ,10,10 syllables — likely shatter/miscount,ที่รักเพื่อนเหมือนชีวิตร่วมจิตใจ,,
กับองค์เอกอัคเรศเกศกษัตริย์,10,10 syllables — likely shatter/miscount,กับองค์เอกอัคเรศเกศกษัตริย์,,
ขึ้นปีนพลาดพลัดคะมำถลำถลา,10,10 syllables — likely shatter/miscount,ขึ้นปีนพลาดพลัดคะมำถลำถลา,,
เหวยอ้ายผีพวกฝรั่งเกาะลังกา,10,10 syllables — likely shatter/miscount,เหวยอ้ายผีพวกฝรั่งเกาะลังกา,,
พระจอมวังวรนาถเหมือนราชหงส์,9,word straddles a beat boundary,พระจอมวัง,วรนาถเหมือน,ราชหงส์
เขาเกลียดเห็นเป็นว่ากลัวพูดยั่วเย้ย,10,10 syllables — likely shatter/miscount,เขาเกลียดเห็นเป็นว่ากลัวพูดยั่วเย้ย,,
อ้ายลูกเชลยลืมพ่อคิดล่อลวง,9,word straddles a beat boundary,อ้ายลูกเชลย,ลืมพ่อ,คิดล่อลวง
จึงรอรั้งสั่งพหลพลไกร,8,word straddles a beat boundary,จึงรอรั้ง,สั่งพหล,พลไกร
หมองเหมือนเมฆมืดมิดปิดสุริย์ใส,10,10 syllables — likely shatter/miscount,หมองเหมือนเมฆมืดมิดปิดสุริย์ใส,,
หากท่านครูผู้เฒ่าเหมือนเผ่าพันธุ์,9,word straddles a beat boundary,หากท่านครู,ผู้เฒ่าเหมือน,เผ่าพันธุ์
มีลูกเต้ามันไม่เหมือนเพื่อนทั้งหลาย,10,10 syllables — likely shatter/miscount,มีลูกเต้ามันไม่เหมือนเพื่อนทั้งหลาย,,
เคราะห์ประกอบให้เป็นเหมือนเช่นฝัน,9,word straddles a beat boundary,เคราะห์ประกอบ,ให้เป็นเหมือน,เช่นฝัน
ไปพูดจาแจ้งกับพระอภัยมณี,10,10 syllables — likely shatter/miscount,ไปพูดจาแจ้งกับพระอภัยมณี,,
