wak,syllables,flag,a,b,c
ไปพบที่ต้นลำดวนในสวนขวัญ,11,11 syllables — likely shatter/miscount,ไปพบที่ต้นลำดวนในสวนขวัญ,,
จะขับไล่ไปเสียให้พ้นสวน,10,10 syllables — likely shatter/miscount,จะขับไล่ไปเสียให้พ้นสวน,,
เป็นชีพราหมณ์หยามหยาบก็บาปปาก,9,word straddles a beat boundary,เป็นชีพราหมณ์,หยามหยาบ,ก็บาปปาก
เพระพวกมากเธอจึงต้านทานไม่ไหว,10,10 syllables — likely shatter/miscount,เพระพวกมากเธอจึงต้านทานไม่ไหว,,
ทำเยื้องยักยำเยงเหมือนเกรงขาม,9,word straddles a beat boundary,ทำเยื้องยัก,ยำเยงเหมือน,เกรงขาม
เป็นควันวามกลัวจะปิดไม่มิดเปลว,10,10 syllables — likely shatter/miscount,เป็นควันวามกลัวจะปิดไม่มิดเปลว,,
กลัวจะทรงกริ้วโกรธลงโทษทัณฑ์,10,10 syllables — likely shatter/miscount,กลัวจะทรงกริ้วโกรธลงโทษทัณฑ์,,
แล้วว่าตั้งแต่นี้ไปฉันไม่พราง,9,4-syllable word not at วรรค edge,แล้วว่าตั้งแต่นี้ไปฉันไม่พราง,,
กับธำมรงค์วงน้อยเพชรรัตน์,8,word straddles a beat boundary,กับธำมรงค์,วง,น้อยเพชรรัตน์
ก็แจ้งจิตปริศนาปัญญาพราหมณ์,10,10 syllables — likely shatter/miscount,ก็แจ้งจิตปริศนาปัญญาพราหมณ์,,
บุรีรัตนามหาศวรรย์,9,word straddles a beat boundary,บุรีรัตนา,มหา,ศวรรย์
พยายามข้ามมหามหรณพ,10,10 syllables — likely shatter/miscount,พยายามข้ามมหามหรณพ,,
มาอาศัยในสวนอุทยาน,10,10 syllables — likely shatter/miscount,มาอาศัยในสวนอุทยาน,,
มาประพาสชมพรรณบุปผา,7,"7 syllables — ambiguous, [3,2,2] is only a guess",มาประพาส,ชมพรรณ,บุปผา
เสด็จกลับลับไปให้รัญจวน,9,word straddles a beat boundary,เสด็จกลับ,ลับไป,ให้รัญจวน
ครั้นเดือนดับลับเหลี่ยมเมรุไกร,7,"7 syllables — ambiguous, [3,2,2] is only a guess",ครั้นเดือนดับ,ลับเหลี่ยม,เมรุไกร
ขอให้เผยพจนารถประภาษมา,10,10 syllables — likely shatter/miscount,ขอให้เผยพจนารถประภาษมา,,
จะเอากรุงรมจักรนัครา,7,"7 syllables — ambiguous, [3,2,2] is only a guess",จะเอากรุง,รมจักร,นัครา
ว่าไม่รู้หรือขาปริศนาพราหมณ์,10,10 syllables — likely shatter/miscount,ว่าไม่รู้หรือขาปริศนาพราหมณ์,,
เพชรรัตน์วงนี้ดีหนักหนา,7,"7 syllables — ambiguous, [3,2,2] is only a guess",เพชรรัตน์วง,นี้ดี,หนักหนา
อันธำมรงค์วงนั้นฉันถวาย,9,word straddles a beat boundary,อันธำมรงค์,วงนั้น,ฉันถวาย
ทั้งสี่นางนุ่งสุหรัดแล้วผัดหน้า,10,10 syllables — likely shatter/miscount,ทั้งสี่นางนุ่งสุหรัดแล้วผัดหน้า,,
ออกประตูเดินด่วนไปสวนขวัญ,10,10 syllables — likely shatter/miscount,ออกประตูเดินด่วนไปสวนขวัญ,,
แต่ก่อนไซร้ไม่เห็นเหมือนเช่นนี้,9,word straddles a beat boundary,แต่ก่อนไซร้,ไม่เห็นเหมือน,เช่นนี้
เป็นรางวัลที่ที่พ่อมาสาพิภักดิ์,10,10 syllables — likely shatter/miscount,เป็นรางวัลที่ที่พ่อมาสาพิภักดิ์,,
เที่ยวชมสวนชวนเก็บบุปผชาติ,10,10 syllables — likely shatter/miscount,เที่ยวชมสวนชวนเก็บบุปผชาติ,,
ช่วยเก็บให้นางอุบลบังอร,7,"7 syllables — ambiguous, [3,2,2] is only a guess",ช่วยเก็บให้,นางอุบล,บังอร
นางประภาอุบลจงกลนี,8,word straddles a beat boundary,นางประภา,อุบลจงกลนี,
น่าเจ็บอกยกแรกสิแปลกเพื่อน,9,word straddles a beat boundary,น่าเจ็บอก,ยกแรกสิ,แปลกเพื่อน
นางโฉมยงทรงห่มมาชมสวน,10,10 syllables — likely shatter/miscount,นางโฉมยงทรงห่มมาชมสวน,,
ต่อจะสมปรารถนาจึงช้านาน,10,10 syllables — likely shatter/miscount,ต่อจะสมปรารถนาจึงช้านาน,,
อันบุรีรัตนามหาศวรรย์,10,10 syllables — likely shatter/miscount,อันบุรีรัตนามหาศวรรย์,,
เสด็จกลับกรุงไกรไอศวรรย์,9,word straddles a beat boundary,เสด็จกลับ,กรุงไกร,ไอศวรรย์
ฉันแคลงจิตปริศนาช่วยหารือ,10,10 syllables — likely shatter/miscount,ฉันแคลงจิตปริศนาช่วยหารือ,,
ว่าสมรักแล้วจะร้างให้ห่างไป,10,10 syllables — likely shatter/miscount,ว่าสมรักแล้วจะร้างให้ห่างไป,,
เห็นถูกต้องปริศนาปัญญาพี่,10,10 syllables — likely shatter/miscount,เห็นถูกต้องปริศนาปัญญาพี่,,
เป็นกระไรเร็วมากว่าทุกวัน,9,word straddles a beat boundary,เป็นกระไร,เร็วมากว่า,ทุกวัน
พี่ประภาจงกลอุบลเล่า,7,"7 syllables — ambiguous, [3,2,2] is only a guess",พี่ประภา,จงกล,อุบลเล่า
อุบลกับสานนต้นประยงค์,7,"7 syllables — ambiguous, [3,2,2] is only a guess",อุบลกับสาน,นต้น,ประยงค์
ถ้าพูดแก้แล้วจะใส่เสียให้เยิน,10,10 syllables — likely shatter/miscount,ถ้าพูดแก้แล้วจะใส่เสียให้เยิน,,
งามประโลมควรถนอมเป็นจอมสนม,10,10 syllables — likely shatter/miscount,งามประโลมควรถนอมเป็นจอมสนม,,
เข้าเคียงไหล่โลมนางอยู่กลางสวน,10,10 syllables — likely shatter/miscount,เข้าเคียงไหล่โลมนางอยู่กลางสวน,,
ทำเกลียวกลมสมยอมซ้อมสำนวน,9,word straddles a beat boundary,ทำเกลียวกลม,สมยอม,ซ้อมสำนวน
เออกระนั้นฉันแลช่างแก้ตัว,9,word straddles a beat boundary,เออกระนั้น,ฉันแล,ช่างแก้ตัว
