wak,syllables,flag,a,b,c
พระหัสไชยใจเหมือนฝีที่ระบม,10,10 syllables — likely shatter/miscount,พระหัสไชยใจเหมือนฝีที่ระบม,,
เข้าเกลียวกลมกลัดหนองจะพองพัง,10,10 syllables — likely shatter/miscount,เข้าเกลียวกลมกลัดหนองจะพองพัง,,
ดูสาวศรีที่เป็นเวรเกณฑ์ระวัง,10,10 syllables — likely shatter/miscount,ดูสาวศรีที่เป็นเวรเกณฑ์ระวัง,,
จะต้องเกี้ยวกันเหมือนสาวทุกคราวไป,10,10 syllables — likely shatter/miscount,จะต้องเกี้ยวกันเหมือนสาวทุกคราวไป,,
พอยามค่ำย่ำระฆังเสียงหงั่งเหง่ง,11,11 syllables — likely shatter/miscount,พอยามค่ำย่ำระฆังเสียงหงั่งเหง่ง,,
ทั้งอุปถัมภ์ล้ำเหลือช่วยเกื้อหนุน,9,word straddles a beat boundary,ทั้งอุปถัมภ์,ล้ำเหลือ,ช่วยเกื้อหนุน
ขอนอกราชการก่อนโปรดผ่อนผัน,9,word straddles a beat boundary,ขอนอกราชการ,ก่อน,โปรดผ่อนผัน
แม้เลิกทัพกลับเสด็จไปเขตคัน,10,10 syllables — likely shatter/miscount,แม้เลิกทัพกลับเสด็จไปเขตคัน,,
นึกเหมือนหึงหนึ่งเหมือนรักกันหนักหนา,11,11 syllables — likely shatter/miscount,นึกเหมือนหึงหนึ่งเหมือนรักกันหนักหนา,,
เปรียบเหมือนสักวาไปมิได้เล่น,9,word straddles a beat boundary,เปรียบเหมือนสักวา,ไป,มิได้เล่น
กลับเคลือบแคลงแกล้งตรัสประหัตประหาร,10,10 syllables — likely shatter/miscount,กลับเคลือบแคลงแกล้งตรัสประหัตประหาร,,
ไม่พูดจากว่าจะตายวายชีวิต,10,10 syllables — likely shatter/miscount,ไม่พูดจากว่าจะตายวายชีวิต,,
เหมือนเต่าใหญ่ไข่กลบให้ลบเลือน,10,10 syllables — likely shatter/miscount,เหมือนเต่าใหญ่ไข่กลบให้ลบเลือน,,
กระต่ายแก่แม่ปลาช่อนงอนไม่หาย,8,word straddles a beat boundary,กระต่ายแก่แม่ปลาช่อน,งอน,ไม่หาย
หยิบมาลีเลือกถวายมีหลายพรรณ,10,10 syllables — likely shatter/miscount,หยิบมาลีเลือกถวายมีหลายพรรณ,,
มาบนบรรจถรณ์ให้ใกล้พี่ยา,9,word straddles a beat boundary,มาบนบรรจถรณ์,ให้,ใกล้พี่ยา
ขอเป็นข้ากว่าชีวันจะบรรลัย,10,10 syllables — likely shatter/miscount,ขอเป็นข้ากว่าชีวันจะบรรลัย,,
จะซื่อสัตย์สุจริตไม่บิดผัน,9,4-syllable word not at วรรค edge,จะซื่อสัตย์สุจริตไม่บิดผัน,,
เหมือนแมลงภู่อยู่ที่พุ่มปทุมา,11,11 syllables — likely shatter/miscount,เหมือนแมลงภู่อยู่ที่พุ่มปทุมา,,
กลัวแต่ที่มีบุตรนั้นสุดกลัว,10,10 syllables — likely shatter/miscount,กลัวแต่ที่มีบุตรนั้นสุดกลัว,,
อย่าล้ำเหลือล่อเล่ห์เสนหา,7,"7 syllables — ambiguous, [3,2,2] is only a guess",อย่าล้ำเหลือ,ล่อเล่ห์,เสนหา
แรมนิราศห่างเหเสนหา,7,"7 syllables — ambiguous, [3,2,2] is only a guess",แรมนิราศ,ห่างเห,เสนหา
เข้าในห้องเห็นหน้ารำภาสะหรี,10,10 syllables — likely shatter/miscount,เข้าในห้องเห็นหน้ารำภาสะหรี,,
พลางแอบอุ้มจุมพิตสนิทถนอม,9,word straddles a beat boundary,พลางแอบอุ้ม,จุมพิตสนิท,ถนอม
จึงได้กลับมาหารำภาสะหรี,11,11 syllables — likely shatter/miscount,จึงได้กลับมาหารำภาสะหรี,,
จริงนะพระจะคิดสนิทถนอม,9,word straddles a beat boundary,จริงนะพระ,จะคิดสนิท,ถนอม
ว่าทิ้งขว้างห่างเหเสนหา,7,"7 syllables — ambiguous, [3,2,2] is only a guess",ว่าทิ้งขว้าง,ห่างเห,เสนหา
เมื่อจะกลับทัพไปไกลลังกา,9,word straddles a beat boundary,เมื่อจะกลับ,ทัพไป,ไกลลังกา
จึงผ่าเหล่าว่านเครือเหมือนเสือสิงห์,9,word straddles a beat boundary,จึงผ่าเหล่า,ว่านเครือเหมือน,เสือสิงห์
ไม่ยอมดีพี่ไม่ละดอกนะน้อง,10,10 syllables — likely shatter/miscount,ไม่ยอมดีพี่ไม่ละดอกนะน้อง,,
อัศจรรย์นั้นเหมือนเช่นเขาเล่นโขน,10,10 syllables — likely shatter/miscount,อัศจรรย์นั้นเหมือนเช่นเขาเล่นโขน,,
พระอวตารแผลงถูกเล่มลูกศร,9,word straddles a beat boundary,พระอวตาร,แผลงถูก,เล่มลูกศร
รำภาสะหรีศรีสุวรรณนั้นได้ชื่น,11,11 syllables — likely shatter/miscount,รำภาสะหรีศรีสุวรรณนั้นได้ชื่น,,
มาทางไกลไร้ทั้งเหล่าสาวสุรางค์,10,10 syllables — likely shatter/miscount,มาทางไกลไร้ทั้งเหล่าสาวสุรางค์,,
หม่อมฉันธุระจะทูลลาช้าไม่ได้,10,10 syllables — likely shatter/miscount,หม่อมฉันธุระจะทูลลาช้าไม่ได้,,
อัศจรรย์นั้นเหมือนอย่างช้างเป็นบ้า,10,10 syllables — likely shatter/miscount,อัศจรรย์นั้นเหมือนอย่างช้างเป็นบ้า,,
