wak,syllables,flag,a,b,c
ขอเชิญนุชสุดสวาทไปราชรถ,10,10 syllables — likely shatter/miscount,ขอเชิญนุชสุดสวาทไปราชรถ,,
แล้วจะได้แต่งทหารมาราญรอน,10,10 syllables — likely shatter/miscount,แล้วจะได้แต่งทหารมาราญรอน,,
เหน็บกระบี่มีหอกซัดข้างอัสดร,10,10 syllables — likely shatter/miscount,เหน็บกระบี่มีหอกซัดข้างอัสดร,,
สุดจะช่วยด้วยทัพอัปรา,7,"7 syllables — ambiguous, [3,2,2] is only a guess",สุดจะช่วย,ด้วยทัพ,อัปรา
เขม้นมุ่งมรรคาพฤกษาไสว,9,word straddles a beat boundary,เขม้นมุ่ง,มรรคาพฤกษา,ไสว
เมื่อเป่าปี่เยาวมาลย์มาเหมือนใจ,10,10 syllables — likely shatter/miscount,เมื่อเป่าปี่เยาวมาลย์มาเหมือนใจ,,
เสนหาอาวรณ์ร้อนรำคาญ,7,"7 syllables — ambiguous, [3,2,2] is only a guess",เสนหาอา,วรณ์ร้อน,รำคาญ
แม้นมาใกล้เหมือนเมื่อกี้แล้วมิฟัง,10,10 syllables — likely shatter/miscount,แม้นมาใกล้เหมือนเมื่อกี้แล้วมิฟัง,,
ละล่ำละลักเหลียวแลชะแง้หา,10,10 syllables — likely shatter/miscount,ละล่ำละลักเหลียวแลชะแง้หา,,
เป็นสำเร็จเสร็จศึกเหมือนนึกไว้,9,word straddles a beat boundary,เป็นสำเร็จ,เสร็จศึกเหมือน,นึกไว้
อุตลุดล้มคว่ำคะมำหงาย,7,"word straddles a beat boundary; 7 syllables — ambiguous, [3,2,2] is only a guess",อุตลุด,ล้มคว่ำคะมำหงาย,
ต่างวุ่นวายวิ่งพัลวันไป,8,word straddles a beat boundary,ต่างวุ่นวาย,วิ่งพัลวัน,ไป
ด้วยคนวิ่งไปแต่ตัวกลัวอาสัญ,10,10 syllables — likely shatter/miscount,ด้วยคนวิ่งไปแต่ตัวกลัวอาสัญ,,
เหมือนเข้าช่องสมหมายไม่หน่ายหนี,10,10 syllables — likely shatter/miscount,เหมือนเข้าช่องสมหมายไม่หน่ายหนี,,
เห็นร้ายสุดเสียกว่าเสือเหลือแล้วหลาน,10,10 syllables — likely shatter/miscount,เห็นร้ายสุดเสียกว่าเสือเหลือแล้วหลาน,,
เจ้าช่างว่าเหมือนสตรีไม่มีมือ,10,10 syllables — likely shatter/miscount,เจ้าช่างว่าเหมือนสตรีไม่มีมือ,,
มีฝีมือเหมือนหนึ่งชายเป็นนายทัพ,10,10 syllables — likely shatter/miscount,มีฝีมือเหมือนหนึ่งชายเป็นนายทัพ,,
ทำเหมือนเจ้าเข้าไปไล่เอาไฟจุด,10,10 syllables — likely shatter/miscount,ทำเหมือนเจ้าเข้าไปไล่เอาไฟจุด,,
เราชิงชัยไม่ชนะกลัวจะแพ้,10,10 syllables — likely shatter/miscount,เราชิงชัยไม่ชนะกลัวจะแพ้,,
จึงเกี้ยวแก้การศึกเหมือนนึกหมาย,9,word straddles a beat boundary,จึงเกี้ยวแก้,การศึกเหมือน,นึกหมาย
แต่รอดตายเหมือนกระนี้เป็นดีนัก,10,10 syllables — likely shatter/miscount,แต่รอดตายเหมือนกระนี้เป็นดีนัก,,
ครั้นรุ่งรางสว่างแสงพระสุริยา,10,10 syllables — likely shatter/miscount,ครั้นรุ่งรางสว่างแสงพระสุริยา,,
เคยพร้อมพรักนักสนมกรมใน,8,word straddles a beat boundary,เคยพร้อมพรัก,นักสนม,กรมใน
นางนึกนึกแล้วสะอึกสะอื้นไห้,9,4-syllable word not at วรรค edge,นางนึกนึกแล้วสะอึกสะอื้นไห้,,
พระชลนัยน์พรั่งพรายทั้งซ้ายขวา,9,word straddles a beat boundary,พระชลนัยน์,พรั่งพราย,ทั้งซ้ายขวา
ให้อัสดรกินน้ำค่อยสำราญ,9,word straddles a beat boundary,ให้อัสดร,กินน้ำ,ค่อยสำราญ
แม้นม้าล้มแล้วเหมือนกายเราวายปราณ,10,10 syllables — likely shatter/miscount,แม้นม้าล้มแล้วเหมือนกายเราวายปราณ,,
จึงเสี่ยงสัตย์อธิษฐานถึงบุญญา,10,10 syllables — likely shatter/miscount,จึงเสี่ยงสัตย์อธิษฐานถึงบุญญา,,
เดชะผลปรนนิบัติจังหวัดทวีป,10,10 syllables — likely shatter/miscount,เดชะผลปรนนิบัติจังหวัดทวีป,,
แม้ข้านี้มิได้คงดำรงทวีป,10,10 syllables — likely shatter/miscount,แม้ข้านี้มิได้คงดำรงทวีป,,
ให้มาเหมือนใจจิตที่คิดหมาย,9,word straddles a beat boundary,ให้มาเหมือน,ใจจิต,ที่คิดหมาย
ค่ำวันนี้เราจะนอนชะง่อนไศล,10,10 syllables — likely shatter/miscount,ค่ำวันนี้เราจะนอนชะง่อนไศล,,
พระนุชนางนึกสมอารมณ์หมาย,9,word straddles a beat boundary,พระนุชนาง,นึกสม,อารมณ์หมาย
ระทวยกายกัมปนาทหวาดวิญญาณ์,10,10 syllables — likely shatter/miscount,ระทวยกายกัมปนาทหวาดวิญญาณ์,,
เสียงแหร่แหร่แม่ม่ายลองไนร้อง,10,10 syllables — likely shatter/miscount,เสียงแหร่แหร่แม่ม่ายลองไนร้อง,,
สะอื้นอ้อนอ่อนอารมณ์ไม่สมประดี,10,10 syllables — likely shatter/miscount,สะอื้นอ้อนอ่อนอารมณ์ไม่สมประดี,,
ฝ่ายอารักษ์ศักดิ์สิทธิ์สถิตสถาน,9,word straddles a beat boundary,ฝ่ายอารักษ์,ศักดิ์สิทธิ์สถิต,สถาน
ลูกนั้นหรือชื่อว่านมพระธรณี,10,10 syllables — likely shatter/miscount,ลูกนั้นหรือชื่อว่านมพระธรณี,,
ถึงพันปีผุดขึ้นเหมือนปืนดัง,9,word straddles a beat boundary,ถึงพันปี,ผุดขึ้นเหมือน,ปืนดัง
ให้อยู่เฝ้าเขาอังกาศขาดครึ่งซีก,10,10 syllables — likely shatter/miscount,ให้อยู่เฝ้าเขาอังกาศขาดครึ่งซีก,,
จึงหยิบเอาถันสุธาออกมาฝาน,10,10 syllables — likely shatter/miscount,จึงหยิบเอาถันสุธาออกมาฝาน,,
ฝ่ายเทวัญครั้นสดับที่กลับถาม,10,10 syllables — likely shatter/miscount,ฝ่ายเทวัญครั้นสดับที่กลับถาม,,
ต้อนตวาดเสือสิงห์มหิงสา,9,word straddles a beat boundary,ต้อนตวาด,เสือสิงห์มหิ,งสา
โอ้จากนกตกมาอยู่ป่าสูง,9,word straddles a beat boundary,โอ้จากนก,ตกมา,อยู่ป่าสูง
เคยชมสวนล้วนแต่สรรทุกพรรณไม้,11,11 syllables — likely shatter/miscount,เคยชมสวนล้วนแต่สรรทุกพรรณไม้,,
จะกลับกล่าวชาวบ้านสิกคารนำ,11,11 syllables — likely shatter/miscount,จะกลับกล่าวชาวบ้านสิกคารนำ,,
ปรีชาชาญชาวอรัญสรรเสริญ,8,word straddles a beat boundary,ปรีชาชาญ,ชาวอรัญ,สรรเสริญ
ประมาณมากเหมือนคณะพระฤๅษี,10,10 syllables — likely shatter/miscount,ประมาณมากเหมือนคณะพระฤๅษี,,
คนทั้งนั้นวันอาทิตย์เป็นอิสระ,10,10 syllables — likely shatter/miscount,คนทั้งนั้นวันอาทิตย์เป็นอิสระ,,
ได้อาศัยในแผ่นดินทำกินสบาย,10,10 syllables — likely shatter/miscount,ได้อาศัยในแผ่นดินทำกินสบาย,,
ทั้งอยากเห็นเช่นเขาว่ามหากษัตริย์,10,10 syllables — likely shatter/miscount,ทั้งอยากเห็นเช่นเขาว่ามหากษัตริย์,,
จนจวนใกล้สนธยากลับมาเรือน,10,10 syllables — likely shatter/miscount,จนจวนใกล้สนธยากลับมาเรือน,,
ฝ่ายโฉมยงองค์ละเวงวัณฬาสมร,10,10 syllables — likely shatter/miscount,ฝ่ายโฉมยงองค์ละเวงวัณฬาสมร,,
มีรอยคนปนเกวียนเดีษรดาษ,10,10 syllables — likely shatter/miscount,มีรอยคนปนเกวียนเดีษรดาษ,,
จะเที่ยวปล้นคนกินเหมือนสิ้นแกน,9,word straddles a beat boundary,จะเที่ยวปล้น,คนกินเหมือน,สิ้นแกน
แล้วเลี้ยวกลับขับม้าจะล่าหนี,9,word straddles a beat boundary,แล้วเลี้ยวกลับ,ขับม้า,จะล่าหนี
คิดกำจัดเจ้าผลึกให้ศึกสงบ,10,10 syllables — likely shatter/miscount,คิดกำจัดเจ้าผลึกให้ศึกสงบ,,
ฝ่ายผู้เฒ่าชาวป่าสิกคารนำ,10,10 syllables — likely shatter/miscount,ฝ่ายผู้เฒ่าชาวป่าสิกคารนำ,,
ให้พระองค์คงเสวยเศวตฉัตร,10,10 syllables — likely shatter/miscount,ให้พระองค์คงเสวยเศวตฉัตร,,
จะได้รอดกลับไปที่ไอศวรรย์,10,10 syllables — likely shatter/miscount,จะได้รอดกลับไปที่ไอศวรรย์,,
จะมีอันตรายบ้างหรืออย่างไร,9,word straddles a beat boundary,จะมีอันตราย,บ้าง,หรืออย่างไร
รักษาตัวกลัวอาญาต้องคลาไคล,10,10 syllables — likely shatter/miscount,รักษาตัวกลัวอาญาต้องคลาไคล,,
ก็ผิดธรรมดาหญิงสิ่งสงสัย,9,4-syllable word not at วรรค edge,ก็ผิดธรรมดาหญิงสิ่งสงสัย,,
หรือว่าจะจรจากกุฎีไปที่ใด,10,10 syllables — likely shatter/miscount,หรือว่าจะจรจากกุฎีไปที่ใด,,
ถือเครื่องมัจฉะมังสาผลาผล,8,word straddles a beat boundary,ถือเครื่องมัจฉะ,มัง,สาผลาผล
มาพร้อมกันอัญชลีนีรมล,10,10 syllables — likely shatter/miscount,มาพร้อมกันอัญชลีนีรมล,,
รู้รับสั่งสนทนาอัชฌาสัย,9,4-syllable word not at วรรค edge,รู้รับสั่งสนทนาอัชฌาสัย,,
เป็นชาวป่าถ้าจะคิดในกิจการ,10,10 syllables — likely shatter/miscount,เป็นชาวป่าถ้าจะคิดในกิจการ,,
สุดจะหาให้เหมือนท่านที่บ้านนี้,10,10 syllables — likely shatter/miscount,สุดจะหาให้เหมือนท่านที่บ้านนี้,,
ข้าเหมือนอูฐหรือจะไปเป็นไกรสร,10,10 syllables — likely shatter/miscount,ข้าเหมือนอูฐหรือจะไปเป็นไกรสร,,
ทั้งหญิงชายหมายพระแม่เหมือนมารดา,10,10 syllables — likely shatter/miscount,ทั้งหญิงชายหมายพระแม่เหมือนมารดา,,
ขอเป็นข้ากว่าชีวาจะวายวาง,10,10 syllables — likely shatter/miscount,ขอเป็นข้ากว่าชีวาจะวายวาง,,
จะคอยท่ากว่าพระจะจรลี,10,10 syllables — likely shatter/miscount,จะคอยท่ากว่าพระจะจรลี,,
ถือพระสังฆราชผู้บาทหลวง,8,word straddles a beat boundary,ถือพระสังฆ,ราช,ผู้บาทหลวง
จะไปช่วงชิงรู้เหมือนดูเบา,9,word straddles a beat boundary,จะไปช่วง,ชิงรู้เหมือน,ดูเบา
เมื่อยามดีมิได้พึ่งครั้นถึงยาก,10,10 syllables — likely shatter/miscount,เมื่อยามดีมิได้พึ่งครั้นถึงยาก,,
เหมือนชุบช่วยชูชาติพระศาสนา,10,10 syllables — likely shatter/miscount,เหมือนชุบช่วยชูชาติพระศาสนา,,
พูดถูกจิตคิดระคายซังตายสนอง,10,10 syllables — likely shatter/miscount,พูดถูกจิตคิดระคายซังตายสนอง,,
จนศึกกลับข้ามคุ้งถึงกรุงศรี,9,word straddles a beat boundary,จนศึกกลับ,ข้ามคุ้ง,ถึงกรุงศรี
ฤทธิรุทรแรงร้ายกายสิทธิ์,10,10 syllables — likely shatter/miscount,ฤทธิรุทรแรงร้ายกายสิทธิ์,,
แม้ศึกเสือเหลือขนาดจึงอาตมา,10,10 syllables — likely shatter/miscount,แม้ศึกเสือเหลือขนาดจึงอาตมา,,
จะขอเลี้ยงเคียงชิดเหมือนธิดา,9,word straddles a beat boundary,จะขอเลี้ยง,เคียงชิดเหมือน,ธิดา
จงโปรดปรานีให้เหมือนใจปอง,9,word straddles a beat boundary,จงโปรดปรา,นีให้เหมือน,ใจปอง
ให้สิ้นสุดสอนสั่งเหมือนดังหลาน,9,word straddles a beat boundary,ให้สิ้นสุด,สอนสั่งเหมือน,ดังหลาน
กลการลึกล้ำที่สำคัญ,7,"7 syllables — ambiguous, [3,2,2] is only a guess",กลการลึก,ล้ำที่,สำคัญ
เทียมม้าหกคู่ชักเหมือนจักรหัน,9,word straddles a beat boundary,เทียมม้าหก,คู่ชักเหมือน,จักรหัน
เชิญเสด็จกลับรักษาอาณาจักร,10,10 syllables — likely shatter/miscount,เชิญเสด็จกลับรักษาอาณาจักร,,
นางโฉมยงทรงรถกระจกระจ่าง,10,10 syllables — likely shatter/miscount,นางโฉมยงทรงรถกระจกระจ่าง,,
ไม่เห็นมีเหมือนทุกแห่งให้แคลงใจ,10,10 syllables — likely shatter/miscount,ไม่เห็นมีเหมือนทุกแห่งให้แคลงใจ,,
