wak,syllables,flag,a,b,c
ฝ่ายเสาวคนธ์มณฑายุพาพาล,9,word straddles a beat boundary,ฝ่ายเสาวคนธ์,มณฑา,ยุพาพาล
เมื่อแรกเริ่มเดิมจะกลับเป็นมนุษย์,10,10 syllables — likely shatter/miscount,เมื่อแรกเริ่มเดิมจะกลับเป็นมนุษย์,,
แล้วกลับไปอยู่ในถ้ำค่อยสำราญ,10,10 syllables — likely shatter/miscount,แล้วกลับไปอยู่ในถ้ำค่อยสำราญ,,
จึ่งตั้งจิตอธิษฐานการกุศล,10,10 syllables — likely shatter/miscount,จึ่งตั้งจิตอธิษฐานการกุศล,,
แม้นสิ้นชนม์อย่าให้เกิดเป็นเดรัจฉาน,10,10 syllables — likely shatter/miscount,แม้นสิ้นชนม์อย่าให้เกิดเป็นเดรัจฉาน,,
ด้วยอำนาจศีลสัตย์วัจนัง,7,"7 syllables — ambiguous, [3,2,2] is only a guess",ด้วยอำนาจ,ศีลสัตย์,วัจนัง
ได้อุปถัมภ์ค้ำจุนเพราะบุญแม่,9,word straddles a beat boundary,ได้อุปถัมภ์,ค้ำจุน,เพราะบุญแม่
ขอพึ่งพากว่าชีวาจะม้วยมรณ์,10,10 syllables — likely shatter/miscount,ขอพึ่งพากว่าชีวาจะม้วยมรณ์,,
พระภควันต์บรรพชาในนาคี,10,10 syllables — likely shatter/miscount,พระภควันต์บรรพชาในนาคี,,
ถึงกลับเพศเป็นมนุษย์ต้องหยุดยั้ง,10,10 syllables — likely shatter/miscount,ถึงกลับเพศเป็นมนุษย์ต้องหยุดยั้ง,,
พาให้โซย่อยยับอัปรา,7,"7 syllables — ambiguous, [3,2,2] is only a guess",พาให้โซ,ย่อยยับ,อัปรา
เหมือนกงเกวียนกำเกวียนต้องเวียนไป,11,11 syllables — likely shatter/miscount,เหมือนกงเกวียนกำเกวียนต้องเวียนไป,,
บังคมกราบพระมุนินทร์ไปถิ่นที่,10,10 syllables — likely shatter/miscount,บังคมกราบพระมุนินทร์ไปถิ่นที่,,
จะลีลาศกลับลำเนาเขาไศล,10,10 syllables — likely shatter/miscount,จะลีลาศกลับลำเนาเขาไศล,,
พลางขับราชรถพลันรีบผันผาย,9,word straddles a beat boundary,พลางขับราชรถ,พลัน,รีบผันผาย
เข้าดงแดนแสนสุขสนุกสบาย,9,word straddles a beat boundary,เข้าดงแดน,แสนสุขสนุก,สบาย
สู่อาศรมหน้าบรรณศาลา,7,"7 syllables — ambiguous, [3,2,2] is only a guess",สู่อาศรม,หน้าบรรณ,ศาลา
เสด็จลีลาศกลับวังสั่งมหา,10,10 syllables — likely shatter/miscount,เสด็จลีลาศกลับวังสั่งมหา,,
มาอัญชุลีอัยยิกามาอยู่วัง,10,10 syllables — likely shatter/miscount,มาอัญชุลีอัยยิกามาอยู่วัง,,
เจ้าจังหวัดจรจรัลรีบผันผาย,10,10 syllables — likely shatter/miscount,เจ้าจังหวัดจรจรัลรีบผันผาย,,
ไม่จากจรผุดพัลวันไป,8,word straddles a beat boundary,ไม่จากจร,ผุดพัลวัน,ไป
เหล่าปลาวาฬวาฬวนขึ้นพ่นไพร,9,word straddles a beat boundary,เหล่าปลาวาฬ,วาฬวน,ขึ้นพ่นไพร
ล้วนใหญ่ใหญ่โตล่ำกว่าลำเรือ,9,word straddles a beat boundary,ล้วนใหญ่ใหญ่,โตล่ำกว่า,ลำเรือ
หน้าเป็นหมีสีเหมือนครามว่ายตามเรือ,10,10 syllables — likely shatter/miscount,หน้าเป็นหมีสีเหมือนครามว่ายตามเรือ,,
จะพรรณนาในฉแวกระแสชล,10,10 syllables — likely shatter/miscount,จะพรรณนาในฉแวกระแสชล,,
กษัตริย์ศักดิ์แสนโสมนัสา,7,"7 syllables — ambiguous, [3,2,2] is only a guess",กษัตริย์ศักดิ์,แสนโส,มนัส
พระทรงภุชสุดสาครถาวรสวัสดิ์,10,10 syllables — likely shatter/miscount,พระทรงภุชสุดสาครถาวรสวัสดิ์,,
นางโอภาปราศรัยด้วยไทท้าว,9,4-syllable word not at วรรค edge,นางโอภาปราศรัยด้วยไทท้าว,,
จอมกษัตริย์สนองอรรถแล้วอภิวันท์,10,10 syllables — likely shatter/miscount,จอมกษัตริย์สนองอรรถแล้วอภิวันท์,,
ขึ้นสี่ค่ำนามวันพฤหัสบดี,11,11 syllables — likely shatter/miscount,ขึ้นสี่ค่ำนามวันพฤหัสบดี,,
ขึ้นไพชยนต์ปราสาททองอันผ่องใส,10,10 syllables — likely shatter/miscount,ขึ้นไพชยนต์ปราสาททองอันผ่องใส,,
มาสั่งการโดยกิจสนิทสนอง,9,word straddles a beat boundary,มาสั่งการ,โดยกิจสนิท,สนอง
พร้อมบนไพชยนต์รัตน์ชัชวาล,9,word straddles a beat boundary,พร้อมบนไพช,ยนต์รัตน์,ชัชวาล
ฝ่ายกษัตริย์สุดสาครถาวรสวัสดิ์,10,10 syllables — likely shatter/miscount,ฝ่ายกษัตริย์สุดสาครถาวรสวัสดิ์,,
ไปโดยกิจให้เขาสมอารมณ์ประสงค์,10,10 syllables — likely shatter/miscount,ไปโดยกิจให้เขาสมอารมณ์ประสงค์,,
กับรถทรงองค์ดาบสินี,7,"7 syllables — ambiguous, [3,2,2] is only a guess",กับรถทรง,องค์ดาบ,สินี
บ้างเสร็จใส่จานชามเหมือนตามเคย,9,word straddles a beat boundary,บ้างเสร็จใส่,จานชามเหมือน,ตามเคย
เสพย์ผลไม้เผือกมันด้วยกันสิ้น,9,word straddles a beat boundary,เสพย์ผลไม้,เผือกมัน,ด้วยกันสิ้น
สำเร็จกิจจากบรรณศาลา,7,"7 syllables — ambiguous, [3,2,2] is only a guess",สำเร็จกิจ,จากบรรณ,ศาลา
ชะโงกชะง่อนเนินผาศิลาไศล,10,10 syllables — likely shatter/miscount,ชะโงกชะง่อนเนินผาศิลาไศล,,
จะว่าข้างลังกามหาสถาน,9,word straddles a beat boundary,จะว่าข้าง,ลังกามหา,สถาน
นิเวศน์ใครไปถึงเหมือนหนึ่งคิด,9,word straddles a beat boundary,นิเวศน์ใคร,ไปถึงเหมือน,หนึ่งคิด
