wak,syllables,flag,a,b,c
ไม่มีข้าศึกศัตรูแต่บูราณ,10,10 syllables — likely shatter/miscount,ไม่มีข้าศึกศัตรูแต่บูราณ,,
จึ่งตรัสว่าถ้ากระนั้นจงรีบไป,10,10 syllables — likely shatter/miscount,จึ่งตรัสว่าถ้ากระนั้นจงรีบไป,,
ในนครินทร์เวียงวังเกาะลังกา,9,word straddles a beat boundary,ในนครินทร์,เวียงวัง,เกาะลังกา
ฝ่ายพระปิ่นกษัตราเมืองวายุภักษ์,10,10 syllables — likely shatter/miscount,ฝ่ายพระปิ่นกษัตราเมืองวายุภักษ์,,
เดินไปหาอาจารย์ใหญ่ดั่งใจถวิล,10,10 syllables — likely shatter/miscount,เดินไปหาอาจารย์ใหญ่ดั่งใจถวิล,,
เหมือนหอกสอดเข้ามาแยงแทงรูหู,10,10 syllables — likely shatter/miscount,เหมือนหอกสอดเข้ามาแยงแทงรูหู,,
ไยมิขู่ให้มันกลัวหัวไถล,10,10 syllables — likely shatter/miscount,ไยมิขู่ให้มันกลัวหัวไถล,,
มีสังฆราชเป็นที่ครูผู้สั่งสอน,10,10 syllables — likely shatter/miscount,มีสังฆราชเป็นที่ครูผู้สั่งสอน,,
ประจามิตรก็จะกลัวทั่วทิศา,10,10 syllables — likely shatter/miscount,ประจามิตรก็จะกลัวทั่วทิศา,,
ทั้งจะได้กุศลผลผลา,7,"7 syllables — ambiguous, [3,2,2] is only a guess",ทั้งจะได้,กุศล,ผลผลา
เป็นที่ตั้งศาสนาเหมือนมาเดิม,10,10 syllables — likely shatter/miscount,เป็นที่ตั้งศาสนาเหมือนมาเดิม,,
เห็นสิ้นเคราะห์แล้วหนะกูมีผู้หนุน,10,10 syllables — likely shatter/miscount,เห็นสิ้นเคราะห์แล้วหนะกูมีผู้หนุน,,
กลับไปวัดชื่นชมด้วยสมหมาย,10,10 syllables — likely shatter/miscount,กลับไปวัดชื่นชมด้วยสมหมาย,,
เข้าที่ไหนได้ที่นั่นดั่งพรรณนา,10,10 syllables — likely shatter/miscount,เข้าที่ไหนได้ที่นั่นดั่งพรรณนา,,
ไม่ต้องยากแก่พหลพลไพร่,8,word straddles a beat boundary,ไม่ต้องยาก,แก่พหล,พลไพร่
พูดด้วนด้วนเขาจะกลัวตัวมึงไย,10,10 syllables — likely shatter/miscount,พูดด้วนด้วนเขาจะกลัวตัวมึงไย,,
อ้ายเสนาก็คงกลัวหนังหัวพอง,10,10 syllables — likely shatter/miscount,อ้ายเสนาก็คงกลัวหนังหัวพอง,,
แกพรรณนาว่าไปตามใจคิด,9,word straddles a beat boundary,แกพรรณนา,ว่าไป,ตามใจคิด
แต่ต้องทนให้แกด่าเหมือนข้าครอก,10,10 syllables — likely shatter/miscount,แต่ต้องทนให้แกด่าเหมือนข้าครอก,,
เรือแวดล้อมล้วนบรรดาชวาฉวี,10,10 syllables — likely shatter/miscount,เรือแวดล้อมล้วนบรรดาชวาฉวี,,
จะกลับกล่าวเจ้าพาราวายุภักษ์,10,10 syllables — likely shatter/miscount,จะกลับกล่าวเจ้าพาราวายุภักษ์,,
จะทำให้วารินกระสินธุ์สมุทร,10,10 syllables — likely shatter/miscount,จะทำให้วารินกระสินธุ์สมุทร,,
พระทรงฟังสังรเสริญครูทั้งสี่,11,11 syllables — likely shatter/miscount,พระทรงฟังสังรเสริญครูทั้งสี่,,
ได้เดือนครึ่งถึงหน้าพาราสุหรัด,10,10 syllables — likely shatter/miscount,ได้เดือนครึ่งถึงหน้าพาราสุหรัด,,
กับนายมุลขุนสมุทรวุฒิไกร,10,10 syllables — likely shatter/miscount,กับนายมุลขุนสมุทรวุฒิไกร,,
ฝ่ายท่านพราหมณ์ผู้ประสิทธิ์ฤทธิเวท,10,10 syllables — likely shatter/miscount,ฝ่ายท่านพราหมณ์ผู้ประสิทธิ์ฤทธิเวท,,
ผู้วิเศษทั้งสี่พลีสรวง,7,"7 syllables — ambiguous, [3,2,2] is only a guess",ผู้วิเศษ,ทั้งสี่,พลีสรวง
สะเทือนท้องสาคโรชโลสินธุ์,10,10 syllables — likely shatter/miscount,สะเทือนท้องสาคโรชโลสินธุ์,,
แต่ร้อนเหมือนเปลวไฟในสายชล,9,word straddles a beat boundary,แต่ร้อนเหมือน,เปลวไฟ,ในสายชล
พร้อมกันหมดหน่อนาถราชหงส์,7,"7 syllables — ambiguous, [3,2,2] is only a guess",พร้อมกันหมด,หน่อนาถ,ราชหงส์
ขอเชิญเสด็จเสร็จไปในสันดอน,9,word straddles a beat boundary,ขอเชิญเสด็จ,เสร็จไป,ในสันดอน
แล้วมีพิษเรี่ยวแรงกว่าแสงไฟ,9,word straddles a beat boundary,แล้วมีพิษ,เรี่ยวแรงกว่า,แสงไฟ
พระทรงฟังสังรเสริญพราหมณ์ทั้งสี่,11,11 syllables — likely shatter/miscount,พระทรงฟังสังรเสริญพราหมณ์ทั้งสี่,,
ก็ยังไม่เคยเห็นเหมือนเช่นนี้,9,word straddles a beat boundary,ก็ยังไม่,เคยเห็นเหมือน,เช่นนี้
หยิบมาดูกูจะบอกให้ไปแก้,10,10 syllables — likely shatter/miscount,หยิบมาดูกูจะบอกให้ไปแก้,,
จนทินกรส่องสีรวีวรรณ,9,word straddles a beat boundary,จนทินกร,ส่องสี,รวีวรรณ
แกหยิบเอาหยูกยาสารพัน,10,10 syllables — likely shatter/miscount,แกหยิบเอาหยูกยาสารพัน,,
น้ำที่แข็งก็ยิ่งแดงเหมือนเพลิงลุก,10,10 syllables — likely shatter/miscount,น้ำที่แข็งก็ยิ่งแดงเหมือนเพลิงลุก,,
สิ้นหยูกยาที่เอาไปแก้ไม่ฟัง,10,10 syllables — likely shatter/miscount,สิ้นหยูกยาที่เอาไปแก้ไม่ฟัง,,
บาทหลวงว่าถ้ากระนั้นเอาปืนใหญ่,10,10 syllables — likely shatter/miscount,บาทหลวงว่าถ้ากระนั้นเอาปืนใหญ่,,
ไม่ไหวติงยิงเปล่าเหมือนเป่าเล่น,9,word straddles a beat boundary,ไม่ไหวติง,ยิงเปล่าเหมือน,เป่าเล่น
ทรงกัณฐัศว์เสด็จมาหน้าสิงขร,10,10 syllables — likely shatter/miscount,ทรงกัณฐัศว์เสด็จมาหน้าสิงขร,,
เรือชุมนุมกองทัพกลับนคร,9,word straddles a beat boundary,เรือชุมนุม,กองทัพกลับ,นคร
พระปิ่นปักอิศรามหาสถาน,10,10 syllables — likely shatter/miscount,พระปิ่นปักอิศรามหาสถาน,,
กลับสถานเปรมปราสถาวร,9,word straddles a beat boundary,กลับสถาน,เปรมปรา,สถาวร
เสด็จสำนักปราสาททองอันผ่องใส,10,10 syllables — likely shatter/miscount,เสด็จสำนักปราสาททองอันผ่องใส,,
กลับพาราจะตั้งงานการพิธี,10,10 syllables — likely shatter/miscount,กลับพาราจะตั้งงานการพิธี,,
ไปพาราข้าบาทเหมือนมาดหมาย,9,word straddles a beat boundary,ไปพารา,ข้าบาทเหมือน,มาดหมาย
พร้อมบรรดาของข้าวจะเอาไป,9,word straddles a beat boundary,พร้อมบรรดา,ของข้าวจะ,เอาไป
ประเสริฐศักดิ์ในประยูรสกูลหงส์,10,10 syllables — likely shatter/miscount,ประเสริฐศักดิ์ในประยูรสกูลหงส์,,
พระมารดรอย่าเป็นห่วงถึงดวงใจ,10,10 syllables — likely shatter/miscount,พระมารดรอย่าเป็นห่วงถึงดวงใจ,,
ลูกรักเหมือนเพื่อนชีวิตไม่คิดแหนง,10,10 syllables — likely shatter/miscount,ลูกรักเหมือนเพื่อนชีวิตไม่คิดแหนง,,
จงวัฒนาอิ่มเอมเกษมศานต์,9,word straddles a beat boundary,จงวัฒนา,อิ่มเอม,เกษมศานต์
จรจรัลออกที่นั่งสั่งให้หา,10,10 syllables — likely shatter/miscount,จรจรัลออกที่นั่งสั่งให้หา,,
กับพระราชยานทองอันผ่องศรี,9,word straddles a beat boundary,กับพระราชยาน,ทอง,อันผ่องศรี
สรวมชฎากลีบเพชรเสด็จดล,8,word straddles a beat boundary,สรวมชฎากลีบ,เพชร,เสด็จดล
มาพร้อมพรักคอยบพิตรสนิทสนอง,10,10 syllables — likely shatter/miscount,มาพร้อมพรักคอยบพิตรสนิทสนอง,,
ภัทวงศ์ทรงรถกับนุชนาฏ,7,"7 syllables — ambiguous, [3,2,2] is only a guess",ภัทวงศ์ทรง,รถกับ,นุชนาฏ
จงวัฒนาในตระกูลประยูรวงศ์,10,10 syllables — likely shatter/miscount,จงวัฒนาในตระกูลประยูรวงศ์,,
ฝ่ายพระจอมอิศรามหากษัตริย์,10,10 syllables — likely shatter/miscount,ฝ่ายพระจอมอิศรามหากษัตริย์,,
เธอส่งเสร็จแล้วเสด็จกลับพารา,10,10 syllables — likely shatter/miscount,เธอส่งเสร็จแล้วเสด็จกลับพารา,,
เป็นอุปราชฝ่ายหน้าให้ว่าขาน,9,word straddles a beat boundary,เป็นอุปราช,ฝ่ายหน้า,ให้ว่าขาน
เป็นเอกอัครเขยท้าวเจ้าสิงหล,9,word straddles a beat boundary,เป็นเอกอัคร,เขยท้าว,เจ้าสิงหล
