wak,syllables,flag,a,b,c
สอนประสิทธิ์ฤทธิเดชให้เวทมนตร์,10,10 syllables — likely shatter/miscount,สอนประสิทธิ์ฤทธิเดชให้เวทมนตร์,,
มันกลับกลบซบเสือกเกลือกเกศา,10,10 syllables — likely shatter/miscount,มันกลับกลบซบเสือกเกลือกเกศา,,
เข้าจิกผมก้มตัวกลัวศักดา,9,word straddles a beat boundary,เข้าจิกผม,ก้มตัวกลัว,ศักดา
ถึงตึกอยู่หน่อนาถเหมือนมาดหมาย,9,word straddles a beat boundary,ถึงตึกอยู่,หน่อนาถเหมือน,มาดหมาย
มันจะฉวยฉีกเนื้อเหมือนเสือหมี,9,word straddles a beat boundary,มันจะฉวย,ฉีกเนื้อเหมือน,เสือหมี
เราอยู่นี่แล้วเข้ามาเถิดอย่ากลัว,10,10 syllables — likely shatter/miscount,เราอยู่นี่แล้วเข้ามาเถิดอย่ากลัว,,
พวกขุนนางต่างขยับแล้วกลับถอย,10,10 syllables — likely shatter/miscount,พวกขุนนางต่างขยับแล้วกลับถอย,,
ยึดไว้หน่อยเถิดพ่อคุณพ่อทูนหัว,10,10 syllables — likely shatter/miscount,ยึดไว้หน่อยเถิดพ่อคุณพ่อทูนหัว,,
ขุนนางกลัวล้มลุกลงคลุกคลาน,9,word straddles a beat boundary,ขุนนางกลัว,ล้มลุก,ลงคลุกคลาน
ฝ่ายสุริยันนั้นจึงว่าวายุพัฒน์,10,10 syllables — likely shatter/miscount,ฝ่ายสุริยันนั้นจึงว่าวายุพัฒน์,,
จะปลูกฝังพระธิดาบัญชาไฉน,10,10 syllables — likely shatter/miscount,จะปลูกฝังพระธิดาบัญชาไฉน,,
เหมือนอย่างเคยเชยชมภิรมยา,10,10 syllables — likely shatter/miscount,เหมือนอย่างเคยเชยชมภิรมยา,,
ออกที่นั่งสั่งการภิเษกศรี,9,word straddles a beat boundary,ออกที่นั่ง,สั่งการภิเษก,ศรี
คนดูชมคมคายเหมือนนายโรง,9,word straddles a beat boundary,คนดูชม,คมคายเหมือน,นายโรง
บ้างร้องชะต๊ะโต๋งโหน่งหยิบโหย่งครัน,10,10 syllables — likely shatter/miscount,บ้างร้องชะต๊ะโต๋งโหน่งหยิบโหย่งครัน,,
ฝ่ายองค์อัครเทวีศรีสมร,9,word straddles a beat boundary,ฝ่ายองค์อัคร,เทวี,ศรีสมร
ประคองบุตรสุดสงวนนวลหง,8,word straddles a beat boundary,ประคองบุตร,สุดสงวน,นวลหง
พร้อมสุรางค์นางนาฏพระญาติวงศ์,9,word straddles a beat boundary,พร้อมสุรางค์,นางนาฏพระญาติ,วงศ์
อุ้มไปส่งโรงราชพิธี,8,word straddles a beat boundary,อุ้มไปส่ง,โรงราชพิธี,
มโหระทึกครึกครึ้มกระหึมโหม,11,11 syllables — likely shatter/miscount,มโหระทึกครึกครึ้มกระหึมโหม,,
ครั้นสำเร็จเสร็จภิเษกเอกฉัตร,9,word straddles a beat boundary,ครั้นสำเร็จ,เสร็จภิเษก,เอกฉัตร
ฝ่ายสุริยันนั้นอยู่ตึกช่วยฝึกยักษ์,10,10 syllables — likely shatter/miscount,ฝ่ายสุริยันนั้นอยู่ตึกช่วยฝึกยักษ์,,
ดูผิดรูปซูบผอมเหมือนตรอมตรม,9,word straddles a beat boundary,ดูผิดรูป,ซูบผอมเหมือน,ตรอมตรม
มาพลิกไพล่ได้นางเหมือนอย่างลิง,9,word straddles a beat boundary,มาพลิกไพล่,ได้นางเหมือน,อย่างลิง
ก็กลับไกลมิได้อยู่เป็นคู่ครอง,10,10 syllables — likely shatter/miscount,ก็กลับไกลมิได้อยู่เป็นคู่ครอง,,
จึ่งว่าฉันฟั่นเฟือนเหมือนมืดมน,9,word straddles a beat boundary,จึ่งว่าฉัน,ฟั่นเฟือนเหมือน,มืดมน
สุริยันครั้นเห็นรับกลับไปตึก,10,10 syllables — likely shatter/miscount,สุริยันครั้นเห็นรับกลับไปตึก,,
แต่แมงภู่รู้รสอตส่าห์แทรก,9,word straddles a beat boundary,แต่แมงภู่,รู้รสอตส่าห์,แทรก
กลับเป็นดีที่ถนอมเหมือนหอมหวาน,11,11 syllables — likely shatter/miscount,กลับเป็นดีที่ถนอมเหมือนหอมหวาน,,
ใครพบพานกล้ำกลืนกลับชื่นใจ,9,word straddles a beat boundary,ใครพบพาน,กล้ำกลืนกลับ,ชื่นใจ
เนื้อทรายสมันหมูหมีต้องสี่ตัว,9,word straddles a beat boundary,เนื้อทรายสมัน,หมูหมี,ต้องสี่ตัว
กระดูกกระเดี้ยวเคี้ยวหมดทั้งหางหัว,10,10 syllables — likely shatter/miscount,กระดูกกระเดี้ยวเคี้ยวหมดทั้งหางหัว,,
เดินปะปนคนทั้งหลายค่อยคลายกลัว,10,10 syllables — likely shatter/miscount,เดินปะปนคนทั้งหลายค่อยคลายกลัว,,
แกะรูปร่างนางผีเสื้อเหมือนเมื่อเห็น,10,10 syllables — likely shatter/miscount,แกะรูปร่างนางผีเสื้อเหมือนเมื่อเห็น,,
ไม่คลาดเคลื่อนเหมือนนางเหมือนอย่างเป็น,10,10 syllables — likely shatter/miscount,ไม่คลาดเคลื่อนเหมือนนางเหมือนอย่างเป็น,,
ไว้ยอดเช่นชื่อวัปะหามาลาทรง,10,10 syllables — likely shatter/miscount,ไว้ยอดเช่นชื่อวัปะหามาลาทรง,,
เหมือนเยื้องย่างอยู่ที่หินกระสินธุ์สมุทร,12,12 syllables — likely shatter/miscount,เหมือนเยื้องย่างอยู่ที่หินกระสินธุ์สมุทร,,
เป็นเงางอกออกด้วยจิตฤทธิรุทร,10,10 syllables — likely shatter/miscount,เป็นเงางอกออกด้วยจิตฤทธิรุทร,,
ท้าวกบิลอวยให้เหมือนใจปอง,9,word straddles a beat boundary,ท้าวกบิล,อวยให้เหมือน,ใจปอง
