wak,syllables,flag,a,b,c
กลัวพระพ่อจะเข้าหามารดาฉัน,10,10 syllables — likely shatter/miscount,กลัวพระพ่อจะเข้าหามารดาฉัน,,
ศรีสุวรรณทรงพระสรวลชวนเจรจา,10,10 syllables — likely shatter/miscount,ศรีสุวรรณทรงพระสรวลชวนเจรจา,,
กุมารชี้ว่าบิดรสุนทรแถลง,10,10 syllables — likely shatter/miscount,กุมารชี้ว่าบิดรสุนทรแถลง,,
ให้ปลอมแปลงแต่งกายเหมือนชายไพร่,9,word straddles a beat boundary,ให้ปลอมแปลง,แต่งกายเหมือน,ชายไพร่
เห็นแต่เหล่าสาวสุรางค์นางน้อยน้อย,10,10 syllables — likely shatter/miscount,เห็นแต่เหล่าสาวสุรางค์นางน้อยน้อย,,
สาวสุรางค์ทางชม้ายอายพระองค์,10,10 syllables — likely shatter/miscount,สาวสุรางค์ทางชม้ายอายพระองค์,,
มีตุ้งก่ามาระกู่เหมือนผู้ชาย,10,10 syllables — likely shatter/miscount,มีตุ้งก่ามาระกู่เหมือนผู้ชาย,,
เออมิผิดแล้วหรือมาอยู่กว่ายาม,10,10 syllables — likely shatter/miscount,เออมิผิดแล้วหรือมาอยู่กว่ายาม,,
กุมาราพากันกลับไปห้องแม่,10,10 syllables — likely shatter/miscount,กุมาราพากันกลับไปห้องแม่,,
เหมือนนายหมวดตรวจพหลพลรบ,9,word straddles a beat boundary,เหมือนนาย,หมวดตรวจพหล,พลรบ
เหมือนในเนื้อมิได้แหนงแคลงฤทัย,10,10 syllables — likely shatter/miscount,เหมือนในเนื้อมิได้แหนงแคลงฤทัย,,
ฝ่ายพระอภัยไล่ค้นเที่ยววนวก,9,word straddles a beat boundary,ฝ่ายพระอภัย,ไล่ค้น,เที่ยววนวก
เมื่อยพระเพลาเข้าในห้องหมองอารมณ์,10,10 syllables — likely shatter/miscount,เมื่อยพระเพลาเข้าในห้องหมองอารมณ์,,
อึกทึกทอดรายทั้งซ้ายขวา,7,"7 syllables — ambiguous, [3,2,2] is only a guess",อึกทึกทอด,รายทั้ง,ซ้ายขวา
