wak,syllables,flag,a,b,c
นางรำภาว่าอุเหม่อ้ายเดรฉาน,10,10 syllables — likely shatter/miscount,นางรำภาว่าอุเหม่อ้ายเดรฉาน,,
มากั้นกางขวางขัดสกัดสแกง,9,word straddles a beat boundary,มากั้นกาง,ขวางขัดสกัด,สแกง
พระชนนีชี้ขาดราชการ,9,word straddles a beat boundary,พระชนนี,ชี้ขาด,ราชการ
จะเกลื่อนกลบเกลี่ยไกล่เสียให้หาย,9,word straddles a beat boundary,จะเกลื่อนกลบ,เกลี่ยไกล่,เสียให้หาย
ล้อมหน้าหลังคั่งคับสลับสลอน,9,word straddles a beat boundary,ล้อมหน้าหลัง,คั่งคับสลับ,สลอน
ฉุดลากเหล่าชาวผลึกรมจักร,8,word straddles a beat boundary,ฉุดลากเหล่า,ชาวผลึก,รมจักร
ท้าวทศวงศ์นงลักษณ์อัคเรศ,9,word straddles a beat boundary,ท้าวทศวงศ์,นงลักษณ์อัค,เรศ
จะกลับไปให้เขาขังไว้ดังเก่า,10,10 syllables — likely shatter/miscount,จะกลับไปให้เขาขังไว้ดังเก่า,,
แล้วให้กลับขับรถเลี้ยวลดมา,9,word straddles a beat boundary,แล้วให้กลับ,ขับรถ,เลี้ยวลดมา
ให้สองท้าวสาวสนมรมจักร,8,word straddles a beat boundary,ให้สองท้าว,สาวสนม,รมจักร
อยู่ตึกจัตุรมุขเป็นสุขา,8,word straddles a beat boundary,อยู่ตึกจัตุรมุข,เป็น,สุขา
มิได้ขัดเคืองวิญญาณ์อัชฌาสัย,10,10 syllables — likely shatter/miscount,มิได้ขัดเคืองวิญญาณ์อัชฌาสัย,,
ลูกกลับไปเป็นศัตรูมาดูแคลน,10,10 syllables — likely shatter/miscount,ลูกกลับไปเป็นศัตรูมาดูแคลน,,
จะช่วยชุบอุปถัมภ์กลับทำแค้น,10,10 syllables — likely shatter/miscount,จะช่วยชุบอุปถัมภ์กลับทำแค้น,,
ถึงกุฎีขึ้นบันไดเข้าในประตู,10,10 syllables — likely shatter/miscount,ถึงกุฎีขึ้นบันไดเข้าในประตู,,
ช่างยุยงส่งเสริมให้เหิมฮึก,7,"word straddles a beat boundary; 7 syllables — ambiguous, [3,2,2] is only a guess",ช่างยุยงส่งเสริม,ให้,เหิมฮึก
เสียแรงเชื่อถือว่าเหมือนตาปู่,9,word straddles a beat boundary,เสียแรงเชื่อ,ถือว่าเหมือน,ตาปู่
ว่าปากบอนสอนสั่งมังคลา,7,"7 syllables — ambiguous, [3,2,2] is only a guess",ว่าปากบอน,สอนสั่ง,มังคลา
สอนให้รู้สารพัดกลับขัดใจ,10,10 syllables — likely shatter/miscount,สอนให้รู้สารพัดกลับขัดใจ,,
เที่ยวรบพุ่งกรุงผลึกรมจักร,8,word straddles a beat boundary,เที่ยวรบพุ่ง,กรุงผลึก,รมจักร
กับสร้อยสุวรรณจันทร์สุดาสุมาลี,10,10 syllables — likely shatter/miscount,กับสร้อยสุวรรณจันทร์สุดาสุมาลี,,
อ้ายมังคลาบ้าลำโพงโกงเหมือนแม่,10,10 syllables — likely shatter/miscount,อ้ายมังคลาบ้าลำโพงโกงเหมือนแม่,,
มันเอาแต่ตามอารมณ์ทำข่มเหง,10,10 syllables — likely shatter/miscount,มันเอาแต่ตามอารมณ์ทำข่มเหง,,
มึงมาหยาบหยามว่าเหมือนบ้าหลัง,9,word straddles a beat boundary,มึงมาหยาบ,หยามว่าเหมือน,บ้าหลัง
