wak,syllables,flag,a,b,c
ไม่หมายสองปองรักยศศักดิ์แสง,9,word straddles a beat boundary,ไม่หมายสอง,ปองรักยศศักดิ์,แสง
ว่าเก็บสาวซ่อนตัวเหมือนกลัวผี,10,10 syllables — likely shatter/miscount,ว่าเก็บสาวซ่อนตัวเหมือนกลัวผี,,
กลัวจะมิแม้นเหมือนเพื่อนชีวา,10,10 syllables — likely shatter/miscount,กลัวจะมิแม้นเหมือนเพื่อนชีวา,,
เจ้ากลับเห็นเป็นประชดกำสรดสะอื้น,11,11 syllables — likely shatter/miscount,เจ้ากลับเห็นเป็นประชดกำสรดสะอื้น,,
จะได้ขัณฑเสมาครองธานี,9,word straddles a beat boundary,จะได้ขัณฑ,เสมา,ครองธานี
พระเมตตาแม่นมั่นกระนั้นหรือ,9,word straddles a beat boundary,พระเมตตา,แม่นมั่นกระนั้น,หรือ
ถ้ากระนั้นวันรุ่งขึ้นพรุ่งนี้,9,word straddles a beat boundary,ถ้ากระนั้น,วันรุ่ง,ขึ้นพรุ่งนี้
กลัวจะรู้ถึงพ่อตาจะมาถอง,10,10 syllables — likely shatter/miscount,กลัวจะรู้ถึงพ่อตาจะมาถอง,,
เหมือนจะเคยเข็ดขยั้นพรั่นพ่อตา,10,10 syllables — likely shatter/miscount,เหมือนจะเคยเข็ดขยั้นพรั่นพ่อตา,,
ร้องเวยวายฟายน้ำตาเรียกข้าไท,11,11 syllables — likely shatter/miscount,ร้องเวยวายฟายน้ำตาเรียกข้าไท,,
นางกลับได้สมประดีค่อยมีมา,10,10 syllables — likely shatter/miscount,นางกลับได้สมประดีค่อยมีมา,,
นางบุญจารีมีปัญญาษมาบาป,10,10 syllables — likely shatter/miscount,นางบุญจารีมีปัญญาษมาบาป,,
เขาเสียดส่อว่าคุณพ่อมีลูกสาว,10,10 syllables — likely shatter/miscount,เขาเสียดส่อว่าคุณพ่อมีลูกสาว,,
ให้เหมือนหนึ่งพระกำเนิดบังเกิดหัว,10,10 syllables — likely shatter/miscount,ให้เหมือนหนึ่งพระกำเนิดบังเกิดหัว,,
จะส่งไปให้กับเขาเล่าก็กลัว,10,10 syllables — likely shatter/miscount,จะส่งไปให้กับเขาเล่าก็กลัว,,
นี่ห้องตึกนึกเหมือนทางกลางถนน,10,10 syllables — likely shatter/miscount,นี่ห้องตึกนึกเหมือนทางกลางถนน,,
มีผู้คนเหมือนไม่มีที่รักษา,10,10 syllables — likely shatter/miscount,มีผู้คนเหมือนไม่มีที่รักษา,,
ว่ารักใคร่ให้สัจปัฏิญาณ,7,"7 syllables — ambiguous, [3,2,2] is only a guess",ว่ารักใคร่,ให้สัจ,ปัฏิญาณ
คนมันเรียวเดี๋ยวนี้ตะกลีตะกลาม,10,10 syllables — likely shatter/miscount,คนมันเรียวเดี๋ยวนี้ตะกลีตะกลาม,,
เอะถูกรุกหรือถูกตีเจ้าพี่อา,10,10 syllables — likely shatter/miscount,เอะถูกรุกหรือถูกตีเจ้าพี่อา,,
ยังบิดเบือนเหมือนไม่เกรงกลัวพ่อตา,10,10 syllables — likely shatter/miscount,ยังบิดเบือนเหมือนไม่เกรงกลัวพ่อตา,,
ดังเทเวศนางฟ้าในราศี,7,"7 syllables — ambiguous, [3,2,2] is only a guess",ดังเทเวศ,นางฟ้าใน,ราศี
ต่างชมบุตรพูดซุบซิบพอดิบพอดี,10,10 syllables — likely shatter/miscount,ต่างชมบุตรพูดซุบซิบพอดิบพอดี,,
เศรษฐีนั่งฟังเขยเฉลยฉลาด,9,word straddles a beat boundary,เศรษฐีนั่ง,ฟังเขยเฉลย,ฉลาด
เรายกให้ไม่ขัดหัทยา,7,"7 syllables — ambiguous, [3,2,2] is only a guess",เรายกให้,ไม่ขัด,หัทยา
เที่ยวเก็บลูกสาวชาวบุรินทร์เขานินทา,10,10 syllables — likely shatter/miscount,เที่ยวเก็บลูกสาวชาวบุรินทร์เขานินทา,,
จะรอนราญรบพุ่งเหมือนมุ่งหมาย,9,word straddles a beat boundary,จะรอนราญ,รบพุ่งเหมือน,มุ่งหมาย
ทั้งกรมการศาลหลวงกระทรวงความ,9,word straddles a beat boundary,ทั้งกรมการ,ศาลหลวง,กระทรวงความ
แม้นไม่เชื่อเหลือห้ามแต่เจ้า,7,"7 syllables — ambiguous, [3,2,2] is only a guess",แม้นไม่เชื่อ,เหลือห้าม,แต่เจ้า
อันตัวเราเล่าเหมือนอย่างช้างตีนหลัง,10,10 syllables — likely shatter/miscount,อันตัวเราเล่าเหมือนอย่างช้างตีนหลัง,,
ฝ่ายคนสามสิบขอรับแล้วกลับไป,10,10 syllables — likely shatter/miscount,ฝ่ายคนสามสิบขอรับแล้วกลับไป,,
เหมือนราชรถเข้ามารับอย่ากลับกลัว,13,13 syllables — likely shatter/miscount,เหมือนราชรถเข้ามารับอย่ากลับกลัว,,
ครองไพร่ฟ้าข้าแผ่นดินสิ้นทั้งปวง,9,4-syllable word not at วรรค edge,ครองไพร่ฟ้าข้าแผ่นดินสิ้นทั้งปวง,,
หนึ่งคดีที่อาณาประชาราษฎร์,10,10 syllables — likely shatter/miscount,หนึ่งคดีที่อาณาประชาราษฎร์,,
ไม่รู้บุญคุณโทษกลับโกรธแค้น,9,word straddles a beat boundary,ไม่รู้บุญ,คุณโทษกลับ,โกรธแค้น
ส่งส่วยสาอากรสมพัตสรถวาย,10,10 syllables — likely shatter/miscount,ส่งส่วยสาอากรสมพัตสรถวาย,,
ค่าฤชาค่าเชิงเดินเผชิญพยาน,10,10 syllables — likely shatter/miscount,ค่าฤชาค่าเชิงเดินเผชิญพยาน,,
ที่รุ่นราวรูประหงจะส่งถวาย,10,10 syllables — likely shatter/miscount,ที่รุ่นราวรูประหงจะส่งถวาย,,
เหมือนชานหมากขากคายสลายไสล,10,10 syllables — likely shatter/miscount,เหมือนชานหมากขากคายสลายไสล,,
ทั้งถีบถองร้องอึงอึกทึก,7,"7 syllables — ambiguous, [3,2,2] is only a guess",ทั้งถีบถอง,ร้องอึง,อึกทึก
จะคอยรับรบพุ่งเหมือนมุ่งหมาย,9,word straddles a beat boundary,จะคอยรับ,รบพุ่งเหมือน,มุ่งหมาย
กับบ่าวไพร่ไปเป็นโจทก์กล่าวโทษทัณฑ์,10,10 syllables — likely shatter/miscount,กับบ่าวไพร่ไปเป็นโจทก์กล่าวโทษทัณฑ์,,
กล่าวทูลความตามโจทก์กล่าวโทษนาย,9,word straddles a beat boundary,กล่าวทูลความ,ตามโจทก์กล่าวโทษ,นาย
พวกจัตุสดมภ์กรมวังทั้งตำรวจ,11,11 syllables — likely shatter/miscount,พวกจัตุสดมภ์กรมวังทั้งตำรวจ,,
ฝ่ายเจนธนูรู้เหตุว่าเศรษฐี,9,word straddles a beat boundary,ฝ่ายเจนธนู,รู้เหตุ,ว่าเศรษฐี
ทั้งนายสำเภาเจ้าภาษีเศรษฐีด้วย,10,10 syllables — likely shatter/miscount,ทั้งนายสำเภาเจ้าภาษีเศรษฐีด้วย,,
ฝ่ายเจนธนูรู้มนต์ล่องหนขลัง,9,word straddles a beat boundary,ฝ่ายเจนธนู,รู้มนต์,ล่องหนขลัง
กองละร้อยรายไปเหมือนใจหวัง,9,word straddles a beat boundary,กองละร้อย,รายไปเหมือน,ใจหวัง
อย่าคิดอ่านอย่าอพยพหนี,7,"7 syllables — ambiguous, [3,2,2] is only a guess",อย่าคิดอ่าน,อย่าอพ,ยพหนี
อันสมบัติพัสถานประการใด,9,4-syllable word not at วรรค edge,อันสมบัติพัสถานประการใด,,
เป็นคนซื่อถือธรรมชาติมิตร,8,word straddles a beat boundary,เป็นคนซื่อ,ถือธรรมชาติ,มิตร
ที่รู้บททศธรรมเหมือนคำว่า,9,word straddles a beat boundary,ที่รู้บท,ทศธรรมเหมือน,คำว่า
ข้างเจนธนูครูก็มาหาเศรษฐี,10,10 syllables — likely shatter/miscount,ข้างเจนธนูครูก็มาหาเศรษฐี,,
อยู่วังในได้อภิเษกเป็นเอกองค์,10,10 syllables — likely shatter/miscount,อยู่วังในได้อภิเษกเป็นเอกองค์,,
สถลมารคราชวัติทั้งฉัตรธง,11,11 syllables — likely shatter/miscount,สถลมารคราชวัติทั้งฉัตรธง,,
ผ้าขาวดาดราชวัติริมรัถยา,10,10 syllables — likely shatter/miscount,ผ้าขาวดาดราชวัติริมรัถยา,,
กับเจนธนูอยู่ที่บ้านท่านเศรษฐี,10,10 syllables — likely shatter/miscount,กับเจนธนูอยู่ที่บ้านท่านเศรษฐี,,
ลูบสุคนธ์ปนกุหลาบซาบมังสา,10,10 syllables — likely shatter/miscount,ลูบสุคนธ์ปนกุหลาบซาบมังสา,,
ดูพระวลาหลงชะแง้ลืมแลนาง,10,10 syllables — likely shatter/miscount,ดูพระวลาหลงชะแง้ลืมแลนาง,,
บ้างดูแขกแปลกดูเหมือนผู้หญิง,8,word straddles a beat boundary,บ้างดูแขก,แปลกดูเหมือน,ผู้หญิง
เชิญพระองค์นงลักษณ์อัคเรศ,9,word straddles a beat boundary,เชิญพระองค์,นงลักษณ์อัค,เรศ
ก็กลับแปลงรูปเป็นสาวเกล้าเกศี,10,10 syllables — likely shatter/miscount,ก็กลับแปลงรูปเป็นสาวเกล้าเกศี,,
ตั้งเครื่องอานพานพระศรีพัดวีถวาย,10,10 syllables — likely shatter/miscount,ตั้งเครื่องอานพานพระศรีพัดวีถวาย,,
เหมือนจะเข้าคอยถวายไม่อายเหนียม,10,10 syllables — likely shatter/miscount,เหมือนจะเข้าคอยถวายไม่อายเหนียม,,
เป็นอุปราชนิเวศน์เรียกเชษฐา,9,word straddles a beat boundary,เป็นอุปราช,นิเวศน์,เรียกเชษฐา
ดูรูปร่างช่างเหมือนแขกแบกพระแสง,10,10 syllables — likely shatter/miscount,ดูรูปร่างช่างเหมือนแขกแบกพระแสง,,
หรือแกล้งแปลงมาเป็นหญิงมาชิงผัว,10,10 syllables — likely shatter/miscount,หรือแกล้งแปลงมาเป็นหญิงมาชิงผัว,,
มาอยู่วังตั้งเป็นหม่อมเหมือนปลอมแปลง,10,10 syllables — likely shatter/miscount,มาอยู่วังตั้งเป็นหม่อมเหมือนปลอมแปลง,,
ชื่อกรีกุนทุลเบาเบาพูดเท่านั้น,10,10 syllables — likely shatter/miscount,ชื่อกรีกุนทุลเบาเบาพูดเท่านั้น,,
ทำนองนางช่างผดุงบำรุงบำเรอ,10,10 syllables — likely shatter/miscount,ทำนองนางช่างผดุงบำรุงบำเรอ,,
อุประมาเหมือนมดดำกับน้ำตาล,10,10 syllables — likely shatter/miscount,อุประมาเหมือนมดดำกับน้ำตาล,,
ไม่เหมือนอย่างนางเธอเสมอสมาน,10,10 syllables — likely shatter/miscount,ไม่เหมือนอย่างนางเธอเสมอสมาน,,
เสมอสมรอ่อนอุ่นละมุนละไม,10,10 syllables — likely shatter/miscount,เสมอสมรอ่อนอุ่นละมุนละไม,,
เหมือนมาลัยแมลงภู่คู่เคล้าคลึง,10,10 syllables — likely shatter/miscount,เหมือนมาลัยแมลงภู่คู่เคล้าคลึง,,
เรียกสาวศรีที่สนิทมาคิดอ่าน,10,10 syllables — likely shatter/miscount,เรียกสาวศรีที่สนิทมาคิดอ่าน,,
มารุกรานพาลพาโลว่าโอหัง,10,10 syllables — likely shatter/miscount,มารุกรานพาลพาโลว่าโอหัง,,
ออกจากปรัศว์ไปกับเหล่านางสาวศรี,11,11 syllables — likely shatter/miscount,ออกจากปรัศว์ไปกับเหล่านางสาวศรี,,
เหมือนอย่างลิงยิงไม่ถูกลูกกระสุน,10,10 syllables — likely shatter/miscount,เหมือนอย่างลิงยิงไม่ถูกลูกกระสุน,,
ฮึกฮักหุนเห็นว่ากีดอยู่นิดเดียว,10,10 syllables — likely shatter/miscount,ฮึกฮักหุนเห็นว่ากีดอยู่นิดเดียว,,
กระทบกระเทียบเปรียบประชดช่างลดเลี้ยว,11,11 syllables — likely shatter/miscount,กระทบกระเทียบเปรียบประชดช่างลดเลี้ยว,,
ช่างรำมะก้าท่าทางเหมือนอย่างลิง,10,10 syllables — likely shatter/miscount,ช่างรำมะก้าท่าทางเหมือนอย่างลิง,,
ไม่มีเหล่าสาวสุรางค์เป็นอย่างไร,10,10 syllables — likely shatter/miscount,ไม่มีเหล่าสาวสุรางค์เป็นอย่างไร,,
มีธุระจะไปเฝ้าพระเสาวนีย์,10,10 syllables — likely shatter/miscount,มีธุระจะไปเฝ้าพระเสาวนีย์,,
นางบุญจารีกรีกุนง่วงงุนเหงา,10,10 syllables — likely shatter/miscount,นางบุญจารีกรีกุนง่วงงุนเหงา,,
หม่อมแม่ช่วยวอนคุณพ่อให้ขอโทษ,10,10 syllables — likely shatter/miscount,หม่อมแม่ช่วยวอนคุณพ่อให้ขอโทษ,,
แล้วให้เสมียนเขียนคำตามน้ำใจ,9,word straddles a beat boundary,แล้วให้เสมียน,เขียนคำ,ตามน้ำใจ
ไปเบื้องหน้าอย่าให้เป็นเหมือนเช่นนี้,10,10 syllables — likely shatter/miscount,ไปเบื้องหน้าอย่าให้เป็นเหมือนเช่นนี้,,
เรื่องราวพระชิณกาวันทาถวาย,10,10 syllables — likely shatter/miscount,เรื่องราวพระชิณกาวันทาถวาย,,
ด้วยพาราผาสุกสนุกสบาย,9,word straddles a beat boundary,ด้วยพารา,ผาสุกสนุก,สบาย
ขอจงโปรดไว้สักครั้งเหมือนสั่งสอน,10,10 syllables — likely shatter/miscount,ขอจงโปรดไว้สักครั้งเหมือนสั่งสอน,,
ก็รู้รับสารภาพที่หยาบหยาม,9,4-syllable word not at วรรค edge,ก็รู้รับสารภาพที่หยาบหยาม,,
พลอยรักใคร่ได้เป็นสุขสนุกสบาย,10,10 syllables — likely shatter/miscount,พลอยรักใคร่ได้เป็นสุขสนุกสบาย,,
กับเจนธนูคู่ชีวิตคิดอุบาย,10,10 syllables — likely shatter/miscount,กับเจนธนูคู่ชีวิตคิดอุบาย,,
