wak,syllables,flag,a,b,c
ถัดไปนั้นดาวจระเข้หัวเหลง,10,10 syllables — likely shatter/miscount,ถัดไปนั้นดาวจระเข้หัวเหลง,,
โน่นแน่ดาวเศวตฉัตรจำรัสศรี,10,10 syllables — likely shatter/miscount,โน่นแน่ดาวเศวตฉัตรจำรัสศรี,,
แม้นกษัตริย์เป็นสุขสนุกสบาย,9,word straddles a beat boundary,แม้นกษัตริย์,เป็นสุขสนุก,สบาย
มีเขี้ยวขาวแสงวับสลับสลอน,9,word straddles a beat boundary,มีเขี้ยวขาว,แสงวับสลับ,สลอน
ดูแม้นเหมือนกับมณีเปล่งสีแสง,9,word straddles a beat boundary,ดูแม้นเหมือนกับ,มณี,เปล่งสีแสง
จำถนัดดาวจระเข้ในเวหา,10,10 syllables — likely shatter/miscount,จำถนัดดาวจระเข้ในเวหา,,
จริงกระนั้นให้เหมือนว่าหนาแม่หนู,10,10 syllables — likely shatter/miscount,จริงกระนั้นให้เหมือนว่าหนาแม่หนู,,
พลางประคองต้องเต้าเยาวมิตร,7,"7 syllables — ambiguous, [3,2,2] is only a guess",พลางประคอง,ต้องเต้า,เยาวมิตร
บนบรรจถรณ์ท้ายบาหลีต่างปรีดิ์เปรม,10,10 syllables — likely shatter/miscount,บนบรรจถรณ์ท้ายบาหลีต่างปรีดิ์เปรม,,
พิลึกลั่นตลอดดงทั้งหงส์เหม,10,10 syllables — likely shatter/miscount,พิลึกลั่นตลอดดงทั้งหงส์เหม,,
สะท้านสะเทื้อนธาราโกลาหล,9,word straddles a beat boundary,สะท้านสะเทื้อน,ธารา,โกลาหล
โขยกขย่อนก้อนศิลาในสาชล,11,11 syllables — likely shatter/miscount,โขยกขย่อนก้อนศิลาในสาชล,,
อัศจรรย์ตั้งแต่มาก็กว่าร้อย,10,10 syllables — likely shatter/miscount,อัศจรรย์ตั้งแต่มาก็กว่าร้อย,,
ตั้งพิณพาทย์ฉิ่งกรับรับเสภา,9,word straddles a beat boundary,ตั้งพิณพาทย์,ฉิ่งกรับ,รับเสภา
พระยุรยาตรอ่าองค์สรงสนาน,9,word straddles a beat boundary,พระยุรยาตร,อ่าองค์,สรงสนาน
จอมนรินทร์จัดพหลพลไกร,8,word straddles a beat boundary,จอมนรินทร์,จัดพหล,พลไกร
ให้ยุรยาตรลงไปท่าชลาไหล,10,10 syllables — likely shatter/miscount,ให้ยุรยาตรลงไปท่าชลาไหล,,
รับเสด็จกับพหลพลไกร,8,word straddles a beat boundary,รับเสด็จ,กับพหล,พลไกร
ชวนเยาวมาลย์บุษบงอนงค์ใน,10,10 syllables — likely shatter/miscount,ชวนเยาวมาลย์บุษบงอนงค์ใน,,
ข้างโฉมนุชบุษบงอนงค์นาฏ,10,10 syllables — likely shatter/miscount,ข้างโฉมนุชบุษบงอนงค์นาฏ,,
เหมือนอย่างญาติในสกูลประยูรหงส์,11,11 syllables — likely shatter/miscount,เหมือนอย่างญาติในสกูลประยูรหงส์,,
เกิดศึกเสือเหนือใต้ในบุรินทร์,8,word straddles a beat boundary,เกิดศึกเสือเหนือใต้,ใน,บุรินทร์
พวกกัลยาใช้ประจำเหมือนตามเดิม,11,11 syllables — likely shatter/miscount,พวกกัลยาใช้ประจำเหมือนตามเดิม,,
มาเฝ้าบาทภัสดาปรีชาเฉลิม,10,10 syllables — likely shatter/miscount,มาเฝ้าบาทภัสดาปรีชาเฉลิม,,
พระใช้สอยดวงแขเหมือนแต่เดิม,9,word straddles a beat boundary,พระใช้สอย,ดวงแขเหมือน,แต่เดิม
พอพลบค่ำคล้ำฟ้านภากาศ,9,word straddles a beat boundary,พอพลบค่ำ,คล้ำฟ้านภา,กาศ
ก็จรลีพาหลานให้คลานไป,9,word straddles a beat boundary,ก็จรลี,พาหลาน,ให้คลานไป
แม่อุตส่าห์ฝากตัวกลัวอัยกี,10,10 syllables — likely shatter/miscount,แม่อุตส่าห์ฝากตัวกลัวอัยกี,,
ฝ่ายนงนุชทูลพลันบรรยาย,7,"7 syllables — ambiguous, [3,2,2] is only a guess",ฝ่ายนงนุช,ทูลพลัน,บรรยาย
ขอฝากกายฝากตัวกลัวอาญา,9,word straddles a beat boundary,ขอฝากกาย,ฝากตัวกลัว,อาญา
ว่าเจ้าเหมือนนพคุณสกุลทอง,10,10 syllables — likely shatter/miscount,ว่าเจ้าเหมือนนพคุณสกุลทอง,,
สกุไณบนหลงลงในหนอง,8,word straddles a beat boundary,สกุไณบน,หลง,ลงในหนอง
ทะเลลมยมนามหาสมุทร,10,10 syllables — likely shatter/miscount,ทะเลลมยมนามหาสมุทร,,
กระทบกระทั่งฝั่งชลาคงคาครวญ,10,10 syllables — likely shatter/miscount,กระทบกระทั่งฝั่งชลาคงคาครวญ,,
ทั้งขุนเขาพระสุเมรุก็เอนอ่อน,10,10 syllables — likely shatter/miscount,ทั้งขุนเขาพระสุเมรุก็เอนอ่อน,,
กระแสสินธุ์รินโรยโปรยลงมา,9,word straddles a beat boundary,กระแสสินธุ์,รินโรย,โปรยลงมา
พฤกษาสูงยูงยางสล้างสลับ,9,word straddles a beat boundary,พฤกษาสูง,ยูงยางสล้าง,สลับ
บ้างหักทับทอดทบสยบสยอง,9,word straddles a beat boundary,บ้างหักทับ,ทอดทบสยบ,สยอง
ยิ่งเปรมเปรดิ์ในเกสรขจรขจาย,11,11 syllables — likely shatter/miscount,ยิ่งเปรมเปรดิ์ในเกสรขจรขจาย,,
ฝ่ายท่านท้าวเจ้านิเวศร์ประเทศราช,10,10 syllables — likely shatter/miscount,ฝ่ายท่านท้าวเจ้านิเวศร์ประเทศราช,,
ออกอำมาตย์พร้อมเสนาชวาฉวี,10,10 syllables — likely shatter/miscount,ออกอำมาตย์พร้อมเสนาชวาฉวี,,
ตามบังคับบัดพลีพลีศาล,7,"7 syllables — ambiguous, [3,2,2] is only a guess",ตามบังคับ,บัดพลี,พลีศาล
ราชวัตรฉัตรธงอลงการ,7,"word straddles a beat boundary; 7 syllables — ambiguous, [3,2,2] is only a guess",ราชวัตรฉัตร,ธงอลง,การ
กรรเจียกจรฝังมณีสีออกวาว,10,10 syllables — likely shatter/miscount,กรรเจียกจรฝังมณีสีออกวาว,,
คาดปั้นเหน่งเปล่งเม็ดเพชรรัตน์,7,"7 syllables — ambiguous, [3,2,2] is only a guess",คาดปั้นเหน่ง,เปล่งเม็ด,เพชรรัตน์
ข้างฝ่ายพวกนางนาฏพระญาติวงศ์,9,word straddles a beat boundary,ข้างฝ่ายพวก,นางนาฏพระญาติ,วงศ์
ข้างฝ่ายแขกแปลกกว่าไทยในสยาม,10,10 syllables — likely shatter/miscount,ข้างฝ่ายแขกแปลกกว่าไทยในสยาม,,
ท้าวรายาเสด็จมารับประคับประคอง,11,11 syllables — likely shatter/miscount,ท้าวรายาเสด็จมารับประคับประคอง,,
ขึ้นปราสาทพร้อมประยูรสกูลสนอง,11,11 syllables — likely shatter/miscount,ขึ้นปราสาทพร้อมประยูรสกูลสนอง,,
ข้างเพศแขกว่าพิพัฒน์สวัสดี,10,10 syllables — likely shatter/miscount,ข้างเพศแขกว่าพิพัฒน์สวัสดี,,
คุ้มอัปรีย์จัญไรโพยภัยพาล,9,4-syllable word not at วรรค edge,คุ้มอัปรีย์จัญไรโพยภัยพาล,,
แล้วแห่กลับเข้าไปในนิเวศน์,9,word straddles a beat boundary,แล้วแห่กลับ,เข้าไป,ในนิเวศน์
ไปสมสองจินตะหราพลางปราศรัย,10,10 syllables — likely shatter/miscount,ไปสมสองจินตะหราพลางปราศรัย,,
ต้องร้างคู่ตุนาหงันผิดสัญญา,9,4-syllable word not at วรรค edge,ต้องร้างคู่ตุนาหงันผิดสัญญา,,
ให้สระสรงธาราสุดาสมร,10,10 syllables — likely shatter/miscount,ให้สระสรงธาราสุดาสมร,,
พลไพร่เลี้ยงดูทุกผู้คน,7,"7 syllables — ambiguous, [3,2,2] is only a guess",พลไพร่เลี้ยง,ดูทุก,ผู้คน
นางกษัตริย์กัลยาสุดาสมร,10,10 syllables — likely shatter/miscount,นางกษัตริย์กัลยาสุดาสมร,,
ให้นางกษัตริย์จรจรัลด้วยหรรษา,11,11 syllables — likely shatter/miscount,ให้นางกษัตริย์จรจรัลด้วยหรรษา,,
เสด็จบนอุสงหงันพร้อมกัลยา,11,11 syllables — likely shatter/miscount,เสด็จบนอุสงหงันพร้อมกัลยา,,
นางโฉมฉายพร้อมประยูรสกูลหงส์,10,10 syllables — likely shatter/miscount,นางโฉมฉายพร้อมประยูรสกูลหงส์,,
กระแสงส่งครื้นโครมรมนา,7,"7 syllables — ambiguous, [3,2,2] is only a guess",กระแสงส่ง,ครื้นโครม,รมนา
นางบุษบงทำขวัญด้วยหรรษา,9,word straddles a beat boundary,นางบุษบง,ทำขวัญ,ด้วยหรรษา
เหมือนลูกเต้ารักใคร่ดั่งใจประสงค์,10,10 syllables — likely shatter/miscount,เหมือนลูกเต้ารักใคร่ดั่งใจประสงค์,,
จงรักใคร่กันให้ดีนะศรีสวัสดิ์,10,10 syllables — likely shatter/miscount,จงรักใคร่กันให้ดีนะศรีสวัสดิ์,,
พอสมโภชหลานเสร็จเสด็จกลับ,9,word straddles a beat boundary,พอสมโภช,หลานเสร็จเสด็จ,กลับ
เข้านิเวศน์ปรางค์ปราพาจรจรัล,10,10 syllables — likely shatter/miscount,เข้านิเวศน์ปรางค์ปราพาจรจรัล,,
เธอสมเจตนาจิตคิดประสงค์,9,word straddles a beat boundary,เธอสมเจตนา,จิต,คิดประสงค์
แต่บรรดาในประยูรสกูลวงศ์,10,10 syllables — likely shatter/miscount,แต่บรรดาในประยูรสกูลวงศ์,,
จึงจะกลับมาประนมบังคมบาท,10,10 syllables — likely shatter/miscount,จึงจะกลับมาประนมบังคมบาท,,
เหมือนเป็นม่ายไม่รู้สิ้นคนนินทา,10,10 syllables — likely shatter/miscount,เหมือนเป็นม่ายไม่รู้สิ้นคนนินทา,,
เพราะบุญสามีประสมเหมือนร่มโพธิ์,10,10 syllables — likely shatter/miscount,เพราะบุญสามีประสมเหมือนร่มโพธิ์,,
บังคมลาสองกษัตริย์เจ้าปัถพี,10,10 syllables — likely shatter/miscount,บังคมลาสองกษัตริย์เจ้าปัถพี,,
จรดลกลับเข้าเขตนิเวศน์วัง,10,10 syllables — likely shatter/miscount,จรดลกลับเข้าเขตนิเวศน์วัง,,
เวลาดึกเดือนกระจ่างสว่างไสว,10,10 syllables — likely shatter/miscount,เวลาดึกเดือนกระจ่างสว่างไสว,,
ดูตามพื้นช่องชะวากเหมือนฉากเขียน,10,10 syllables — likely shatter/miscount,ดูตามพื้นช่องชะวากเหมือนฉากเขียน,,
ชมกิ่งก้านเขาไม้เหมือนลายแร,9,word straddles a beat boundary,ชมกิ่งก้าน,เขาไม้เหมือน,ลายแร
ฟังกระแสเสียงนกวิหคบิน,9,4-syllable word not at วรรค edge,ฟังกระแสเสียงนกวิหคบิน,,
เหมือนเขากล่าวเล่านิทานมานานครัน,10,10 syllables — likely shatter/miscount,เหมือนเขากล่าวเล่านิทานมานานครัน,,
มันนับร้อยบ่อยไปเหมือนไฟชุด,9,word straddles a beat boundary,มันนับร้อย,บ่อยไปเหมือน,ไฟชุด
ขึ้นปรางค์มาศอิ่มพระทัยใครจะเหมือน,10,10 syllables — likely shatter/miscount,ขึ้นปรางค์มาศอิ่มพระทัยใครจะเหมือน,,
ว่าท้าวจะโปรดปรานสถานใด,9,word straddles a beat boundary,ว่าท้าวจะ,โปรดปราน,สถานใด
ก็ทราบในเรื่องกระทู้ไม่รู้จน,10,10 syllables — likely shatter/miscount,ก็ทราบในเรื่องกระทู้ไม่รู้จน,,
