wak,syllables,flag,a,b,c
พระชนนีรับขวัญด้วยหรรษา,9,word straddles a beat boundary,พระชนนี,รับขวัญ,ด้วยหรรษา
พระชนนีแย้มสรวลชวนลีลา,9,word straddles a beat boundary,พระชนนี,แย้มสรวล,ชวนลีลา
มาลงเรือพระที่นั่งตั้งตาริ้ว,9,4-syllable word not at วรรค edge,มาลงเรือพระที่นั่งตั้งตาริ้ว,,
พิณพาทย์ฆ้องกลองประโคมเสียงโครมครื้น,10,10 syllables — likely shatter/miscount,พิณพาทย์ฆ้องกลองประโคมเสียงโครมครื้น,,
พร้อมสะพรั่งนักสนมกรมใน,8,word straddles a beat boundary,พร้อมสะพรั่ง,นักสนม,กรมใน
จึงมอบราชสมบัติทั้งฉัตรชัย,9,4-syllable word not at วรรค edge,จึงมอบราชสมบัติทั้งฉัตรชัย,,
แล้วเลือกเหล่าสาวสุรางค์นางน้อยน้อย,10,10 syllables — likely shatter/miscount,แล้วเลือกเหล่าสาวสุรางค์นางน้อยน้อย,,
อยู่กับป้าที่สถานพระมารดร,10,10 syllables — likely shatter/miscount,อยู่กับป้าที่สถานพระมารดร,,
พระอภัยได้เสวยเศวตฉัตร,10,10 syllables — likely shatter/miscount,พระอภัยได้เสวยเศวตฉัตร,,
แต่ยังไม่ได้ภิเษกสยุมพร,10,10 syllables — likely shatter/miscount,แต่ยังไม่ได้ภิเษกสยุมพร,,
แล้วกลับคิดถึงสุดามารศรี,10,10 syllables — likely shatter/miscount,แล้วกลับคิดถึงสุดามารศรี,,
ถวิลหวังฟังยุบลพระชนนี,10,10 syllables — likely shatter/miscount,ถวิลหวังฟังยุบลพระชนนี,,
ขึ้นเดือนสี่นี้จะสั่งตั้งอภิเษก,10,10 syllables — likely shatter/miscount,ขึ้นเดือนสี่นี้จะสั่งตั้งอภิเษก,,
เป็นองค์เอกอัคเรศพระเชษฐา,10,10 syllables — likely shatter/miscount,เป็นองค์เอกอัคเรศพระเชษฐา,,
ข้าเบื่อใจไม่รู้ที่จะเจรจา,10,10 syllables — likely shatter/miscount,ข้าเบื่อใจไม่รู้ที่จะเจรจา,,
นางกราบกรานมารดรอ่อนศิโรตม์,10,10 syllables — likely shatter/miscount,นางกราบกรานมารดรอ่อนศิโรตม์,,
แล้วนุ่งห่มโขมพัตถ์กระหวัดพับ,10,10 syllables — likely shatter/miscount,แล้วนุ่งห่มโขมพัตถ์กระหวัดพับ,,
เครื่องประดับขาวล้วนนวลหง,7,"7 syllables — ambiguous, [3,2,2] is only a guess",เครื่องประดับ,ขาวล้วน,นวลหง
มาเฝ้าองค์พระอภัยที่ไพชยนต์,10,10 syllables — likely shatter/miscount,มาเฝ้าองค์พระอภัยที่ไพชยนต์,,
เห็นรอมร่อหรือมาร้างให้ห่างแห,10,10 syllables — likely shatter/miscount,เห็นรอมร่อหรือมาร้างให้ห่างแห,,
อยู่พร้อมพรักนักสนมกรมใน,8,word straddles a beat boundary,อยู่พร้อมพรัก,นักสนม,กรมใน
พลไพร่นับแสนทั้งแดนดิน,7,"7 syllables — ambiguous, [3,2,2] is only a guess",พลไพร่นับ,แสนทั้ง,แดนดิน
ที่รมจักรเจ้าไปเล่าบอกเขาไฉน,10,10 syllables — likely shatter/miscount,ที่รมจักรเจ้าไปเล่าบอกเขาไฉน,,
คนเจรจามาเล่าเขาก็จำ,9,word straddles a beat boundary,คนเจรจา,มาเล่า,เขาก็จำ
ก็ย่อมได้ตัวคนนั้นเหมือนสัญญา,10,10 syllables — likely shatter/miscount,ก็ย่อมได้ตัวคนนั้นเหมือนสัญญา,,
แล้วว่าที่ศีขรินทร์นั้นถิ่นฐาน,10,10 syllables — likely shatter/miscount,แล้วว่าที่ศีขรินทร์นั้นถิ่นฐาน,,
สำหรับกษัตริย์ขัตติย์วงศ์ออกทรงพรต,10,10 syllables — likely shatter/miscount,สำหรับกษัตริย์ขัตติย์วงศ์ออกทรงพรต,,
ใครจะไปบวชบ้างเหมือนอย่างเรา,9,word straddles a beat boundary,ใครจะไป,บวชบ้างเหมือน,อย่างเรา
อรุณน้อยพลอยคำนับลงกับเพลา,10,10 syllables — likely shatter/miscount,อรุณน้อยพลอยคำนับลงกับเพลา,,
สินสมุทรว่ากระนั้นฉันจะบวช,10,10 syllables — likely shatter/miscount,สินสมุทรว่ากระนั้นฉันจะบวช,,
ทำบาญชีฉีกผ้าขาวให้สาวใช้,10,10 syllables — likely shatter/miscount,ทำบาญชีฉีกผ้าขาวให้สาวใช้,,
บ้างเก็บพุทธรักษาหามะกล่ำ,9,4-syllable word not at วรรค edge,บ้างเก็บพุทธรักษาหามะกล่ำ,,
หม่อมฉันรักพระเจ้าป้ากว่าใครใคร,10,10 syllables — likely shatter/miscount,หม่อมฉันรักพระเจ้าป้ากว่าใครใคร,,
แล้วจะกรวดน้ำถวายให้หายไข้,10,10 syllables — likely shatter/miscount,แล้วจะกรวดน้ำถวายให้หายไข้,,
สระประทุมดาษดาพฤกษาสินธุ์,11,11 syllables — likely shatter/miscount,สระประทุมดาษดาพฤกษาสินธุ์,,
บรรดาเหล่าสาวสุรางค์อยู่ข้างหลัง,10,10 syllables — likely shatter/miscount,บรรดาเหล่าสาวสุรางค์อยู่ข้างหลัง,,
แล้วพาเหล่าสาวสุรางค์ล้วนนางชี,10,10 syllables — likely shatter/miscount,แล้วพาเหล่าสาวสุรางค์ล้วนนางชี,,
สองกษัตริย์ตรัสโมทนาสนอง,9,word straddles a beat boundary,สองกษัตริย์,ตรัสโมทนา,สนอง
แล้วว่าขอปวารณาสถาวร,10,10 syllables — likely shatter/miscount,แล้วว่าขอปวารณาสถาวร,,
ถวายพระพรตามจริตกิจฤๅษี,10,10 syllables — likely shatter/miscount,ถวายพระพรตามจริตกิจฤๅษี,,
ตามแต่บุญวาสนาบารมี,9,4-syllable word not at วรรค edge,ตามแต่บุญวาสนาบารมี,,
อุศเรนเห็นจะกลับมาทำศึก,11,11 syllables — likely shatter/miscount,อุศเรนเห็นจะกลับมาทำศึก,,
เสด็จกลับเข้าปราสาทราชวัง,9,word straddles a beat boundary,เสด็จกลับ,เข้าปรา,สาทราชวัง
ฝ่ายฝูงคนชนบททุกบ้านช่อง,9,4-syllable word not at วรรค edge,ฝ่ายฝูงคนชนบททุกบ้านช่อง,,
เป็นมรดกตกต่อต่อกันมา,9,word straddles a beat boundary,เป็นมรดก,ตกต่อ,ต่อกันมา
เป็นหนุ่มแน่นน่าจูบเหมือนรูปหุ่น,9,word straddles a beat boundary,เป็นหนุ่มแน่น,น่าจูบเหมือน,รูปหุ่น
ลงอาบน้ำซ้ำเอาผ้าเมล็ดงาถู,10,10 syllables — likely shatter/miscount,ลงอาบน้ำซ้ำเอาผ้าเมล็ดงาถู,,
นุ่งสุหรัดจัดกลีบจีบตะบอย,10,10 syllables — likely shatter/miscount,นุ่งสุหรัดจัดกลีบจีบตะบอย,,
กระไรเลยเหลือดีเหมือนอีหนู,9,word straddles a beat boundary,กระไรเลย,เหลือดีเหมือน,อีหนู
ไม่พิศดูรูปร่างหรืออย่างไร,9,word straddles a beat boundary,ไม่พิศดู,รูปร่าง,หรืออย่างไร
นางบอกว่าข้าจะไปเป็นหม่อมห้าม,10,10 syllables — likely shatter/miscount,นางบอกว่าข้าจะไปเป็นหม่อมห้าม,,
คงสมความปรารถนาอย่าสงสัย,9,4-syllable word not at วรรค edge,คงสมความปรารถนาอย่าสงสัย,,
อีนั่นเหมือนตอตะโกทำโอ่โถง,10,10 syllables — likely shatter/miscount,อีนั่นเหมือนตอตะโกทำโอ่โถง,,
จะมาชิงอาสาเหมือนบ้าหลัง,9,word straddles a beat boundary,จะมาชิง,อาสาเหมือน,บ้าหลัง
เหมือนคุลาหน้าตุเหมือนปรุหนัง,10,10 syllables — likely shatter/miscount,เหมือนคุลาหน้าตุเหมือนปรุหนัง,,
แลดูดังตะไคร่น้ำดำหมิดหมี,10,10 syllables — likely shatter/miscount,แลดูดังตะไคร่น้ำดำหมิดหมี,,
แต่กิริยามารยาทประหลาดดี,9,4-syllable word not at วรรค edge,แต่กิริยามารยาทประหลาดดี,,
จะรอนราญการณรงค์คงกระพัน,10,10 syllables — likely shatter/miscount,จะรอนราญการณรงค์คงกระพัน,,
แต่ยศศักดิ์จักประทานประการใด,10,10 syllables — likely shatter/miscount,แต่ยศศักดิ์จักประทานประการใด,,
จะเป็นที่อัคเรศเกศสุรางค์,10,10 syllables — likely shatter/miscount,จะเป็นที่อัคเรศเกศสุรางค์,,
เป็นเอกอัครสนมนายอยู่ฝ่ายใน,10,10 syllables — likely shatter/miscount,เป็นเอกอัครสนมนายอยู่ฝ่ายใน,,
ไม่หนุ่มนวลเหมือนพระอภัยมณี,10,10 syllables — likely shatter/miscount,ไม่หนุ่มนวลเหมือนพระอภัยมณี,,
