wak,syllables,flag,a,b,c
เห็นฤๅษีกะจิริดให้คิดชัง,10,10 syllables — likely shatter/miscount,เห็นฤๅษีกะจิริดให้คิดชัง,,
ขี่ม้ามังกรหางเหมือนอย่างงู,9,word straddles a beat boundary,ขี่ม้ามัง,กรหางเหมือน,อย่างงู
ชีเปลือยฟังนั่งขัดสมาธิพับ,9,4-syllable word not at วรรค edge,ชีเปลือยฟังนั่งขัดสมาธิพับ,,
แสนโสโครกคืออายุกเป็นทุกขัง,10,10 syllables — likely shatter/miscount,แสนโสโครกคืออายุกเป็นทุกขัง,,
พระหน่อน้อยพลอยเห็นเหมือนเช่นว่า,9,word straddles a beat boundary,พระหน่อน้อย,พลอยเห็นเหมือน,เช่นว่า
เหมือนลูกเต้าเจ้าประคุณการุณัง,10,10 syllables — likely shatter/miscount,เหมือนลูกเต้าเจ้าประคุณการุณัง,,
ไม่เหนื่อยเหน็ดนั่งหัวเราะเหมือนเหาะเหิน,10,10 syllables — likely shatter/miscount,ไม่เหนื่อยเหน็ดนั่งหัวเราะเหมือนเหาะเหิน,,
เป็นเมืองเอกอิศรามหาสถาน,10,10 syllables — likely shatter/miscount,เป็นเมืองเอกอิศรามหาสถาน,,
จะกลับกล่าวเจ้าพาราการะเวก,10,10 syllables — likely shatter/miscount,จะกลับกล่าวเจ้าพาราการะเวก,,
พึ่งอภิเษกแทนกษัตริย์ที่ตัดษัย,11,11 syllables — likely shatter/miscount,พึ่งอภิเษกแทนกษัตริย์ที่ตัดษัย,,
ประไพพิศเพียงเทพเลขา,7,"7 syllables — ambiguous, [3,2,2] is only a guess",ประไพพิศ,เพียงเทพ,เลขา
ชันษาสองปีกับสี่เดือน,7,"7 syllables — ambiguous, [3,2,2] is only a guess",ชันษาสอง,ปีกับ,สี่เดือน
เสนาะสำเนียงนารีไม่มีเหมือน,10,10 syllables — likely shatter/miscount,เสนาะสำเนียงนารีไม่มีเหมือน,,
อาราธนาว่าเจ้าคุณการุณัง,10,10 syllables — likely shatter/miscount,อาราธนาว่าเจ้าคุณการุณัง,,
จึงตรัสว่าถ้ากระนั้นขยันนัก,10,10 syllables — likely shatter/miscount,จึงตรัสว่าถ้ากระนั้นขยันนัก,,
แล้วสั่งเหล่าสาวสุรางค์ต่างคำนับ,10,10 syllables — likely shatter/miscount,แล้วสั่งเหล่าสาวสุรางค์ต่างคำนับ,,
นางชาววังวิ่งพัลวันเวียน,8,word straddles a beat boundary,นางชาววัง,วิ่งพัลวัน,เวียน
ตกใจเจียนจะเป็นลมไม่สมประดี,10,10 syllables — likely shatter/miscount,ตกใจเจียนจะเป็นลมไม่สมประดี,,
ส่วนตาเฒ่าเจ้าเล่ห์เหมือนเดรฉาน,10,10 syllables — likely shatter/miscount,ส่วนตาเฒ่าเจ้าเล่ห์เหมือนเดรฉาน,,
ดูดังเลือดขึ้นหน้าเกศาสยอง,9,word straddles a beat boundary,ดูดังเลือด,ขึ้นหน้าเกศา,สยอง
จึงให้รับไปไว้ริมทิมโอสถ,10,10 syllables — likely shatter/miscount,จึงให้รับไปไว้ริมทิมโอสถ,,
ชีเปลือยได้สมประดีไม่มีสบาย,10,10 syllables — likely shatter/miscount,ชีเปลือยได้สมประดีไม่มีสบาย,,
เที่ยวเดินดมกลิ่นรอยร่อยร่อยมา,9,word straddles a beat boundary,เที่ยวเดินดมกลิ่น,รอย,ร่อยร่อยมา
