wak,syllables,flag,a,b,c
ฝ่ายกษัตริย์ขัตติยาสิบห้ากษัตริย์,10,10 syllables — likely shatter/miscount,ฝ่ายกษัตริย์ขัตติยาสิบห้ากษัตริย์,,
จะรักใคร่ให้เหมือนญาติไม่คลาดคลาย,10,10 syllables — likely shatter/miscount,จะรักใคร่ให้เหมือนญาติไม่คลาดคลาย,,
ขอถวายสัจจาเหมือนพาที,9,word straddles a beat boundary,ขอถวาย,สัจจาเหมือน,พาที
ขอเชิญองค์ทรงศักดิ์อัคเรศ,9,word straddles a beat boundary,ขอเชิญองค์,ทรงศักดิ์อัค,เรศ
ครั้นปิศาจสร่างองค์สิ้นหลงใหล,9,word straddles a beat boundary,ครั้นปิศาจ,สร่างองค์,สิ้นหลงใหล
พระผู้ผ่านรมจักรนัครา,7,"7 syllables — ambiguous, [3,2,2] is only a guess",พระผู้ผ่าน,รมจักร,นัครา
แม่เสาวคนธ์มณฑายุพาพักตร์,9,word straddles a beat boundary,แม่เสาวคนธ์,มณฑา,ยุพาพักตร์
เป็นไมตรีกว่าชีวันจะบรรลัย,10,10 syllables — likely shatter/miscount,เป็นไมตรีกว่าชีวันจะบรรลัย,,
นางยุพาลาลีวันมาอัญชลี,10,10 syllables — likely shatter/miscount,นางยุพาลาลีวันมาอัญชลี,,
ฝ่ายอัคเรศเกษราพระยาหญิง,11,11 syllables — likely shatter/miscount,ฝ่ายอัคเรศเกษราพระยาหญิง,,
จะรักใคร่ให้เหมือนน้องทั้งสองเจ้า,10,10 syllables — likely shatter/miscount,จะรักใคร่ให้เหมือนน้องทั้งสองเจ้า,,
จบพระคุณพระมุนีเหนือศิโรตม์,11,11 syllables — likely shatter/miscount,จบพระคุณพระมุนีเหนือศิโรตม์,,
ฝ่ายกษัตริย์ขัตติยาสิบห้ากษัตริย์,10,10 syllables — likely shatter/miscount,ฝ่ายกษัตริย์ขัตติยาสิบห้ากษัตริย์,,
ให้ชายหญิงหยั่งคิดเป็นปริศนา,10,10 syllables — likely shatter/miscount,ให้ชายหญิงหยั่งคิดเป็นปริศนา,,
เจ้าว่ามีความสุขสนุกสบาย,9,word straddles a beat boundary,เจ้าว่ามี,ความสุขสนุก,สบาย
อึกทึกทุ่มเถียงจนเที่ยงสาย,7,"7 syllables — ambiguous, [3,2,2] is only a guess",อึกทึกทุ่ม,เถียงจน,เที่ยงสาย
ฝ่ายลูกสาวเจ้าลังการำภาสะหรี,11,11 syllables — likely shatter/miscount,ฝ่ายลูกสาวเจ้าลังการำภาสะหรี,,
อยู่ช่องชั้นตึกต้นเหมือนมนเทียร,9,word straddles a beat boundary,อยู่ช่องชั้น,ตึกต้นเหมือน,มนเทียร
เสียงเซงแซ่ไปทั้งวังเมืองลังกา,10,10 syllables — likely shatter/miscount,เสียงเซงแซ่ไปทั้งวังเมืองลังกา,,
นางเสาวคนธ์กับอรุณรัศมี,10,10 syllables — likely shatter/miscount,นางเสาวคนธ์กับอรุณรัศมี,,
เหมือนพี่น้องร่วมชิดสนิทสนม,10,10 syllables — likely shatter/miscount,เหมือนพี่น้องร่วมชิดสนิทสนม,,
ทั้งข้าเฝ้าสาวสุรางค์นางต่างกรม,10,10 syllables — likely shatter/miscount,ทั้งข้าเฝ้าสาวสุรางค์นางต่างกรม,,
ทั้งองค์อัครชายามารศรี,9,4-syllable word not at วรรค edge,ทั้งองค์อัครชายามารศรี,,
ที่ท้ายวังลังกาสวนมาลี,10,10 syllables — likely shatter/miscount,ที่ท้ายวังลังกาสวนมาลี,,
ไปเที่ยวชมเนินสวนฉนวนสนาน,11,11 syllables — likely shatter/miscount,ไปเที่ยวชมเนินสวนฉนวนสนาน,,
