wak,syllables,flag,a,b,c
ถึงไพร่ฟ้าข้าแผ่นดินจะนินทา,9,4-syllable word not at วรรค edge,ถึงไพร่ฟ้าข้าแผ่นดินจะนินทา,,
มิทำเขาเล่าจะโกรธทำโทษทัณฑ์,10,10 syllables — likely shatter/miscount,มิทำเขาเล่าจะโกรธทำโทษทัณฑ์,,
เธอไม่รบรอนราญเหมือนสารศรี,9,word straddles a beat boundary,เธอไม่รบ,รอนราญเหมือน,สารศรี
ละล่ำละลักถึงลูกสาวเจ้าสิงหล,10,10 syllables — likely shatter/miscount,ละล่ำละลักถึงลูกสาวเจ้าสิงหล,,
หอมสุคนธ์เหมือนเมื่อได้เข้าใกล้เคียง,10,10 syllables — likely shatter/miscount,หอมสุคนธ์เหมือนเมื่อได้เข้าใกล้เคียง,,
ต่างสุคันธรสรื่นค่อยชื่นใจ,8,word straddles a beat boundary,ต่างสุคันธรส,รื่น,ค่อยชื่นใจ
จึงทูลว่าถ้ากระนั้นให้มั่นคง,10,10 syllables — likely shatter/miscount,จึงทูลว่าถ้ากระนั้นให้มั่นคง,,
การณรงค์จะได้ทำแต่ลำพัง,10,10 syllables — likely shatter/miscount,การณรงค์จะได้ทำแต่ลำพัง,,
กลศึกลึกเหลือจะเชื่อฟัง,7,"7 syllables — ambiguous, [3,2,2] is only a guess",กลศึกลึก,เหลือจะ,เชื่อฟัง
ยิ่งเข้าใกล้ได้กลิ่นเหมือนกินเหล้า,9,word straddles a beat boundary,ยิ่งเข้าใกล้,ได้กลิ่นเหมือน,กินเหล้า
อภิวาทถามไถ่เหมือนใจหมาย,9,word straddles a beat boundary,อภิวาท,ถามไถ่เหมือน,ใจหมาย
พลผลึกออกมารับสลับสลอน,10,10 syllables — likely shatter/miscount,พลผลึกออกมารับสลับสลอน,,
ฝ่ายพระน้องหน่อกษัตริย์ขึ้นอัสดร,10,10 syllables — likely shatter/miscount,ฝ่ายพระน้องหน่อกษัตริย์ขึ้นอัสดร,,
พอสบเนตรทรามสงวนนวลหง,8,word straddles a beat boundary,พอสบเนตร,ทรามสงวน,นวลหง
จะพิศไหนให้เห็นเหมือนเช่นรัก,9,word straddles a beat boundary,จะพิศไหน,ให้เห็นเหมือน,เช่นรัก
แล้วไม่กลับแกล้งว่ารักมาหักหาญ,10,10 syllables — likely shatter/miscount,แล้วไม่กลับแกล้งว่ารักมาหักหาญ,,
สู้กล้ำกลืนกลัวอำนาจพระบาทหลวง,10,10 syllables — likely shatter/miscount,สู้กล้ำกลืนกลัวอำนาจพระบาทหลวง,,
เหมือนมาวานผลาญชีวันให้บรรลัย,10,10 syllables — likely shatter/miscount,เหมือนมาวานผลาญชีวันให้บรรลัย,,
เขารู้ทีทำจริตกระบิดกระบวน,10,10 syllables — likely shatter/miscount,เขารู้ทีทำจริตกระบิดกระบวน,,
บอกว่าหยอกดอกก็เขาว่าเข้ากัน,10,10 syllables — likely shatter/miscount,บอกว่าหยอกดอกก็เขาว่าเข้ากัน,,
พระน้องชิดชักทวนสวนถลัน,10,10 syllables — likely shatter/miscount,พระน้องชิดชักทวนสวนถลัน,,
พึ่งรุ่นสาวขาวล้ำเหมือนสำลี,9,word straddles a beat boundary,พึ่งรุ่นสาว,ขาวล้ำเหมือน,สำลี
เมื่อแรกเล่าเราก็เหมือนเพื่อนชีวี,10,10 syllables — likely shatter/miscount,เมื่อแรกเล่าเราก็เหมือนเพื่อนชีวี,,
ถึงจะมีเหมือนหาไม่ด้วยไกลสถาน,11,11 syllables — likely shatter/miscount,ถึงจะมีเหมือนหาไม่ด้วยไกลสถาน,,
แล้วจะคืนให้กับมิตรกนิษฐา,10,10 syllables — likely shatter/miscount,แล้วจะคืนให้กับมิตรกนิษฐา,,
พระตรัสชมกระหม่อมฉันด้วยกรุณา,10,10 syllables — likely shatter/miscount,พระตรัสชมกระหม่อมฉันด้วยกรุณา,,
จะเห็นอะไรกับฝรั่งเมืองลังกา,10,10 syllables — likely shatter/miscount,จะเห็นอะไรกับฝรั่งเมืองลังกา,,
ให้มารดรอ่อนน้อมพร้อมพระทัย,9,word straddles a beat boundary,ให้มารดร,อ่อนน้อม,พร้อมพระทัย
ขึ้นนั่งเตียงเสียงสำลักกระอักกระไอ,10,10 syllables — likely shatter/miscount,ขึ้นนั่งเตียงเสียงสำลักกระอักกระไอ,,
ไม่มั่นคงควรหรือกลับถือผี,9,word straddles a beat boundary,ไม่มั่นคง,ควรหรือกลับ,ถือผี
ให้สิ้นศึกเสียไม่เหลือเหมือนเบื่อหนู,10,10 syllables — likely shatter/miscount,ให้สิ้นศึกเสียไม่เหลือเหมือนเบื่อหนู,,
โทษถึงตายแต่ไม่รบกลับหลบหนี,10,10 syllables — likely shatter/miscount,โทษถึงตายแต่ไม่รบกลับหลบหนี,,
พระชนนีดีใจเห็นได้การ,9,word straddles a beat boundary,พระชนนี,ดีใจ,เห็นได้การ
โอ้ดูเดือนเหมือนวัณฬาเมื่อล่าทัพ,10,10 syllables — likely shatter/miscount,โอ้ดูเดือนเหมือนวัณฬาเมื่อล่าทัพ,,
จะทิ้งพุทธภาวนาภาษาไสย,10,10 syllables — likely shatter/miscount,จะทิ้งพุทธภาวนาภาษาไสย,,
จะร้างราชสมบัติฉัตรเฉลิม,9,4-syllable word not at วรรค edge,จะร้างราชสมบัติฉัตรเฉลิม,,
ชักประคำภาวนาสมาทาน,9,4-syllable word not at วรรค edge,ชักประคำภาวนาสมาทาน,,
มาแต่งการข้างที่บัตรพลีราย,9,word straddles a beat boundary,มาแต่งการ,ข้างที่บัตรพลี,ราย
บนบรรจถรณ์ให้บรรทมโบกลมถวาย,11,11 syllables — likely shatter/miscount,บนบรรจถรณ์ให้บรรทมโบกลมถวาย,,
แล้วอ่านมนต์สะเดาะสดัมยัมพวาย,9,word straddles a beat boundary,แล้วอ่านมนต์,สะเดาะสดัมยัมพ,วาย
กลัวการศึกจะไม่เสร็จคิดเข็ดขาม,10,10 syllables — likely shatter/miscount,กลัวการศึกจะไม่เสร็จคิดเข็ดขาม,,
ไปกันกรุงลังกามหาสถาน,9,word straddles a beat boundary,ไปกันกรุง,ลังกามหา,สถาน
จะต้องตายตามกันเหมือนสัญญา,9,word straddles a beat boundary,จะต้องตาย,ตามกันเหมือน,สัญญา
แล้วจะรีบไปรักษาลังกาไว้,10,10 syllables — likely shatter/miscount,แล้วจะรีบไปรักษาลังกาไว้,,
เตรียมสำเร็จเสร็จสรรพกลับมาเฝ้า,9,word straddles a beat boundary,เตรียมสำเร็จ,เสร็จสรรพกลับ,มาเฝ้า
แล้วจะพามาถวายขึ้นท้ายรถ,10,10 syllables — likely shatter/miscount,แล้วจะพามาถวายขึ้นท้ายรถ,,
จะต้องกลบเกลื่อนล้างทางสงสัย,9,word straddles a beat boundary,จะต้องกลบ,เกลื่อนล้าง,ทางสงสัย
