wak,syllables,flag,a,b,c
ต่างก็แสนคร่ำครวญถึงสวนขวัญ,10,10 syllables — likely shatter/miscount,ต่างก็แสนคร่ำครวญถึงสวนขวัญ,,
พลชวามลายูทั้งมูหงิด,10,10 syllables — likely shatter/miscount,พลชวามลายูทั้งมูหงิด,,
ก็ตัดรอนมิได้รับให้อัประมาณ,10,10 syllables — likely shatter/miscount,ก็ตัดรอนมิได้รับให้อัประมาณ,,
ให้สิ้นโคตรขัตติยามหาศาล,10,10 syllables — likely shatter/miscount,ให้สิ้นโคตรขัตติยามหาศาล,,
ชีวิตท่านเหมือนลูกไก่อยู่ในมือ,10,10 syllables — likely shatter/miscount,ชีวิตท่านเหมือนลูกไก่อยู่ในมือ,,
จึงถามมุขมนตรีที่ปรึกษา,9,4-syllable word not at วรรค edge,จึงถามมุขมนตรีที่ปรึกษา,,
แล้วทูลจอมกษัตริยาอัชฌาสัย,10,10 syllables — likely shatter/miscount,แล้วทูลจอมกษัตริยาอัชฌาสัย,,
เหมือนให้เหล่าชาวบุรีมีชีวิต,10,10 syllables — likely shatter/miscount,เหมือนให้เหล่าชาวบุรีมีชีวิต,,
แต่นึกตรึกตราอยู่ช้านาน,7,"7 syllables — ambiguous, [3,2,2] is only a guess",แต่นึกตรึก,ตราอยู่,ช้านาน
เข้าสู่บรรจถรณ์แท่นแสนรำคาญ,9,word straddles a beat boundary,เข้าสู่บรรจถรณ์,แท่น,แสนรำคาญ
ไม่สรงเสวยโภชนากระยาหาร,10,10 syllables — likely shatter/miscount,ไม่สรงเสวยโภชนากระยาหาร,,
ถึงเมืองแตกจะไปตายอยู่ปลายสวน,11,11 syllables — likely shatter/miscount,ถึงเมืองแตกจะไปตายอยู่ปลายสวน,,
พระนำหน้าพากันออกนอกอุทยาน,10,10 syllables — likely shatter/miscount,พระนำหน้าพากันออกนอกอุทยาน,,
สนองพระเดชพระคุณท้าวเจ้าแผ่นดิน,10,10 syllables — likely shatter/miscount,สนองพระเดชพระคุณท้าวเจ้าแผ่นดิน,,
พวกเสนาว่าแน่กระนั้นหรือ,9,word straddles a beat boundary,พวกเสนา,ว่าแน่กระนั้น,หรือ
เจ้าหนุ่มน้อยนวลละอองเหมือนทองทา,10,10 syllables — likely shatter/miscount,เจ้าหนุ่มน้อยนวลละอองเหมือนทองทา,,
ถูกสำรับกันกระไรใครจะเหมือน,10,10 syllables — likely shatter/miscount,ถูกสำรับกันกระไรใครจะเหมือน,,
จะชิงชัยช่วยสังหารผลาญปรปักษ์,10,10 syllables — likely shatter/miscount,จะชิงชัยช่วยสังหารผลาญปรปักษ์,,
เหมือนไก่ต้อยจะไปสู้อ้ายอูหรือ,10,10 syllables — likely shatter/miscount,เหมือนไก่ต้อยจะไปสู้อ้ายอูหรือ,,
จะเคลื่อนคลายกองทัพกลับกรุงศรี,9,word straddles a beat boundary,จะเคลื่อนคลาย,กองทัพกลับ,กรุงศรี
เราจะนึกว่าเหมือนบุตรสุดสงสาร,10,10 syllables — likely shatter/miscount,เราจะนึกว่าเหมือนบุตรสุดสงสาร,,
ฝ่ายท้าวทศวงศ์ก็หลงซื่อ,7,"7 syllables — ambiguous, [3,2,2] is only a guess",ฝ่ายท้าวทศ,วงศ์ก็,หลงซื่อ
พระบอกองค์นงลักษณ์อัคเรศ,9,word straddles a beat boundary,พระบอกองค์,นงลักษณ์อัค,เรศ
ถ้าเสร็จสรรพแล้วจะแทนพระคุณเขา,10,10 syllables — likely shatter/miscount,ถ้าเสร็จสรรพแล้วจะแทนพระคุณเขา,,
นวลละอองรูปร่างเหมือนอย่างหุ่น,9,word straddles a beat boundary,นวลละออง,รูปร่างเหมือน,อย่างหุ่น
รดน้ำมนต์มุรธากระยาสนาน,11,11 syllables — likely shatter/miscount,รดน้ำมนต์มุรธากระยาสนาน,,
ให้เยาวมาลย์เข้ามณฑลพิธี,9,word straddles a beat boundary,ให้เยาวมาลย์,เข้ามณ,ฑลพิธี
เมื่อรูปทรงองค์เอวจะเด็ดขาด,9,word straddles a beat boundary,เมื่อรูปทรง,องค์เอวจะ,เด็ดขาด
กิริยามารยาทเหมือนผู้หญิง,9,word straddles a beat boundary,กิริยามาร,ยาทเหมือน,ผู้หญิง
มาถึงนี่พี่จะว่าให้สารพัน,10,10 syllables — likely shatter/miscount,มาถึงนี่พี่จะว่าให้สารพัน,,
เป็นพราหมณ์พรหมจารีทั้งสี่คน,9,4-syllable word not at วรรค edge,เป็นพราหมณ์พรหมจารีทั้งสี่คน,,
ให้แคล้วคลาดโรคาสถาผล,7,"7 syllables — ambiguous, [3,2,2] is only a guess",ให้แคล้วคลาด,โรคาส,ถาผล
หน่อกษัตริย์ทัศนานุชน้อง,8,word straddles a beat boundary,หน่อกษัตริย์,ทัศนา,นุชน้อง
นุชนาฏนงเยาว์ช่วยเผาศพ,7,"7 syllables — ambiguous, [3,2,2] is only a guess",นุชนาฏนง,เยาว์ช่วย,เผาศพ
พี่คิดถึงจึงอุตสาห์มาให้พบ,10,10 syllables — likely shatter/miscount,พี่คิดถึงจึงอุตสาห์มาให้พบ,,
เพราะรักนางอย่างยิ่งกว่าชีวา,8,word straddles a beat boundary,เพราะรักนาง,อย่างยิ่งกว่า,ชีวา
กระซิบกระซาบสั่งมิตรพิสมัย,10,10 syllables — likely shatter/miscount,กระซิบกระซาบสั่งมิตรพิสมัย,,
ไปปลายมือเห็นจะเป็นเหมือนเช่นนึก,10,10 syllables — likely shatter/miscount,ไปปลายมือเห็นจะเป็นเหมือนเช่นนึก,,
พระชนนีบิตุรงค์จะสงกา,10,10 syllables — likely shatter/miscount,พระชนนีบิตุรงค์จะสงกา,,
ช่วยปกปิดไว้แต่ในน้ำใจสมร,10,10 syllables — likely shatter/miscount,ช่วยปกปิดไว้แต่ในน้ำใจสมร,,
ขอฝากความเสน่หาสาพิภักดิ์,9,4-syllable word not at วรรค edge,ขอฝากความเสน่หาสาพิภักดิ์,,
เป็นเพื่อนม้วยภูวนาถเหมือนมาดหมาย,10,10 syllables — likely shatter/miscount,เป็นเพื่อนม้วยภูวนาถเหมือนมาดหมาย,,
บรรดาเหล่าสาวสุรางค์ทั้งปรางค์รัตน์,10,10 syllables — likely shatter/miscount,บรรดาเหล่าสาวสุรางค์ทั้งปรางค์รัตน์,,
แม่โฉมงามทรามสงวนนวลหง,8,word straddles a beat boundary,แม่โฉมงาม,ทรามสงวน,นวลหง
ต่างชำระสระสนานสำราญกาย,10,10 syllables — likely shatter/miscount,ต่างชำระสระสนานสำราญกาย,,
พระทรงเครื่องเคยประดับสำหรับกษัตริย์,10,10 syllables — likely shatter/miscount,พระทรงเครื่องเคยประดับสำหรับกษัตริย์,,
เพชรรัตน์ไพฑูรย์จำรูญศรี,7,"word straddles a beat boundary; 7 syllables — ambiguous, [3,2,2] is only a guess",เพชรรัตน์ไพ,ฑูรย์จำรูญ,ศรี
ตรัสกำชับสาวสุรางค์ไม่วางใจ,10,10 syllables — likely shatter/miscount,ตรัสกำชับสาวสุรางค์ไม่วางใจ,,
แล้วนำหน้าพาสนมกรมใน,8,word straddles a beat boundary,แล้วนำหน้า,พาสนม,กรมใน
พระทรงราชยานเดินดำเนินหน้า,9,word straddles a beat boundary,พระทรงราชยาน,เดิน,ดำเนินหน้า
นางกษัตริย์สาวสวรรค์อยู่ชั้นเฉลียง,10,10 syllables — likely shatter/miscount,นางกษัตริย์สาวสวรรค์อยู่ชั้นเฉลียง,,
เจ้าพราหมณ์พร้อมน้อมประณตบทเรศ,8,word straddles a beat boundary,เจ้าพราหมณ์พร้อม,น้อมประณต,บทเรศ
ให้มีความเสน่หาทุกนารี,9,4-syllable word not at วรรค edge,ให้มีความเสน่หาทุกนารี,,
ให้หยุดยั้งตั้งที่สีหนาม,7,"7 syllables — ambiguous, [3,2,2] is only a guess",ให้หยุดยั้ง,ตั้งที่,สีหนาม
ฝ่ายฝรั่งปังกลิมาวิชาเยนทร์,10,10 syllables — likely shatter/miscount,ฝ่ายฝรั่งปังกลิมาวิชาเยนทร์,,
นายทั้งสี่มีสัปทนกั้น,8,word straddles a beat boundary,นายทั้งสี่,มีสัปทน,กั้น
สุรเหนเกณฑ์ชวาล้วนกล้ารบ,10,10 syllables — likely shatter/miscount,สุรเหนเกณฑ์ชวาล้วนกล้ารบ,,
สมทบกับกองฝรั่งบั้งกล่า,8,word straddles a beat boundary,สมทบกับ,กองฝรั่ง,บั้งกล่า
เอิกเกริกโกลาสุธาไหว,7,"7 syllables — ambiguous, [3,2,2] is only a guess",เอิกเกริกโก,ลาสุ,ธาไหว
พลไกรเกรียงกรูเป็นหมู่มา,7,"7 syllables — ambiguous, [3,2,2] is only a guess",พลไกรเกรียง,กรูเป็น,หมู่มา
ทรงกัณฐัศว์องอาจไม่หวาดไหว,9,word straddles a beat boundary,ทรงกัณฐัศว์,องอาจ,ไม่หวาดไหว
ฝ่ายกองทัพปังกลิมาวิชาเยนทร์,10,10 syllables — likely shatter/miscount,ฝ่ายกองทัพปังกลิมาวิชาเยนทร์,,
ควบเข้ารบกับฝรั่งปังกลิมา,10,10 syllables — likely shatter/miscount,ควบเข้ารบกับฝรั่งปังกลิมา,,
พราหมณ์วิเชียรชิงสู้มูรตาน,7,"7 syllables — ambiguous, [3,2,2] is only a guess",พราหมณ์วิเชียร,ชิงสู้,มูรตาน
เจ้าสานนนั้นสู้สุรเหน,9,word straddles a beat boundary,เจ้าสานน,นั้นสู้สุร,เหน
เข้าตีต้องปังกลิมาชีวาวาย,10,10 syllables — likely shatter/miscount,เข้าตีต้องปังกลิมาชีวาวาย,,
ตัดศีรษะสุรเหนกระเดนหาย,10,10 syllables — likely shatter/miscount,ตัดศีรษะสุรเหนกระเดนหาย,,
วิเชียรนั้นฟันมูรตานตาย,7,"7 syllables — ambiguous, [3,2,2] is only a guess",วิเชียรนั้น,ฟันมูร,ตานตาย
พวกฝรั่งอังกฤษมุรหงิดแขก,10,10 syllables — likely shatter/miscount,พวกฝรั่งอังกฤษมุรหงิดแขก,,
รู้ว่ากลับพร้อมกันก็หรรษา,9,word straddles a beat boundary,รู้ว่ากลับ,พร้อมกัน,ก็หรรษา
ลงกัณฐัศว์เยื้องย่างมากลางสนาม,10,10 syllables — likely shatter/miscount,ลงกัณฐัศว์เยื้องย่างมากลางสนาม,,
แล้วพระองค์ทรงราชยานรัตน์,8,word straddles a beat boundary,แล้วพระองค์,ทรงราชยาน,รัตน์
ครั้นถึงวังสั่งให้จัดมนเทียรสถาน,10,10 syllables — likely shatter/miscount,ครั้นถึงวังสั่งให้จัดมนเทียรสถาน,,
ทอดยี่ภู่ปูปัดสลัดละออง,9,word straddles a beat boundary,ทอดยี่ภู่,ปูปัดสลัด,ละออง
