wak,syllables,flag,a,b,c
จะหักคอมรณาทารกรรม,7,"7 syllables — ambiguous, [3,2,2] is only a guess",จะหักคอ,มรณา,ทารกรรม
ทั้งโหรดูภูวนาถว่าชาติเชื้อ,10,10 syllables — likely shatter/miscount,ทั้งโหรดูภูวนาถว่าชาติเชื้อ,,
ให้เสนีที่ฉลาดรู้ราชการ,10,10 syllables — likely shatter/miscount,ให้เสนีที่ฉลาดรู้ราชการ,,
จะกลับกล่าวเจ้าพาราการะเวก,10,10 syllables — likely shatter/miscount,จะกลับกล่าวเจ้าพาราการะเวก,,
พระบิตุราชมาตุรงค์วงศ์กษัตริย์,10,10 syllables — likely shatter/miscount,พระบิตุราชมาตุรงค์วงศ์กษัตริย์,,
สาวสุรางค์นางสนมล้วนสมยศ,10,10 syllables — likely shatter/miscount,สาวสุรางค์นางสนมล้วนสมยศ,,
พระอนุชาอย่าไปเต้นเล่นคะนอง,10,10 syllables — likely shatter/miscount,พระอนุชาอย่าไปเต้นเล่นคะนอง,,
ไปปฏิบัติบิตุราชเหมือนมาดหมาย,11,11 syllables — likely shatter/miscount,ไปปฏิบัติบิตุราชเหมือนมาดหมาย,,
จะผันผายกลับมาเหมือนอาลัย,10,10 syllables — likely shatter/miscount,จะผันผายกลับมาเหมือนอาลัย,,
เสนหาอาวรณ์ร้อนฤทัย,7,"7 syllables — ambiguous, [3,2,2] is only a guess",เสนหาอา,วรณ์ร้อน,ฤทัย
พระชลนัยน์นองเนตรเวทนา,9,word straddles a beat boundary,พระชลนัยน์,นองเนตร,เวทนา
ให้พบองค์บิตุราชเหมือนปรารถนา,11,11 syllables — likely shatter/miscount,ให้พบองค์บิตุราชเหมือนปรารถนา,,
พระบิตุรงค์จงสำราญผ่านมณฑล,10,10 syllables — likely shatter/miscount,พระบิตุรงค์จงสำราญผ่านมณฑล,,
มาเตรียมพรั่งพร้อมทัพสลับสลอน,9,word straddles a beat boundary,มาเตรียมพรั่ง,พร้อมทัพสลับ,สลอน
มีบรรจถรณ์แท่นตั้งล้วนฝังพลอย,9,word straddles a beat boundary,มีบรรจถรณ์,แท่นตั้ง,ล้วนฝังพลอย
เจ้าขรัวยายนายสำหรับบังคับการ,10,10 syllables — likely shatter/miscount,เจ้าขรัวยายนายสำหรับบังคับการ,,
พระบิตุราชมาตุรงค์องค์กษัตริย์,10,10 syllables — likely shatter/miscount,พระบิตุราชมาตุรงค์องค์กษัตริย์,,
กลัวเป็นลางต่างสะอื้นกลืนน้ำตา,10,10 syllables — likely shatter/miscount,กลัวเป็นลางต่างสะอื้นกลืนน้ำตา,,
พระบิตุราชมาตุรงค์ทั้งวงศ์วาน,10,10 syllables — likely shatter/miscount,พระบิตุราชมาตุรงค์ทั้งวงศ์วาน,,
กษัตราพาสนมกรมใน,8,word straddles a beat boundary,กษัตรา,พาสนม,กรมใน
กลับไปไพชยนต์สุวรรณพรรณราย,11,11 syllables — likely shatter/miscount,กลับไปไพชยนต์สุวรรณพรรณราย,,
ทั้งหน่อกษัตริย์หัสไชยใจสบาย,9,word straddles a beat boundary,ทั้งหน่อกษัตริย์,หัสไชย,ใจสบาย
มาเฟี้ยมฟุบยุบยอบเหมือนหมอบกราน,9,word straddles a beat boundary,มาเฟี้ยมฟุบ,ยุบยอบเหมือน,หมอบกราน
ขึ้นบาหลีที่สุวรรณเหนือบัลลังก์,10,10 syllables — likely shatter/miscount,ขึ้นบาหลีที่สุวรรณเหนือบัลลังก์,,
เสียงเหมือนคนแต่ข้างเราไม่เข้าใจ,10,10 syllables — likely shatter/miscount,เสียงเหมือนคนแต่ข้างเราไม่เข้าใจ,,
ร้องเหวยว่าสักเท่าไรก็ไม่วาง,10,10 syllables — likely shatter/miscount,ร้องเหวยว่าสักเท่าไรก็ไม่วาง,,
มันกลับกลุ้มรุมจับพระรับรบ,10,10 syllables — likely shatter/miscount,มันกลับกลุ้มรุมจับพระรับรบ,,
เทพไทใช้เรามาเผาผลาญ,7,"7 syllables — ambiguous, [3,2,2] is only a guess",เทพไทใช้,เรามา,เผาผลาญ
อย่าเลี่ยงหลีกรบพุ่งเหมือนมุ่งหมาย,9,word straddles a beat boundary,อย่าเลี่ยงหลีก,รบพุ่งเหมือน,มุ่งหมาย
พิศเพ่งเปล่งปลั่งดูดังดาว,7,"7 syllables — ambiguous, [3,2,2] is only a guess",พิศเพ่งเปล่ง,ปลั่งดู,ดังดาว
พระยื่นแก้วแววตามหายักษ์,7,"word straddles a beat boundary; 7 syllables — ambiguous, [3,2,2] is only a guess",พระยื่นแก้ว,แววตามหา,ยักษ์
กายสิทธิ์ฤทธิรณทั้งทนทาน,10,10 syllables — likely shatter/miscount,กายสิทธิ์ฤทธิรณทั้งทนทาน,,
พระอนุชาว่ามณีดีอย่างไร,10,10 syllables — likely shatter/miscount,พระอนุชาว่ามณีดีอย่างไร,,
ถึงสูงกว่าห้าศอกจะออกตี,9,word straddles a beat boundary,ถึงสูงกว่า,ห้าศอก,จะออกตี
เห็นเรือลาดตระเวนรายทั้งซ้ายขวา,9,4-syllable word not at วรรค edge,เห็นเรือลาดตระเวนรายทั้งซ้ายขวา,,
จึงแจ้งการท่านมหาเสนาผู้ใหญ่,10,10 syllables — likely shatter/miscount,จึงแจ้งการท่านมหาเสนาผู้ใหญ่,,
กลศึกลึกเหลือจะเชื่อฟัง,7,"7 syllables — ambiguous, [3,2,2] is only a guess",กลศึกลึก,เหลือจะ,เชื่อฟัง
ไม่คลาดเคลื่อนเหมือนพระอภัยมณี,10,10 syllables — likely shatter/miscount,ไม่คลาดเคลื่อนเหมือนพระอภัยมณี,,
ทั้งห้ามแหนแสนสนมกรมใน,8,word straddles a beat boundary,ทั้งห้ามแหน,แสนสนม,กรมใน
หรือประชวรปรวนแปรกว่าแต่ก่อน,9,word straddles a beat boundary,หรือประชวร,ปรวนแปรกว่า,แต่ก่อน
พระโรคาคงจะหายเหมือนหมายไว้,10,10 syllables — likely shatter/miscount,พระโรคาคงจะหายเหมือนหมายไว้,,
พระทรงฟังสั่งมหาเสนาผู้ใหญ่,10,10 syllables — likely shatter/miscount,พระทรงฟังสั่งมหาเสนาผู้ใหญ่,,
เมืองมะหุ่งกรุงเตนกุเวนลวาด,10,10 syllables — likely shatter/miscount,เมืองมะหุ่งกรุงเตนกุเวนลวาด,,
เมืองวิลาสวิลยาชวาฉวี,10,10 syllables — likely shatter/miscount,เมืองวิลาสวิลยาชวาฉวี,,
ไม่ฟื้นเลยแล้วหรือกรรมจะทำไฉน,10,10 syllables — likely shatter/miscount,ไม่ฟื้นเลยแล้วหรือกรรมจะทำไฉน,,
จะม้วยมอดเหมือนเขาเบื่อไม่เหลือหลง,10,10 syllables — likely shatter/miscount,จะม้วยมอดเหมือนเขาเบื่อไม่เหลือหลง,,
มาสั่งเวรเกณฑ์ทหารตามบาญชี,10,10 syllables — likely shatter/miscount,มาสั่งเวรเกณฑ์ทหารตามบาญชี,,
