wak,syllables,flag,a,b,c
จะหนีมาเหมือนหนึ่งจิตคิดถวิล,10,10 syllables — likely shatter/miscount,จะหนีมาเหมือนหนึ่งจิตคิดถวิล,,
พระสั่งนุชบุษบงอนงค์สมร,10,10 syllables — likely shatter/miscount,พระสั่งนุชบุษบงอนงค์สมร,,
จงวายร้อนเถิดจะสมอารมณ์ถวิล,10,10 syllables — likely shatter/miscount,จงวายร้อนเถิดจะสมอารมณ์ถวิล,,
กว่าจะสิ้นสุริยนสนธยา,10,10 syllables — likely shatter/miscount,กว่าจะสิ้นสุริยนสนธยา,,
ไม่อยู่ช้าอย่าให้น้องเจ้าหมองมล,10,10 syllables — likely shatter/miscount,ไม่อยู่ช้าอย่าให้น้องเจ้าหมองมล,,
มาในท้องสาคเรศประเทศสถาน,10,10 syllables — likely shatter/miscount,มาในท้องสาคเรศประเทศสถาน,,
เองด่วนกลับมาไยในไพรพง,9,word straddles a beat boundary,เองด่วนกลับ,มาไย,ในไพรพง
เห็นแม่นมั่นเหมือนกูคิดไม่ผิดคำ,10,10 syllables — likely shatter/miscount,เห็นแม่นมั่นเหมือนกูคิดไม่ผิดคำ,,
เมื่อแต่แรกพูดไปมากถลากถลำ,10,10 syllables — likely shatter/miscount,เมื่อแต่แรกพูดไปมากถลากถลำ,,
ครั้นจะกลับฝ่าฝืนพูดคืนคำ,9,word straddles a beat boundary,ครั้นจะกลับ,ฝ่าฝืน,พูดคืนคำ
ไปตามเลยที่วิตกระหกระเหิน,10,10 syllables — likely shatter/miscount,ไปตามเลยที่วิตกระหกระเหิน,,
ฟังครูบาทหลวงยิ่งกว่าสิงขร,8,word straddles a beat boundary,ฟังครูบาท,หลวงยิ่งกว่า,สิงขร
ให้สิ้นโคตรย่อยยับดั่งสับสี,9,word straddles a beat boundary,ให้สิ้นโคตร,ย่อยยับ,ดั่งสับสี
เพราะมึงดีกว่ากูผู้อาจารย์,8,word straddles a beat boundary,เพราะมึงดีกว่า,กู,ผู้อาจารย์
มาจิกหัวคนประมาทฉกาจฉกรรจ์,10,10 syllables — likely shatter/miscount,มาจิกหัวคนประมาทฉกาจฉกรรจ์,,
ไปลงทัณฑกรรมไว้ให้มันกลัว,10,10 syllables — likely shatter/miscount,ไปลงทัณฑกรรมไว้ให้มันกลัว,,
อึกทึกปากโป้งพูดโฉงเฉง,7,"7 syllables — ambiguous, [3,2,2] is only a guess",อึกทึกปาก,โป้งพูด,โฉงเฉง
ป่านนี้นุชบุษบงอนงค์สมร,10,10 syllables — likely shatter/miscount,ป่านนี้นุชบุษบงอนงค์สมร,,
ฝ่ายองค์พระสังฆราชท่านบาทหลวง,9,4-syllable word not at วรรค edge,ฝ่ายองค์พระสังฆราชท่านบาทหลวง,,
ให้ฉุนเคืองเรื่องพระมังคลา,7,"7 syllables — ambiguous, [3,2,2] is only a guess",ให้ฉุนเคือง,เรื่องพระ,มังคลา
ทำอาการเหมือนแต่ก่อนค่อยผ่อนปรน,10,10 syllables — likely shatter/miscount,ทำอาการเหมือนแต่ก่อนค่อยผ่อนปรน,,
เหมือนอย่างเคยเลี้ยงทุกครั้งแต่หลังมา,10,10 syllables — likely shatter/miscount,เหมือนอย่างเคยเลี้ยงทุกครั้งแต่หลังมา,,
ฝ่ายโฉมยงองค์มังคลาราช,7,"7 syllables — ambiguous, [3,2,2] is only a guess",ฝ่ายโฉมยง,องค์มัง,คลาราช
เข้าข้างเหนือน้ำได้สบายบาน,9,word straddles a beat boundary,เข้าข้างเหนือ,น้ำได้,สบายบาน
พระทรงโฉมมิได้กลับไปนับวัน,10,10 syllables — likely shatter/miscount,พระทรงโฉมมิได้กลับไปนับวัน,,
เมรุไกรอ่อนเอนระเนนเอียง,7,"7 syllables — ambiguous, [3,2,2] is only a guess",เมรุไกรอ่อน,เอนระ,เนนเอียง
