wak,syllables,flag,a,b,c
สวมสนับจับกระหวัดจัดประจง,10,10 syllables — likely shatter/miscount,สวมสนับจับกระหวัดจัดประจง,,
แต่ดอกเดียวเจียวจะได้ไปถวาย,10,10 syllables — likely shatter/miscount,แต่ดอกเดียวเจียวจะได้ไปถวาย,,
ได้เห็นหน้ากว่าชีวิตจะปลิดปลด,10,10 syllables — likely shatter/miscount,ได้เห็นหน้ากว่าชีวิตจะปลิดปลด,,
มะตูมมะตาดผลไม้มาให้เสวย,11,11 syllables — likely shatter/miscount,มะตูมมะตาดผลไม้มาให้เสวย,,
ดวงตรานั้นไม่เอาไว้กลับให้คืน,10,10 syllables — likely shatter/miscount,ดวงตรานั้นไม่เอาไว้กลับให้คืน,,
จะเกี้ยวชู้ก็อุตสาห์ไปหาหญิง,10,10 syllables — likely shatter/miscount,จะเกี้ยวชู้ก็อุตสาห์ไปหาหญิง,,
เหมือนเพลิงรุมกลุ้มจิตพิสมัย,10,10 syllables — likely shatter/miscount,เหมือนเพลิงรุมกลุ้มจิตพิสมัย,,
จนยามดึกนึกคะนึงตะลึงตะไล,10,10 syllables — likely shatter/miscount,จนยามดึกนึกคะนึงตะลึงตะไล,,
เหมือนแกล้งตรัสปริศนาจะมาสม,11,11 syllables — likely shatter/miscount,เหมือนแกล้งตรัสปริศนาจะมาสม,,
จะยอมตัวกลัวแต่พระจะไม่ชม,10,10 syllables — likely shatter/miscount,จะยอมตัวกลัวแต่พระจะไม่ชม,,
จะหมองมัวกลัวจะหมางจะห่างเหิน,10,10 syllables — likely shatter/miscount,จะหมองมัวกลัวจะหมางจะห่างเหิน,,
จะได้สนองพระคุณคิดอุ่นใจ,9,word straddles a beat boundary,จะได้สนอง,พระคุณ,คิดอุ่นใจ
แสนสนิทชิดเชื้อเหมือนเนื้อไข,9,word straddles a beat boundary,แสนสนิท,ชิดเชื้อเหมือน,เนื้อไข
อยากเป็นจริงหรือประดิษฐ์ปริศนา,10,10 syllables — likely shatter/miscount,อยากเป็นจริงหรือประดิษฐ์ปริศนา,,
ควรร่วมอาสน์แอบชิดเหมือนคิดหมาย,9,word straddles a beat boundary,ควรร่วมอาสน์,แอบชิดเหมือน,คิดหมาย
กลัวลูกรักจักรังเกียจจะเกลียดอาย,10,10 syllables — likely shatter/miscount,กลัวลูกรักจักรังเกียจจะเกลียดอาย,,
มาบรรทมเถิดพ่อคุณพ่อทูนหัว,10,10 syllables — likely shatter/miscount,มาบรรทมเถิดพ่อคุณพ่อทูนหัว,,
อย่าเกรงกลัวเลยพ่อมาเหมือนอารมณ์,10,10 syllables — likely shatter/miscount,อย่าเกรงกลัวเลยพ่อมาเหมือนอารมณ์,,
จะตามใจหรือจะโกรธลงโทษทัณฑ์,10,10 syllables — likely shatter/miscount,จะตามใจหรือจะโกรธลงโทษทัณฑ์,,
พระรู้กลปรนนิบัติถึงอัศจรรย์,10,10 syllables — likely shatter/miscount,พระรู้กลปรนนิบัติถึงอัศจรรย์,,
เสียงฮูมแปร๋นแปร้นแปร๋แม่ปะแหรก,10,10 syllables — likely shatter/miscount,เสียงฮูมแปร๋นแปร้นแปร๋แม่ปะแหรก,,
ไม้ไล่แหลกลุยตะโกรงผึงโผงผาง,10,10 syllables — likely shatter/miscount,ไม้ไล่แหลกลุยตะโกรงผึงโผงผาง,,
กระต่ายตกผงกผงะไม่ละวาง,10,10 syllables — likely shatter/miscount,กระต่ายตกผงกผงะไม่ละวาง,,
