wak,syllables,flag,a,b,c
ดูแดนดงดาษดาพฤกษาไสว,10,10 syllables — likely shatter/miscount,ดูแดนดงดาษดาพฤกษาไสว,,
จึงกล่อมขับคำประดิษฐ์สนิทสนม,10,10 syllables — likely shatter/miscount,จึงกล่อมขับคำประดิษฐ์สนิทสนม,,
ระรื่นร่มรังสล้างเหมือนปรางค์ทอง,10,10 syllables — likely shatter/miscount,ระรื่นร่มรังสล้างเหมือนปรางค์ทอง,,
ต่างบรรจถรณ์ทูลเกล้าอย่าเศร้าหมอง,9,word straddles a beat boundary,ต่างบรรจถรณ์,ทูลเกล้า,อย่าเศร้าหมอง
จักจั่นหวั่นแว่วแจ้วแจ้วเจื้อย,7,"7 syllables — ambiguous, [3,2,2] is only a guess",จักจั่นหวั่น,แว่วแจ้ว,แจ้วเจื้อย
เหมือนกลองระฆังกังสดาลขานประโคม,11,11 syllables — likely shatter/miscount,เหมือนกลองระฆังกังสดาลขานประโคม,,
เหมือนอย่างโคมชวาลาระย้าระยับ,11,11 syllables — likely shatter/miscount,เหมือนอย่างโคมชวาลาระย้าระยับ,,
จะอุส่าห์โอบอ้อมถนอมสนิท,9,word straddles a beat boundary,จะอุส่าห์,โอบอ้อมถนอม,สนิท
ให้ชื่นจิตพี่บ้างเหมือนอย่างใจ,9,word straddles a beat boundary,ให้ชื่นจิต,พี่บ้างเหมือน,อย่างใจ
ถนอมสนิทนางสุนีเจ้าพี่เอ๋ย,10,10 syllables — likely shatter/miscount,ถนอมสนิทนางสุนีเจ้าพี่เอ๋ย,,
จะประคับประคองถนอมเป็นจอมจิต,10,10 syllables — likely shatter/miscount,จะประคับประคองถนอมเป็นจอมจิต,,
ประการหนึ่งถึงมิได้เหมือนใจคิด,10,10 syllables — likely shatter/miscount,ประการหนึ่งถึงมิได้เหมือนใจคิด,,
นางกระดักกระดิกกระเดียมอายเหนียมชาย,10,10 syllables — likely shatter/miscount,นางกระดักกระดิกกระเดียมอายเหนียมชาย,,
ต้นร้อยลิ้นอินทร์จันทน์ขนันขนุน,9,word straddles a beat boundary,ต้นร้อยลิ้น,อินทร์จันทน์ขนัน,ขนุน
ฝางฝาหรั่งทั้งอินทนิลพะเนียง,9,word straddles a beat boundary,ฝางฝาหรั่ง,ทั้งอินทนิล,พะเนียง
เสลาเสลี่ยงแสลงพันกรวยกันเกรา,10,10 syllables — likely shatter/miscount,เสลาเสลี่ยงแสลงพันกรวยกันเกรา,,
เคี่ยมคล้อเขลงเต็งตะเคียนกระเบียนกระเบา,10,10 syllables — likely shatter/miscount,เคี่ยมคล้อเขลงเต็งตะเคียนกระเบียนกระเบา,,
เห็นนมนางข้างเขาเต่งเต้าตั้ง,9,word straddles a beat boundary,เห็นนมนาง,ข้างเขา,เต่งเต้าตั้ง
เค้าโมงเมียงมาจับสลับสลอน,9,word straddles a beat boundary,เค้าโมงเมียง,มาจับสลับ,สลอน
กระเหว่ากระแวนสัตวากระทาขัน,11,11 syllables — likely shatter/miscount,กระเหว่ากระแวนสัตวากระทาขัน,,
แล้วคิดอ่านการรณรงค์จะยงยุทธ์,10,10 syllables — likely shatter/miscount,แล้วคิดอ่านการรณรงค์จะยงยุทธ์,,
ครั้นตีแตกแยกยับกลับตลบ,9,word straddles a beat boundary,ครั้นตีแตก,แยกยับกลับ,ตลบ
บอกพระสังฆราชครูให้รู้ความ,9,4-syllable word not at วรรค edge,บอกพระสังฆราชครูให้รู้ความ,,
เออกระนั้นมันจึงได้ดินไหวหวั่น,10,10 syllables — likely shatter/miscount,เออกระนั้นมันจึงได้ดินไหวหวั่น,,
