wak,syllables,flag,a,b,c
แกว่งคทาธรสว่างเหมือนกลางวัน,10,10 syllables — likely shatter/miscount,แกว่งคทาธรสว่างเหมือนกลางวัน,,
ถึงเจ็ดวันท่ายโยคีมุนีเฒ่า,10,10 syllables — likely shatter/miscount,ถึงเจ็ดวันท่ายโยคีมุนีเฒ่า,,
อันวิมานคงจะได้เหมือนใจจง,10,10 syllables — likely shatter/miscount,อันวิมานคงจะได้เหมือนใจจง,,
นุชนาฏจำได้ไม่ใหลหลง,7,"7 syllables — ambiguous, [3,2,2] is only a guess",นุชนาฏจำ,ได้ไม่,ใหลหลง
ไม่เวียนวงเหมือนแต่หลังเพราะฟังธรรม,10,10 syllables — likely shatter/miscount,ไม่เวียนวงเหมือนแต่หลังเพราะฟังธรรม,,
กูมาเทศน์เหมือนช่วยชุบอุปถัมภ์,10,10 syllables — likely shatter/miscount,กูมาเทศน์เหมือนช่วยชุบอุปถัมภ์,,
กับทั้งอัศวราพระยานิล,9,word straddles a beat boundary,กับทั้งอัศว,รา,พระยานิล
ดั่งสุริย์ฉันส่องสว่างกระจ่างตา,10,10 syllables — likely shatter/miscount,ดั่งสุริย์ฉันส่องสว่างกระจ่างตา,,
พอเสียงแจ้วสกุณินบินถลา,10,10 syllables — likely shatter/miscount,พอเสียงแจ้วสกุณินบินถลา,,
ผู้เป็นเจ้าคงจะมาเหมือนว่าขาน,10,10 syllables — likely shatter/miscount,ผู้เป็นเจ้าคงจะมาเหมือนว่าขาน,,
คอยพระผู้ทรงธรรม์เหมือนมั่นหมาย,9,word straddles a beat boundary,คอยพระผู้,ทรงธรรม์เหมือน,มั่นหมาย
ถึงสาครชายชลาหน้าคิรินทร์,10,10 syllables — likely shatter/miscount,ถึงสาครชายชลาหน้าคิรินทร์,,
เล่าไปตามเรื่องฝันบรรยาย,7,"7 syllables — ambiguous, [3,2,2] is only a guess",เล่าไปตาม,เรื่องฝัน,บรรยาย
เหมือนกับดวงพระอาทิตย์ฤทธิแรง,10,10 syllables — likely shatter/miscount,เหมือนกับดวงพระอาทิตย์ฤทธิแรง,,
คงจะมามั่นคงเหมือนจงใจ,9,word straddles a beat boundary,คงจะมา,มั่นคงเหมือน,จงใจ
เหมือนแต่หลังนางสดับให้จับใจ,10,10 syllables — likely shatter/miscount,เหมือนแต่หลังนางสดับให้จับใจ,,
เห็นเมฆตั้งข้างทิศหรดี,8,word straddles a beat boundary,เห็นเมฆตั้ง,ข้างทิศหรดี,
เสียงหวั่นหวาดสกุณินโผผินผัน,10,10 syllables — likely shatter/miscount,เสียงหวั่นหวาดสกุณินโผผินผัน,,
พระสุริยาเย็นพยับลับสิงขร,10,10 syllables — likely shatter/miscount,พระสุริยาเย็นพยับลับสิงขร,,
เหมือนบอกอรรถที่ในทางกลางมหา,10,10 syllables — likely shatter/miscount,เหมือนบอกอรรถที่ในทางกลางมหา,,
ฝนก็สาดทั่วไปหมดสยดสยอง,10,10 syllables — likely shatter/miscount,ฝนก็สาดทั่วไปหมดสยดสยอง,,
เห็นบรรพตช่องชะวากเหมือนปากถัง,10,10 syllables — likely shatter/miscount,เห็นบรรพตช่องชะวากเหมือนปากถัง,,
เสียงกระเดาะปากอยู่ในภูผา,9,4-syllable word not at วรรค edge,เสียงกระเดาะปากอยู่ในภูผา,,
ซึ่งสำนักอยู่ในเขตประเทศสถาน,10,10 syllables — likely shatter/miscount,ซึ่งสำนักอยู่ในเขตประเทศสถาน,,
จงหยุดยั้งทั้งนิลอาชา,7,"7 syllables — ambiguous, [3,2,2] is only a guess",จงหยุดยั้ง,ทั้งนิล,อาชา
ไปพ้นนี่ช่วยไม่ได้เหมือนใจถวิล,11,11 syllables — likely shatter/miscount,ไปพ้นนี่ช่วยไม่ได้เหมือนใจถวิล,,
อันผลาผลไม้ในจังหวัด,8,word straddles a beat boundary,อันผลาผลไม้,ใน,จังหวัด
จึ่งหยิบเอาแก้วมณีเป็นสีพราย,10,10 syllables — likely shatter/miscount,จึ่งหยิบเอาแก้วมณีเป็นสีพราย,,
กับกัณฐัศว์อยู่ที่ผาหน้าสิงขร,10,10 syllables — likely shatter/miscount,กับกัณฐัศว์อยู่ที่ผาหน้าสิงขร,,
เรียกอัสดรออกมาหน้าคิรินทร์,10,10 syllables — likely shatter/miscount,เรียกอัสดรออกมาหน้าคิรินทร์,,
หอมเหมือนกลิ่นเกสรขจรขจาย,10,10 syllables — likely shatter/miscount,หอมเหมือนกลิ่นเกสรขจรขจาย,,
อันสาชลวนวงที่ตรงนี้,9,word straddles a beat boundary,อันสาชล,วนวง,ที่ตรงนี้
เรียกว่านาควารินกระสินธุ์สมุทร,10,10 syllables — likely shatter/miscount,เรียกว่านาควารินกระสินธุ์สมุทร,,
พอเย็นย่ำสนธยาในราตรี,9,4-syllable word not at วรรค edge,พอเย็นย่ำสนธยาในราตรี,,
ข้าพิศดูรูปร่างสำอางพักตร์,9,word straddles a beat boundary,ข้าพิศดู,รูปร่าง,สำอางพักตร์
ปรากฏนามสมญาภาษาไร,9,4-syllable word not at วรรค edge,ปรากฏนามสมญาภาษาไร,,
ดูมันน่ากลัวจัดสัตว์อะไร,8,word straddles a beat boundary,ดูมันน่ากลัว,จัด,สัตว์อะไร
ฝ่ายพระจอมลังกามหาสถาน,9,word straddles a beat boundary,ฝ่ายพระจอม,ลังกามหา,สถาน
พอสุริย์ฉันแจ่มกระจ่างกลางอัมพร,10,10 syllables — likely shatter/miscount,พอสุริย์ฉันแจ่มกระจ่างกลางอัมพร,,
แล้วถามว่าเองไปอยู่ในบูรินทร์,10,10 syllables — likely shatter/miscount,แล้วถามว่าเองไปอยู่ในบูรินทร์,,
กับมารดาข้าบาทเหมือนมาดหมาย,9,word straddles a beat boundary,กับมารดา,ข้าบาทเหมือน,มาดหมาย
พอเป็นที่อภิวาทบาทยุคล,10,10 syllables — likely shatter/miscount,พอเป็นที่อภิวาทบาทยุคล,,
อีเงือกน้ำจำศีลเหมือนอย่างคน,9,word straddles a beat boundary,อีเงือกน้ำ,จำศีลเหมือน,อย่างคน
มันก็ปรนนิบัติมั่นถือขันตี,9,word straddles a beat boundary,มันก็ปรนนิบัติ,มั่น,ถือขันตี
เคยสำเหนียกเหมือนร้องเรียกนางมาเร็ว,10,10 syllables — likely shatter/miscount,เคยสำเหนียกเหมือนร้องเรียกนางมาเร็ว,,
กับศิษย์หานั่งอยู่ท้ายชายกระสินธุ์,10,10 syllables — likely shatter/miscount,กับศิษย์หานั่งอยู่ท้ายชายกระสินธุ์,,
สุดสาครรีบลงไปชายวาริน,10,10 syllables — likely shatter/miscount,สุดสาครรีบลงไปชายวาริน,,
นางมารดรจึ่งถามตามสงกา,9,word straddles a beat boundary,นางมารดร,จึ่งถาม,ตามสงกา
จะอยู่กับมารดาเหมือนอารมณ์,9,word straddles a beat boundary,จะอยู่กับ,มารดาเหมือน,อารมณ์
แม้นสุขเกษมแล้วไม่ไปไกลมารดร,11,11 syllables — likely shatter/miscount,แม้นสุขเกษมแล้วไม่ไปไกลมารดร,,
จึ่งต้องจรกลับไปอยู่คอยดูแล,10,10 syllables — likely shatter/miscount,จึ่งต้องจรกลับไปอยู่คอยดูแล,,
ไม่บริสุทธิ์เหมือนกับคนไม่ขวนขวาย,10,10 syllables — likely shatter/miscount,ไม่บริสุทธิ์เหมือนกับคนไม่ขวนขวาย,,
อยู่ที่นี่ก็เป็นสุขสนุกสบาย,10,10 syllables — likely shatter/miscount,อยู่ที่นี่ก็เป็นสุขสนุกสบาย,,
พ่อจงกลับถิ่นฐานผ่านเวียงชัย,9,word straddles a beat boundary,พ่อจงกลับ,ถิ่นฐาน,ผ่านเวียงชัย
จะกลับไปนคเรศนิเวศน์วัง,10,10 syllables — likely shatter/miscount,จะกลับไปนคเรศนิเวศน์วัง,,
การเวทมนตร์สนธยายอย่าได้ขาด,10,10 syllables — likely shatter/miscount,การเวทมนตร์สนธยายอย่าได้ขาด,,
กลายเป็นดาบฤทธิแรงแข็งขยัน,10,10 syllables — likely shatter/miscount,กลายเป็นดาบฤทธิแรงแข็งขยัน,,
มาคุกเข่านบนอบเหมือนหมอบคลาน,9,word straddles a beat boundary,มาคุกเข่า,นบนอบเหมือน,หมอบคลาน
จำเริญสุขอย่าวิตกระหกระเหิน,10,10 syllables — likely shatter/miscount,จำเริญสุขอย่าวิตกระหกระเหิน,,
ม้าคำรนเหมือนจะลาพระอาจารย์,10,10 syllables — likely shatter/miscount,ม้าคำรนเหมือนจะลาพระอาจารย์,,
ควบกัณฐัศว์ลับเขตประเทศสถาน,10,10 syllables — likely shatter/miscount,ควบกัณฐัศว์ลับเขตประเทศสถาน,,
พระอมแก้วสุริยกานต์วราพร,10,10 syllables — likely shatter/miscount,พระอมแก้วสุริยกานต์วราพร,,
