wak,syllables,flag,a,b,c
ก็อ่อนจิตคิดจะกลับไปพารา,10,10 syllables — likely shatter/miscount,ก็อ่อนจิตคิดจะกลับไปพารา,,
ท้าววะลำสำปันหนาชวาฉวี,10,10 syllables — likely shatter/miscount,ท้าววะลำสำปันหนาชวาฉวี,,
จึงรีบแก้ผนึกพลันตามสารศรี,10,10 syllables — likely shatter/miscount,จึงรีบแก้ผนึกพลันตามสารศรี,,
กลับนครกรุงไกรไอศวรรย์,9,word straddles a beat boundary,กลับนคร,กรุงไกร,ไอศวรรย์
มีความรู้อยู่กับตัวอย่ากลัวมัน,10,10 syllables — likely shatter/miscount,มีความรู้อยู่กับตัวอย่ากลัวมัน,,
คิดผ่อนผันกว่าจะสมอารมณ์ปอง,10,10 syllables — likely shatter/miscount,คิดผ่อนผันกว่าจะสมอารมณ์ปอง,,
ก็จำต้องส่งท้ายเหมือนพายเรือ,9,word straddles a beat boundary,ก็จำต้อง,ส่งท้ายเหมือน,พายเรือ
ให้ล้มแกะแพะบวงสรวงพลี,7,"7 syllables — ambiguous, [3,2,2] is only a guess",ให้ล้มแกะ,แพะบวง,สรวงพลี
เหมือนไหว้เจ้าสารพัดขาดแต่หมู,10,10 syllables — likely shatter/miscount,เหมือนไหว้เจ้าสารพัดขาดแต่หมู,,
อันศักดิ์สิทธิ์ฤทธิแรงสำแดงกาย,10,10 syllables — likely shatter/miscount,อันศักดิ์สิทธิ์ฤทธิแรงสำแดงกาย,,
ดูรูปการคล้ายกับหุ่นรุ่นจำเริญ,10,10 syllables — likely shatter/miscount,ดูรูปการคล้ายกับหุ่นรุ่นจำเริญ,,
ลอยมาเดินอยู่ที่เสาบนเพลาใบ,10,10 syllables — likely shatter/miscount,ลอยมาเดินอยู่ที่เสาบนเพลาใบ,,
แล้วร้องบอกตามภาษาชวาฉวี,10,10 syllables — likely shatter/miscount,แล้วร้องบอกตามภาษาชวาฉวี,,
จงกลับไปนคราให้ผาสุก,10,10 syllables — likely shatter/miscount,จงกลับไปนคราให้ผาสุก,,
กลับไปถิ่นนคเรศประเทศสถาน,11,11 syllables — likely shatter/miscount,กลับไปถิ่นนคเรศประเทศสถาน,,
ครั้นถึงยอดเกาะใหญ่เหมือนไฟแดง,9,word straddles a beat boundary,ครั้นถึงยอด,เกาะใหญ่เหมือน,ไฟแดง
เทพไทเจ้าเกาะเมื่อเหาะเหิน,7,"7 syllables — ambiguous, [3,2,2] is only a guess",เทพไทเจ้า,เกาะเมื่อ,เหาะเหิน
โองการตรัสกับเสนาบดีศรี,9,4-syllable word not at วรรค edge,โองการตรัสกับเสนาบดีศรี,,
ให้ไพรีย่อยยับอัปรา,7,"7 syllables — ambiguous, [3,2,2] is only a guess",ให้ไพรี,ย่อยยับ,อัปรา
ฝ่ายท่านครูผู้ประสิทธิ์ฤทธิเวท,10,10 syllables — likely shatter/miscount,ฝ่ายท่านครูผู้ประสิทธิ์ฤทธิเวท,,
ทั้งลัคนามาอยู่ธนูด้วย,9,word straddles a beat boundary,ทั้งลัคนา,มาอยู่,ธนูด้วย
หัสไชยไปด้วยได้ช่วยพี่,7,"7 syllables — ambiguous, [3,2,2] is only a guess",หัสไชยไป,ด้วยได้,ช่วยพี่
อันเมืองนี้ใกล้ลังกามหาสถาน,10,10 syllables — likely shatter/miscount,อันเมืองนี้ใกล้ลังกามหาสถาน,,
จะบอกไปให้เจ้ากลับมารับรอง,10,10 syllables — likely shatter/miscount,จะบอกไปให้เจ้ากลับมารับรอง,,
จงเตรียมเรือเหนิอใต้ไว้ให้พร้อม,10,10 syllables — likely shatter/miscount,จงเตรียมเรือเหนิอใต้ไว้ให้พร้อม,,
แล้วกลับมาโดยบังคับแม่ทัพสั่ง,10,10 syllables — likely shatter/miscount,แล้วกลับมาโดยบังคับแม่ทัพสั่ง,,
บังคับคนเชื่อฟังฝรั่งกลัว,9,word straddles a beat boundary,บังคับคน,เชื่อฟังฝรั่ง,กลัว
พลโล่โตมรศรกำซาบ,7,"7 syllables — ambiguous, [3,2,2] is only a guess",พลโล่โต,มรศร,กำซาบ
สองพระองค์ทรงกัณฐัศว์อัสดร,10,10 syllables — likely shatter/miscount,สองพระองค์ทรงกัณฐัศว์อัสดร,,
พลไพร่กองหน้าเข้าราวี,7,"7 syllables — ambiguous, [3,2,2] is only a guess",พลไพร่กอง,หน้าเข้า,ราวี
ขึ้นข้างเหนือน้ำร่ำกระหน่ำไป,9,word straddles a beat boundary,ขึ้นข้างเหนือ,น้ำร่ำ,กระหน่ำไป
สินสมุทรถอยทัพกลับเข้าค่าย,9,word straddles a beat boundary,สินสมุทร,ถอยทัพกลับ,เข้าค่าย
ให้ง่วงเหงาหาวนอนทั้งอ่อนใจ,8,word straddles a beat boundary,ให้ง่วงเหงาหาวนอน,ทั้ง,อ่อนใจ
ขึ้นพลับพลาหน้าหอรบลงซบเซา,11,11 syllables — likely shatter/miscount,ขึ้นพลับพลาหน้าหอรบลงซบเซา,,
แต่อ้ายยักษ์มักกะสันมันไม่แพ้,9,4-syllable word not at วรรค edge,แต่อ้ายยักษ์มักกะสันมันไม่แพ้,,
ถือกระบองเดินไขว่อยู่ไปมา,10,10 syllables — likely shatter/miscount,ถือกระบองเดินไขว่อยู่ไปมา,,
เอาขวานฟันหันหกผงกผงะ,9,word straddles a beat boundary,เอาขวานฟัน,หันหกผงก,ผงะ
ให้เหงาง่วงเศร้าพระทัยไม่สบาย,10,10 syllables — likely shatter/miscount,ให้เหงาง่วงเศร้าพระทัยไม่สบาย,,
ป่างพระองค์ผู้ดำรงรมจักร,8,word straddles a beat boundary,ป่างพระองค์,ผู้ดำรง,รมจักร
จะแปงปันขอบเขตประเทศสถาน,10,10 syllables — likely shatter/miscount,จะแปงปันขอบเขตประเทศสถาน,,
เชิญท่านดูสินสมุทรภุชพงศ์,8,word straddles a beat boundary,เชิญท่านดู,สินสมุทร,ภุชพงศ์
อันเรื่องราวแจ้งใจเหมือนได้ยิน,9,word straddles a beat boundary,อันเรื่องราว,แจ้งใจเหมือน,ได้ยิน
บุราณว่าหูผีจมูกมด,7,"word straddles a beat boundary; 7 syllables — ambiguous, [3,2,2] is only a guess",บุราณว่า,หูผีจมูกมด,
เสียงฮือฮือเป็นพยุระบุระบัด,10,10 syllables — likely shatter/miscount,เสียงฮือฮือเป็นพยุระบุระบัด,,
นัยน์ตาหลับเคลิ้มไปเหมือนใฝ่ฝัน,9,word straddles a beat boundary,นัยน์ตาหลับ,เคลิ้มไปเหมือน,ใฝ่ฝัน
กับหลานยาบอกว่าลับล่วงดับสูญ,10,10 syllables — likely shatter/miscount,กับหลานยาบอกว่าลับล่วงดับสูญ,,
ในกระสินธุ์ถิ่นชลาสาคโร,10,10 syllables — likely shatter/miscount,ในกระสินธุ์ถิ่นชลาสาคโร,,
แล้วนางปีศาจบอกชาติยา,7,"7 syllables — ambiguous, [3,2,2] is only a guess",แล้วนางปี,ศาจบอก,ชาติยา
คือตัวขัณฑสกรนั้นถอนพิษ,9,4-syllable word not at วรรค edge,คือตัวขัณฑสกรนั้นถอนพิษ,,
ไปเอาขัณฑสกรมาถอนยา,9,4-syllable word not at วรรค edge,ไปเอาขัณฑสกรมาถอนยา,,
พร้อมกันสิ้นได้ยากลับมาพลัน,9,word straddles a beat boundary,พร้อมกันสิ้น,ได้ยากลับ,มาพลัน
ทั้งวายุพัฒน์โฉมเฉลาบรรเทาคลาย,10,10 syllables — likely shatter/miscount,ทั้งวายุพัฒน์โฉมเฉลาบรรเทาคลาย,,
ที่เมามายในอารมณ์ได้สมประดี,10,10 syllables — likely shatter/miscount,ที่เมามายในอารมณ์ได้สมประดี,,
รอดชีวาตม์ได้ประณตบทศรี,10,10 syllables — likely shatter/miscount,รอดชีวาตม์ได้ประณตบทศรี,,
ทั้งนี้เพราะบุญญาบารมี,8,word straddles a beat boundary,ทั้งนี้เพราะ,บุญญาบารมี,
อนาถนึกเห็นชีวาตม์จะขาดสูญ,10,10 syllables — likely shatter/miscount,อนาถนึกเห็นชีวาตม์จะขาดสูญ,,
แม้นพระอามิได้มาอนุกูล,10,10 syllables — likely shatter/miscount,แม้นพระอามิได้มาอนุกูล,,
แม้นมีทุกข์ขุกเข็ญเหมือนเช่นนี้,9,word straddles a beat boundary,แม้นมีทุกข์,ขุกเข็ญเหมือน,เช่นนี้
เหมือนหนึ่งฝันมิได้แจ้งแห่งภาษา,10,10 syllables — likely shatter/miscount,เหมือนหนึ่งฝันมิได้แจ้งแห่งภาษา,,
ฝ่ายพระจอมรมจักรนัครา,7,"7 syllables — ambiguous, [3,2,2] is only a guess",ฝ่ายพระจอม,รมจักร,นัครา
ในวารีวังวนชลสาย,7,"7 syllables — ambiguous, [3,2,2] is only a guess",ในวารี,วังวน,ชลสาย
เอาให้ตายเสียให้สิ้นเหมือนริ้นยุง,10,10 syllables — likely shatter/miscount,เอาให้ตายเสียให้สิ้นเหมือนริ้นยุง,,
ทั้งแว่นแคว้นแดนลังกาอาณาจักร,10,10 syllables — likely shatter/miscount,ทั้งแว่นแคว้นแดนลังกาอาณาจักร,,
มันแกล้งทำเหมือนขโมยเที่ยวโรยยา,10,10 syllables — likely shatter/miscount,มันแกล้งทำเหมือนขโมยเที่ยวโรยยา,,
พระทรงฟังสังรเสริญนางปีศาจ,11,11 syllables — likely shatter/miscount,พระทรงฟังสังรเสริญนางปีศาจ,,
เรียกเอาขุนสารวัตรคิดบาญชี,10,10 syllables — likely shatter/miscount,เรียกเอาขุนสารวัตรคิดบาญชี,,
ชิงบุรีเอาให้ได้ดั่งใจถวิล,10,10 syllables — likely shatter/miscount,ชิงบุรีเอาให้ได้ดั่งใจถวิล,,
ข้าพเจ้าได้ไปสมปรารถนา,10,10 syllables — likely shatter/miscount,ข้าพเจ้าได้ไปสมปรารถนา,,
มันถูกต้องตามประสงค์เหมือนจงใจ,10,10 syllables — likely shatter/miscount,มันถูกต้องตามประสงค์เหมือนจงใจ,,
เพราะความรู้อยู่กับตัวกลัวมันไย,10,10 syllables — likely shatter/miscount,เพราะความรู้อยู่กับตัวกลัวมันไย,,
จะมีคุณไปกับตัวอย่ากลัวใคร,10,10 syllables — likely shatter/miscount,จะมีคุณไปกับตัวอย่ากลัวใคร,,
ขุนนางฝาหรั่งนั่งคำนับ,7,"7 syllables — ambiguous, [3,2,2] is only a guess",ขุนนางฝา,หรั่งนั่ง,คำนับ
ถึงขอบเขตนคราภาษาสยาม,10,10 syllables — likely shatter/miscount,ถึงขอบเขตนคราภาษาสยาม,,
เพราะเคยอยู่มามิตรึกไม่ฮึกเหิม,10,10 syllables — likely shatter/miscount,เพราะเคยอยู่มามิตรึกไม่ฮึกเหิม,,
กลับมาทูลบาทบงสุ์พระทรงธรรม์,10,10 syllables — likely shatter/miscount,กลับมาทูลบาทบงสุ์พระทรงธรรม์,,
กับราชบุตรทูลแจ้งแถลงไข,9,word straddles a beat boundary,กับราชบุตร,ทูลแจ้ง,แถลงไข
ไม่กินอาบน้ำในท่ามหาสมุทร,10,10 syllables — likely shatter/miscount,ไม่กินอาบน้ำในท่ามหาสมุทร,,
กลับฟุ้งซ่านเพราะปีศาจประหลาดใจ,10,10 syllables — likely shatter/miscount,กลับฟุ้งซ่านเพราะปีศาจประหลาดใจ,,
ท้าวโกสัยนั่งนิ่งเหมือนลิงจุ่น,9,word straddles a beat boundary,ท้าวโกสัย,นั่งนิ่งเหมือน,ลิงจุ่น
บาทหลวงวุ่นเพราะไม่สมปรารถนา,10,10 syllables — likely shatter/miscount,บาทหลวงวุ่นเพราะไม่สมปรารถนา,,
พลางทุกข์ร้อนถอนใจใหญ่อยู่ไปมา,11,11 syllables — likely shatter/miscount,พลางทุกข์ร้อนถอนใจใหญ่อยู่ไปมา,,
เสียงพึมพึมเมาสุรากลับกล้าแข็ง,10,10 syllables — likely shatter/miscount,เสียงพึมพึมเมาสุรากลับกล้าแข็ง,,
กูเหมือนแสงพระอาทิตย์ฤทธิรงค์,11,11 syllables — likely shatter/miscount,กูเหมือนแสงพระอาทิตย์ฤทธิรงค์,,
ให้เหมือนเสือฟังกูว่าอย่าตาเหลือง,10,10 syllables — likely shatter/miscount,ให้เหมือนเสือฟังกูว่าอย่าตาเหลือง,,
มึงก็เสือกูก็เสือเหมือนเรือใหญ่,10,10 syllables — likely shatter/miscount,มึงก็เสือกูก็เสือเหมือนเรือใหญ่,,
แต่ในใจร้อนรนเหมือนคนหลง,9,word straddles a beat boundary,แต่ในใจ,ร้อนรนเหมือน,คนหลง
คิดจะกลับไปหาเขตประเทศสถาน,11,11 syllables — likely shatter/miscount,คิดจะกลับไปหาเขตประเทศสถาน,,
แล้วหวนฮึกนึกมานะเหมือนสระใหญ่,11,11 syllables — likely shatter/miscount,แล้วหวนฮึกนึกมานะเหมือนสระใหญ่,,
เหมือนตัวกูผู้เป็นพระสังฆราช,10,10 syllables — likely shatter/miscount,เหมือนตัวกูผู้เป็นพระสังฆราช,,
จะตีตนก่อนไข้ไยมิตรอง,9,4-syllable word not at วรรค edge,จะตีตนก่อนไข้ไยมิตรอง,,
