wak,syllables,flag,a,b,c
เจ้าประคุณบุญญาบารมี,8,word straddles a beat boundary,เจ้าประคุณ,บุญญาบารมี,
จะไปฉันมันเผือกผลาผล,7,"7 syllables — ambiguous, [3,2,2] is only a guess",จะไปฉัน,มันเผือก,ผลาผล
อยู่ข้างที่รับใช้เหมือนได้เคย,9,word straddles a beat boundary,อยู่ข้างที่,รับใช้เหมือน,ได้เคย
นางละเวงเกรงผัวกลัวจะกริ้ว,9,word straddles a beat boundary,นางละเวง,เกรงผัวกลัว,จะกริ้ว
จะบวชตัวก็ต้องลาเหมือนทาสี,10,10 syllables — likely shatter/miscount,จะบวชตัวก็ต้องลาเหมือนทาสี,,
อย่าข้องขัดศรัทธาจงปรานี,9,4-syllable word not at วรรค edge,อย่าข้องขัดศรัทธาจงปรานี,,
ด้วยศึกเสือเหนือใต้ยังไม่ราบ,8,word straddles a beat boundary,ด้วยศึกเสือเหนือใต้,ยัง,ไม่ราบ
ก็ไม่กลัวที่จะจับมาปรับไหม,10,10 syllables — likely shatter/miscount,ก็ไม่กลัวที่จะจับมาปรับไหม,,
เหมือนลูกชั่วผัวช่วยปราบให้หลาบจำ,10,10 syllables — likely shatter/miscount,เหมือนลูกชั่วผัวช่วยปราบให้หลาบจำ,,
ฝ่ายรำภาสะหรีชลีสนอง,10,10 syllables — likely shatter/miscount,ฝ่ายรำภาสะหรีชลีสนอง,,
พระชนนีมิเคยเดินดำเนินไพร,10,10 syllables — likely shatter/miscount,พระชนนีมิเคยเดินดำเนินไพร,,
เหมือนอินทรามานิมิตด้วยฤทธิรงค์,12,12 syllables — likely shatter/miscount,เหมือนอินทรามานิมิตด้วยฤทธิรงค์,,
ชะลูดเสลาแลลิ่วเป็นทิวแถว,9,word straddles a beat boundary,ชะลูดเสลา,แลลิ่ว,เป็นทิวแถว
จะให้คล่อมอาศรมร่มสำราญ,10,10 syllables — likely shatter/miscount,จะให้คล่อมอาศรมร่มสำราญ,,
เป็นชั้นชานชะวากเหมือนฉากบัง,9,word straddles a beat boundary,เป็นชั้นชาน,ชะวากเหมือน,ฉากบัง
เหมือนทำที่ไว้ถวายท้ายบรรพต,10,10 syllables — likely shatter/miscount,เหมือนทำที่ไว้ถวายท้ายบรรพต,,
น้ำปลายใบหยดย้อยเหมือนฝอยฝน,9,word straddles a beat boundary,น้ำปลายใบ,หยดย้อยเหมือน,ฝอยฝน
ด้วยคิรีนี้เป็นหลักลังกาทวีป,10,10 syllables — likely shatter/miscount,ด้วยคิรีนี้เป็นหลักลังกาทวีป,,
ยอดเหมือนกลีบจงกลมณฑลสถาน,11,11 syllables — likely shatter/miscount,ยอดเหมือนกลีบจงกลมณฑลสถาน,,
ดำเหมือนนิลกินถั่วงากินสาคู,10,10 syllables — likely shatter/miscount,ดำเหมือนนิลกินถั่วงากินสาคู,,
รำภาสะหรีลีวันยุพาผกา,11,11 syllables — likely shatter/miscount,รำภาสะหรีลีวันยุพาผกา,,
ครองลังกาผาสุกสนุกสบาย,9,word straddles a beat boundary,ครองลังกา,ผาสุกสนุก,สบาย
ไปพาราวาหุโลมส่งโสมถวาย,10,10 syllables — likely shatter/miscount,ไปพาราวาหุโลมส่งโสมถวาย,,
