wak,syllables,flag,a,b,c
จึงปราศรัยไต่ถามนามกร,7,"7 syllables — ambiguous, [3,2,2] is only a guess",จึงปราศรัย,ไต่ถาม,นามกร
ฟังเอาเหตุเสียให้สิ้นเหมือนกินหมู,10,10 syllables — likely shatter/miscount,ฟังเอาเหตุเสียให้สิ้นเหมือนกินหมู,,
ทั้งแว่นแคว้นธารท่าชลาสินธุ์,9,word straddles a beat boundary,ทั้งแว่นแคว้น,ธารท่า,ชลาสินธุ์
เปรียบเหมือนดาบหักหายกลับได้ถือ,9,word straddles a beat boundary,เปรียบเหมือนดาบ,หักหายกลับ,ได้ถือ
มาเสียทีอีวัณฬาบ้ากามคุณ,10,10 syllables — likely shatter/miscount,มาเสียทีอีวัณฬาบ้ากามคุณ,,
แต่พอเป็นที่หวังให้ยั่งยืน,7,"7 syllables — ambiguous, [3,2,2] is only a guess",แต่พอเป็น,ที่หวัง,ให้ยั่งยืน
จงผันผ่อนคิดให้สมอารมณ์ถวิล,10,10 syllables — likely shatter/miscount,จงผันผ่อนคิดให้สมอารมณ์ถวิล,,
ชายกระสินธุ์เข้าออกเร่งบอกมา,9,word straddles a beat boundary,ชายกระสินธุ์,เข้าออก,เร่งบอกมา
แจ้งข้อราชการศึกที่ฮึกหาญ,9,4-syllable word not at วรรค edge,แจ้งข้อราชการศึกที่ฮึกหาญ,,
นเรนทร์สูรสั่งให้อ่านสารแสดง,10,10 syllables — likely shatter/miscount,นเรนทร์สูรสั่งให้อ่านสารแสดง,,
บอกว่ามาแต่ประเทศเขตนคร,10,10 syllables — likely shatter/miscount,บอกว่ามาแต่ประเทศเขตนคร,,
แล้วให้ไปรมจักรนัครา,7,"7 syllables — ambiguous, [3,2,2] is only a guess",แล้วให้ไป,รมจักร,นัครา
แล้วไปที่หน่อกษัตริย์หัสกัน,8,word straddles a beat boundary,แล้วไปที่,หน่อกษัตริย์,หัสกัน
ถวายสารการณรงค์ทุกองค์เสร็จ,10,10 syllables — likely shatter/miscount,ถวายสารการณรงค์ทุกองค์เสร็จ,,
เชิญเสด็จช่วยศึกเหมือนนึกหวัง,9,word straddles a beat boundary,เชิญเสด็จ,ช่วยศึกเหมือน,นึกหวัง
ว่าบัดนี้เกาะลังกามหาสถาน,10,10 syllables — likely shatter/miscount,ว่าบัดนี้เกาะลังกามหาสถาน,,
เป็นศึกใหญ่กว่าทุกครั้งแต่หลังมา,10,10 syllables — likely shatter/miscount,เป็นศึกใหญ่กว่าทุกครั้งแต่หลังมา,,
ป่างพระองค์ผู้ดำรงรมจักร,8,word straddles a beat boundary,ป่างพระองค์,ผู้ดำรง,รมจักร
สั่งองค์อัครชายาสุดาสมร,10,10 syllables — likely shatter/miscount,สั่งองค์อัครชายาสุดาสมร,,
จากบรรจถรณ์แท่นบรรทมตรมฤทัย,10,10 syllables — likely shatter/miscount,จากบรรจถรณ์แท่นบรรทมตรมฤทัย,,
พระยุรยาตรจากห้องอันผ่องใส,9,word straddles a beat boundary,พระยุรยาตร,จากห้อง,อันผ่องใส
วายุพัฒน์จัดพหลพลรบ,8,word straddles a beat boundary,วายุพัฒน์,จัดพหล,พลรบ
ว่าศึกใหญ่กว่าแต่ก่อนเห็นอ่อนหู,10,10 syllables — likely shatter/miscount,ว่าศึกใหญ่กว่าแต่ก่อนเห็นอ่อนหู,,
อันความคิดสังฆราชเหมือนชาติงู,10,10 syllables — likely shatter/miscount,อันความคิดสังฆราชเหมือนชาติงู,,
แต่แรกถือว่าเป็นอากลับทารุณ,10,10 syllables — likely shatter/miscount,แต่แรกถือว่าเป็นอากลับทารุณ,,
หัสกันน้องยาจึ่งว่าขาน,7,"7 syllables — ambiguous, [3,2,2] is only a guess",หัสกันน้อง,ยาจึ่ง,ว่าขาน
ต่างคำนับกลับไปยังที่นั่งทรง,10,10 syllables — likely shatter/miscount,ต่างคำนับกลับไปยังที่นั่งทรง,,
