wak,syllables,flag,a,b,c
ไปเชิญพระบาทแล้วประมูลทูลฉลอง,10,10 syllables — likely shatter/miscount,ไปเชิญพระบาทแล้วประมูลทูลฉลอง,,
เชิญฝ่าละอองการะเวกเอกบุรี,10,10 syllables — likely shatter/miscount,เชิญฝ่าละอองการะเวกเอกบุรี,,
ขึ้นพาชีเร่งพหลพลไกร,8,word straddles a beat boundary,ขึ้นพาชี,เร่งพหล,พลไกร
พวกนักพรตหมดด้วยกันดั่งพรรณนา,10,10 syllables — likely shatter/miscount,พวกนักพรตหมดด้วยกันดั่งพรรณนา,,
หอมเสาวคนธ์ตามทางข้างอรัญ,9,word straddles a beat boundary,หอมเสาวคนธ์,ตามทาง,ข้างอรัญ
สาวหยุดพุดซ้อนเสาวรส,7,"word straddles a beat boundary; 7 syllables — ambiguous, [3,2,2] is only a guess",สาวหยุดพุด,ซ้อนเสาวรส,
อยู่ที่ในเคหสถานตามบ้านโยม,10,10 syllables — likely shatter/miscount,อยู่ที่ในเคหสถานตามบ้านโยม,,
กั้นห้องหับประดับประดาระย้าโคม,10,10 syllables — likely shatter/miscount,กั้นห้องหับประดับประดาระย้าโคม,,
พอทราบสารการรับสั่งเหมือนอย่างปอง,10,10 syllables — likely shatter/miscount,พอทราบสารการรับสั่งเหมือนอย่างปอง,,
ฝ่ายเสาวคนธ์มณฑาสุสาลี,9,word straddles a beat boundary,ฝ่ายเสาวคนธ์,มณฑา,สุสาลี
ลงตำหนักจรจรัลด้วยหรรษา,10,10 syllables — likely shatter/miscount,ลงตำหนักจรจรัลด้วยหรรษา,,
ไปเชิญเสด็จจักรพรรดิกษัตรา,10,10 syllables — likely shatter/miscount,ไปเชิญเสด็จจักรพรรดิกษัตรา,,
พระภูมีเสด็จเสวยเลยลีลา,10,10 syllables — likely shatter/miscount,พระภูมีเสด็จเสวยเลยลีลา,,
ฝ่ายวาโหมโสมนัสฟังตรัสถาม,10,10 syllables — likely shatter/miscount,ฝ่ายวาโหมโสมนัสฟังตรัสถาม,,
เสด็จจากอาสน์พรรณรายต่างผายผัน,10,10 syllables — likely shatter/miscount,เสด็จจากอาสน์พรรณรายต่างผายผัน,,
ลงเรือกัลปังหาไม่ช้าที,9,4-syllable word not at วรรค edge,ลงเรือกัลปังหาไม่ช้าที,,
ข้ามประเทศลังกามหาสถาน,9,word straddles a beat boundary,ข้ามประเทศ,ลังกามหา,สถาน
ฉนากฉลามตามคลื่นมีดื่นดาษ,9,word straddles a beat boundary,ฉนากฉลาม,ตามคลื่น,มีดื่นดาษ
กรุงรัตนาธานีบุรีรัตน์,9,word straddles a beat boundary,กรุงรัตนา,ธานี,บุรีรัตน์
พากันมาชมกำปั่นกัลปังหา,10,10 syllables — likely shatter/miscount,พากันมาชมกำปั่นกัลปังหา,,
อันหนีดหนีดชาวพาราหามาได้,11,11 syllables — likely shatter/miscount,อันหนีดหนีดชาวพาราหามาได้,,
นี้เป็นเรือพระที่นั่งบัลลังก์ชัย,9,4-syllable word not at วรรค edge,นี้เป็นเรือพระที่นั่งบัลลังก์ชัย,,
เทวฤทธิ์แผ่เผื่อช่วยเกื้อหนุน,7,"7 syllables — ambiguous, [3,2,2] is only a guess",เทวฤทธิ์แผ่,เผื่อช่วย,เกื้อหนุน
ด้วยเดชะบุญญาบารมี,8,word straddles a beat boundary,ด้วยเดชะ,บุญญาบารมี,
ประณตน้อมเชิญเข้าเขตนิเวศน์สถาน,10,10 syllables — likely shatter/miscount,ประณตน้อมเชิญเข้าเขตนิเวศน์สถาน,,
สำรวมกิจท่าทางเหมือนอย่างสงฆ์,9,word straddles a beat boundary,สำรวมกิจ,ท่าทางเหมือน,อย่างสงฆ์
ฝ่ายพระองค์ทรงราชยานรัตน์,8,word straddles a beat boundary,ฝ่ายพระองค์,ทรงราชยาน,รัตน์
กั้นเศวตฉัตรลายจำหลักหักทองขวาง,11,11 syllables — likely shatter/miscount,กั้นเศวตฉัตรลายจำหลักหักทองขวาง,,
เสร็จทรงราชรถทองอันผ่องใส,9,word straddles a beat boundary,เสร็จทรงราชรถ,ทอง,อันผ่องใส
ตั้งเครื่องราชกกุธภัณฑ์สุวรรณรัตน์,10,10 syllables — likely shatter/miscount,ตั้งเครื่องราชกกุธภัณฑ์สุวรรณรัตน์,,
ปักราชวัติฉัตรธงอลงกต,9,word straddles a beat boundary,ปักราชวัติ,ฉัตรธง,อลงกต
ครั้นจะกล่าวรำพันบรรยาย,7,"7 syllables — ambiguous, [3,2,2] is only a guess",ครั้นจะกล่าว,รำพัน,บรรยาย
พวกนักบวชตามบรรดาภาษาสยาม,10,10 syllables — likely shatter/miscount,พวกนักบวชตามบรรดาภาษาสยาม,,
ให้ยุรยาตรตามองค์เผ่าพงศา,9,word straddles a beat boundary,ให้ยุรยาตร,ตามองค์,เผ่าพงศา
ก็ยุรยาตรไปพักตำหนักขวา,9,word straddles a beat boundary,ก็ยุรยาตร,ไปพัก,ตำหนักขวา
เช้าจะราชาภิเษกเป็นเอกองค์,9,4-syllable word not at วรรค edge,เช้าจะราชาภิเษกเป็นเอกองค์,,
พร้อมพระญาติพวกประยูรสกูลหงส์,11,11 syllables — likely shatter/miscount,พร้อมพระญาติพวกประยูรสกูลหงส์,,
กับเสนีชีพราหมณ์อิศรพงศ์,8,word straddles a beat boundary,กับเสนี,ชีพราหมณ์,อิศรพงศ์
เสด็จก้าวขึ้นไปนั่งบัลลังก์สนาน,10,10 syllables — likely shatter/miscount,เสด็จก้าวขึ้นไปนั่งบัลลังก์สนาน,,
ถวายสนานมูรธาสรงวารี,10,10 syllables — likely shatter/miscount,ถวายสนานมูรธาสรงวารี,,
ให้นั่งใต้เศวตฉัตรชัชวาล,10,10 syllables — likely shatter/miscount,ให้นั่งใต้เศวตฉัตรชัชวาล,,
ถวายพระแสงอัษฎาค่านคร,10,10 syllables — likely shatter/miscount,ถวายพระแสงอัษฎาค่านคร,,
ทั้งศิลป์ศรเครื่องกษัตริย์กรุงรัตนา,10,10 syllables — likely shatter/miscount,ทั้งศิลป์ศรเครื่องกษัตริย์กรุงรัตนา,,
ต่างอวยชัยให้พรรษาพ่อกว่าพัน,10,10 syllables — likely shatter/miscount,ต่างอวยชัยให้พรรษาพ่อกว่าพัน,,
ดำรงขัณฑเสมาอย่าอาวรณ์,9,word straddles a beat boundary,ดำรงขัณฑ,เสมา,อย่าอาวรณ์
ฝ่ายพระหน่ออธิบดินทร์นรินทร์รัตน์,10,10 syllables — likely shatter/miscount,ฝ่ายพระหน่ออธิบดินทร์นรินทร์รัตน์,,
ทั้งผัดหน้าจับกระเหม่าคล้ายชาววัง,10,10 syllables — likely shatter/miscount,ทั้งผัดหน้าจับกระเหม่าคล้ายชาววัง,,
แต่บรรดามาช่วยภิเษกการ,9,word straddles a beat boundary,แต่บรรดา,มาช่วยภิเษก,การ
ป่างพระจอมธรณินมโนราษฎร์,11,11 syllables — likely shatter/miscount,ป่างพระจอมธรณินมโนราษฎร์,,
กับนางนาฏเสาวคนธ์วิมลสมร,10,10 syllables — likely shatter/miscount,กับนางนาฏเสาวคนธ์วิมลสมร,,
ศรีสุวรรณสุดสาครไปส่งเสด็จ,10,10 syllables — likely shatter/miscount,ศรีสุวรรณสุดสาครไปส่งเสด็จ,,
ท้าวเธอเสร็จขึ้นราชรถา,7,"7 syllables — ambiguous, [3,2,2] is only a guess",ท้าวเธอเสร็จ,ขึ้นรา,ชรถา
เข้านคเรศเวียงวังดั่งถวิล,9,word straddles a beat boundary,เข้านคเรศ,เวียงวัง,ดั่งถวิล
เสด็จนิวัตลงกำบินด้วยหรรษา,10,10 syllables — likely shatter/miscount,เสด็จนิวัตลงกำบินด้วยหรรษา,,
ลาลูกรักจะกลับถิ่นถวิลหวัง,10,10 syllables — likely shatter/miscount,ลาลูกรักจะกลับถิ่นถวิลหวัง,,
เสด็จกลับคืนหลังยังนคร,9,word straddles a beat boundary,เสด็จกลับ,คืนหลัง,ยังนคร
เสด็จออกหน้าสนามหัดจัตุรงค์,10,10 syllables — likely shatter/miscount,เสด็จออกหน้าสนามหัดจัตุรงค์,,
สำราญราชกิจตามความประสงค์,9,word straddles a beat boundary,สำราญราชกิจ,ตาม,ความประสงค์
กรุงรัตนาธานีบุรีรัตน์,9,word straddles a beat boundary,กรุงรัตนา,ธานี,บุรีรัตน์
ในขอบขัณฑเสมามากกว่าเดิม,9,word straddles a beat boundary,ในขอบขัณฑ,เสมา,มากกว่าเดิม
ต่างฮึกเหิมทั่วอาณาประชาชี,10,10 syllables — likely shatter/miscount,ต่างฮึกเหิมทั่วอาณาประชาชี,,
จะกล่าวถึงผู้อยู่ป่าพนาวาศ,10,10 syllables — likely shatter/miscount,จะกล่าวถึงผู้อยู่ป่าพนาวาศ,,
ชื่อพรหเมศอาจารย์อยู่บ้านใหญ่,10,10 syllables — likely shatter/miscount,ชื่อพรหเมศอาจารย์อยู่บ้านใหญ่,,
ตาพรหเมศแจ้งเหตุเศรษฐีพลัน,10,10 syllables — likely shatter/miscount,ตาพรหเมศแจ้งเหตุเศรษฐีพลัน,,
แต่ท้าวไทเธอประสงค์จำนงถวิล,10,10 syllables — likely shatter/miscount,แต่ท้าวไทเธอประสงค์จำนงถวิล,,
คงจะชวนให้ท่านอยู่ในบูรินทร์,10,10 syllables — likely shatter/miscount,คงจะชวนให้ท่านอยู่ในบูรินทร์,,
ฝ่ายนิกรมพรหเมศสดับอรรถ,10,10 syllables — likely shatter/miscount,ฝ่ายนิกรมพรหเมศสดับอรรถ,,
พอเป็นที่พึ่งพาเหมือนอาวรณ์,9,word straddles a beat boundary,พอเป็นที่,พึ่งพาเหมือน,อาวรณ์
พระทรงฟังสังรเสริญสมเป็นปราชญ์,11,11 syllables — likely shatter/miscount,พระทรงฟังสังรเสริญสมเป็นปราชญ์,,
เฉลียวฉลาดรู้จักใจคิดไถ่ถอน,10,10 syllables — likely shatter/miscount,เฉลียวฉลาดรู้จักใจคิดไถ่ถอน,,
