wak,syllables,flag,a,b,c
โลกธาตุเลื่อนลั่นควันโขมง,7,"7 syllables — ambiguous, [3,2,2] is only a guess",โลกธาตุเลื่อน,ลั่นควัน,โขมง
พวกสำเภาเหล่าที่รอค้างมรสุม,10,10 syllables — likely shatter/miscount,พวกสำเภาเหล่าที่รอค้างมรสุม,,
ออกแล่นกลุ้มกลางคืนจนดื่นดึก,9,word straddles a beat boundary,ออกแล่นกลุ้ม,กลางคืน,จนดื่นดึก
คิดจะคืนกองทัพกลับไม่หลับใหล,10,10 syllables — likely shatter/miscount,คิดจะคืนกองทัพกลับไม่หลับใหล,,
พระปราศรัยอัคเรศเกษรา,10,10 syllables — likely shatter/miscount,พระปราศรัยอัคเรศเกษรา,,
เสียแรงพี่นี้ชำนาญในการยุทธ,10,10 syllables — likely shatter/miscount,เสียแรงพี่นี้ชำนาญในการยุทธ,,
ให้ฟั่นเฟือนเหมือนไม่มีนัยนา,10,10 syllables — likely shatter/miscount,ให้ฟั่นเฟือนเหมือนไม่มีนัยนา,,
โฉมเฉลาเจ้าก็เหมือนเพื่อนชีวิต,10,10 syllables — likely shatter/miscount,โฉมเฉลาเจ้าก็เหมือนเพื่อนชีวิต,,
แม่แจ้งจริงเจ้าจงห้ามเถิดทรามสงวน,10,10 syllables — likely shatter/miscount,แม่แจ้งจริงเจ้าจงห้ามเถิดทรามสงวน,,
ไฉนนุชห่างเหินเหมือนเขินขาม,9,word straddles a beat boundary,ไฉนนุช,ห่างเหินเหมือน,เขินขาม
ใช่จะนึกเสนหารำภาสะหรี,10,10 syllables — likely shatter/miscount,ใช่จะนึกเสนหารำภาสะหรี,,
แต่ยังหอมอยู่ไม่หายเลยสายสมร,10,10 syllables — likely shatter/miscount,แต่ยังหอมอยู่ไม่หายเลยสายสมร,,
นุชนาฏถนอมจิตสนิทสนอง,9,word straddles a beat boundary,นุชนาฏถนอม,จิตสนิท,สนอง
ช่อใบไม้ไหวกระดิกริกริกริ้ว,10,10 syllables — likely shatter/miscount,ช่อใบไม้ไหวกระดิกริกริกริ้ว,,
ฝ่ายนงเยาว์เสาวคนธ์วิมลสมร,10,10 syllables — likely shatter/miscount,ฝ่ายนงเยาว์เสาวคนธ์วิมลสมร,,
ฟังปรึกษาว่าจะกลับกองทัพไป,10,10 syllables — likely shatter/miscount,ฟังปรึกษาว่าจะกลับกองทัพไป,,
เห็นทีพระจะไปขอต่อบิตุเรศ,10,10 syllables — likely shatter/miscount,เห็นทีพระจะไปขอต่อบิตุเรศ,,
จนลูกเต้าเล่าก็มีกับอีฝรั่ง,10,10 syllables — likely shatter/miscount,จนลูกเต้าเล่าก็มีกับอีฝรั่ง,,
ให้กระสับกระส่ายจิตกนิษฐา,9,4-syllable word not at วรรค edge,ให้กระสับกระส่ายจิตกนิษฐา,,
ทั้งโฉมยงองค์อรุณขุ่นวิญญาณ์,10,10 syllables — likely shatter/miscount,ทั้งโฉมยงองค์อรุณขุ่นวิญญาณ์,,
แว่วสำเนียงเสียงเสาวคนธ์สะอื้น,9,word straddles a beat boundary,แว่วสำเนียง,เสียงเสาวคนธ์,สะอื้น
แม่เป็นไรให้สะท้อนถอนวิญญาณ์,10,10 syllables — likely shatter/miscount,แม่เป็นไรให้สะท้อนถอนวิญญาณ์,,
น้องนี้กลัวจะเป็นน้อยถึงย่อยยับ,10,10 syllables — likely shatter/miscount,น้องนี้กลัวจะเป็นน้อยถึงย่อยยับ,,
แม้กลายกลับก็มิใช่ใจสตรี,10,10 syllables — likely shatter/miscount,แม้กลายกลับก็มิใช่ใจสตรี,,
ไม่ขอมีคู่ครองเหมือนน้องนึก,9,word straddles a beat boundary,ไม่ขอมี,คู่ครองเหมือน,น้องนึก
ต่างหยิบมีดขีดหัตถาเหมือนจารึก,11,11 syllables — likely shatter/miscount,ต่างหยิบมีดขีดหัตถาเหมือนจารึก,,
ลืมรำลึกจะได้เห็นเหมือนเช่นตรา,10,10 syllables — likely shatter/miscount,ลืมรำลึกจะได้เห็นเหมือนเช่นตรา,,
ฉันจะกลับข้ามคุ้งไปกรุงศรี,9,word straddles a beat boundary,ฉันจะกลับ,ข้ามคุ้ง,ไปกรุงศรี
เป็นเพชรงอกออกเหมือนดังว่ารังแตน,10,10 syllables — likely shatter/miscount,เป็นเพชรงอกออกเหมือนดังว่ารังแตน,,
มาเฝ้าองค์พระอภัยเชิญไปสวน,11,11 syllables — likely shatter/miscount,มาเฝ้าองค์พระอภัยเชิญไปสวน,,
นางวัณฬาพาสิบห้ากษัตริย์เสด็จ,10,10 syllables — likely shatter/miscount,นางวัณฬาพาสิบห้ากษัตริย์เสด็จ,,
เที่ยวชมสวนล้วนบุปผาระย้าย้อย,11,11 syllables — likely shatter/miscount,เที่ยวชมสวนล้วนบุปผาระย้าย้อย,,
เหล่าอังกาบโกฐกระถินส่งกลิ่นหอม,10,10 syllables — likely shatter/miscount,เหล่าอังกาบโกฐกระถินส่งกลิ่นหอม,,
กลีบอังกาบโกมินทร์กินเกสร,10,10 syllables — likely shatter/miscount,กลีบอังกาบโกมินทร์กินเกสร,,
ดอกบัวเผื่อนเหมือนจีบเป็นกลีบซ้อน,10,10 syllables — likely shatter/miscount,ดอกบัวเผื่อนเหมือนจีบเป็นกลีบซ้อน,,
มะเดื่อดูกลูกเหลืองมะเฟืองมะไฟ,10,10 syllables — likely shatter/miscount,มะเดื่อดูกลูกเหลืองมะเฟืองมะไฟ,,
ท้าวทศวงศ์องค์อรุณอัคเรศ,10,10 syllables — likely shatter/miscount,ท้าวทศวงศ์องค์อรุณอัคเรศ,,
ทั้งแก้วเกษราสุรางค์นางสนม,10,10 syllables — likely shatter/miscount,ทั้งแก้วเกษราสุรางค์นางสนม,,
สวนคนแก่เหมือนหนึ่งไม่ใช่ผู้หญิง,12,12 syllables — likely shatter/miscount,สวนคนแก่เหมือนหนึ่งไม่ใช่ผู้หญิง,,
ให้นงเยาว์เสาวคนธ์วิมลสมร,10,10 syllables — likely shatter/miscount,ให้นงเยาว์เสาวคนธ์วิมลสมร,,
น่าหัวร่อหน่อกษัตริย์หัสไชย,8,word straddles a beat boundary,น่าหัวร่อ,หน่อกษัตริย์,หัสไชย
ทรงฉลองพระบาทเดินขึ้นเนินหิน,9,4-syllable word not at วรรค edge,ทรงฉลองพระบาทเดินขึ้นเนินหิน,,
ชำเลืองเลียบเหยียบเตร็จชมเพชรนิล,8,word straddles a beat boundary,ชำเลืองเลียบ,เหยียบเตร็จชม,เพชรนิล
เหมือนเจียระไนเรียบเรียมเป็นเหลี่ยมแหลม,10,10 syllables — likely shatter/miscount,เหมือนเจียระไนเรียบเรียมเป็นเหลี่ยมแหลม,,
เออนั่นแม่แม่เอ๋ยเหมือนมรกต,10,10 syllables — likely shatter/miscount,เออนั่นแม่แม่เอ๋ยเหมือนมรกต,,
ราคาขายสามสิบหยิบเอาไว้,9,word straddles a beat boundary,ราคาขาย,สามสิบหยิบ,เอาไว้
นั่นก็บุษราคัมดูน้ำใส,9,4-syllable word not at วรรค edge,นั่นก็บุษราคัมดูน้ำใส,,
ที่แดงก่ำปัทมราชดังชาดเสน,10,10 syllables — likely shatter/miscount,ที่แดงก่ำปัทมราชดังชาดเสน,,
แก้วการีสีอินทนิลคล้ำ,8,word straddles a beat boundary,แก้วการี,สีอินทนิล,คล้ำ
เหมือนหิ่งห้อยพรอยพรายกระจายเม็ด,10,10 syllables — likely shatter/miscount,เหมือนหิ่งห้อยพรอยพรายกระจายเม็ด,,
จะขอโคตรไข่เพชรก้อนเตร็จหิน,9,word straddles a beat boundary,จะขอโคตร,ไข่เพชร,ก้อนเตร็จหิน
นางเสาวคนธ์ค้นเพชรพบเตร็จงอก,9,word straddles a beat boundary,นางเสาวคนธ์,ค้นเพชร,พบเตร็จงอก
ทั้งไตรจักรจะเป็นสุขสนุกสบาย,10,10 syllables — likely shatter/miscount,ทั้งไตรจักรจะเป็นสุขสนุกสบาย,,
ดูดังห่าฝนกระจายเป็นสายสินธุ์,10,10 syllables — likely shatter/miscount,ดูดังห่าฝนกระจายเป็นสายสินธุ์,,
เหมือนอาบฝนบนอากาศซึ่งสาดซัด,10,10 syllables — likely shatter/miscount,เหมือนอาบฝนบนอากาศซึ่งสาดซัด,,
ทั้งห้ามแหนแสนสนมกรมใน,8,word straddles a beat boundary,ทั้งห้ามแหน,แสนสนม,กรมใน
ลูกล้อกลิ้งวิ่งเวียนเหมือนเกวียนขับ,9,word straddles a beat boundary,ลูกล้อกลิ้ง,วิ่งเวียนเหมือน,เกวียนขับ
เสวยมัจฉะมังสาผลาผล,8,word straddles a beat boundary,เสวยมัจฉะ,มัง,สาผลาผล
สร้อยสุวรรณจันทร์สุดารับมาเสวย,10,10 syllables — likely shatter/miscount,สร้อยสุวรรณจันทร์สุดารับมาเสวย,,
ต่างองค์โทษโกรธกษัตริย์หัสไชย,8,word straddles a beat boundary,ต่างองค์โทษ,โกรธกษัตริย์,หัสไชย
ได้กลิ่นอายแอบอิงเหมือนผิงไฟ,9,word straddles a beat boundary,ได้กลิ่นอาย,แอบอิงเหมือน,ผิงไฟ
พงศ์กษัตริย์ขัตติยาบรรดาเสวย,10,10 syllables — likely shatter/miscount,พงศ์กษัตริย์ขัตติยาบรรดาเสวย,,
ฝ่ายยุพาผการำภาสะหรี,10,10 syllables — likely shatter/miscount,ฝ่ายยุพาผการำภาสะหรี,,
จะเป็นที่เสน่ห์สนุกสุขเกษม,10,10 syllables — likely shatter/miscount,จะเป็นที่เสน่ห์สนุกสุขเกษม,,
ด้วยเสียวซาบโสตเสนาะเฉลาะเฉลย,11,11 syllables — likely shatter/miscount,ด้วยเสียวซาบโสตเสนาะเฉลาะเฉลย,,
โต๊ะก็กลับกลิ้งไปเข้าในม่าน,9,word straddles a beat boundary,โต๊ะก็กลับ,กลิ้งไป,เข้าในม่าน
ลูกขอลาเลิกทัพกลับธานี,9,word straddles a beat boundary,ลูกขอลา,เลิกทัพกลับ,ธานี
พระบิตุราชมาตุรงค์พงศ์กษัตริย์,10,10 syllables — likely shatter/miscount,พระบิตุราชมาตุรงค์พงศ์กษัตริย์,,
พระชนนีบิดาจะอาวรณ์,9,word straddles a beat boundary,พระชนนี,บิดา,จะอาวรณ์
ด้วยความรักเสาวคนธ์วิมลสมร,10,10 syllables — likely shatter/miscount,ด้วยความรักเสาวคนธ์วิมลสมร,,
ว่าบิตุเรศฝากรักไว้หนักหนา,10,10 syllables — likely shatter/miscount,ว่าบิตุเรศฝากรักไว้หนักหนา,,
จะรั้งรอพอกำหราบปราบประชา,11,11 syllables — likely shatter/miscount,จะรั้งรอพอกำหราบปราบประชา,,
แสนอาลัยทรามสงวนนวลหง,8,word straddles a beat boundary,แสนอาลัย,ทรามสงวน,นวลหง
ทั้งนงเยาว์เสาวคนธ์หล่อชลเนตร,10,10 syllables — likely shatter/miscount,ทั้งนงเยาว์เสาวคนธ์หล่อชลเนตร,,
เป็นทุกข์แท้แต่กษัตริย์หัสไชย,8,word straddles a beat boundary,เป็นทุกข์แท้,แต่กษัตริย์,หัสไชย
เห็นเสาวคนธ์มณฑาทูลลาไป,9,word straddles a beat boundary,เห็นเสาวคนธ์,มณฑา,ทูลลาไป
รักเหมือนบุตรเกิดกับกายสายสมร,10,10 syllables — likely shatter/miscount,รักเหมือนบุตรเกิดกับกายสายสมร,,
แก้ไขกลับฟื้นอารมณ์สมประดี,10,10 syllables — likely shatter/miscount,แก้ไขกลับฟื้นอารมณ์สมประดี,,
นางเสาวคนธ์ตรงมาพลับพลาค่าย,9,word straddles a beat boundary,นางเสาวคนธ์,ตรงมา,พลับพลาค่าย
คอยท่าน้องหน่อกษัตริย์หัสไชย,8,word straddles a beat boundary,คอยท่าน้อง,หน่อกษัตริย์,หัสไชย
เหมือนพระแกล้งแหนงหน่ายเสน่ห์หนี,10,10 syllables — likely shatter/miscount,เหมือนพระแกล้งแหนงหน่ายเสน่ห์หนี,,
นี่เวทนาอาลัยลูกในท้อง,9,word straddles a beat boundary,นี่เวทนา,อาลัย,ลูกในท้อง
จึงจะต้องอยู่เป็นคนทนทรมาน,10,10 syllables — likely shatter/miscount,จึงจะต้องอยู่เป็นคนทนทรมาน,,
น้ำตาขืนก็กลับตกซกซกไหล,10,10 syllables — likely shatter/miscount,น้ำตาขืนก็กลับตกซกซกไหล,,
ประเดี๋ยวใจพระจะกลับไปลับองค์,10,10 syllables — likely shatter/miscount,ประเดี๋ยวใจพระจะกลับไปลับองค์,,
พลรบรู้แนวแถววิถี,7,"7 syllables — ambiguous, [3,2,2] is only a guess",พลรบรู้,แนวแถว,วิถี
เทียบขึ้นหน้ารถนางเหมือนอย่างเคย,9,word straddles a beat boundary,เทียบขึ้นหน้า,รถนางเหมือน,อย่างเคย
เนื้อความเก่าเหมือนดังกายพี่วายชนม์,10,10 syllables — likely shatter/miscount,เนื้อความเก่าเหมือนดังกายพี่วายชนม์,,
ลาทั้งสองน้องนุชนางยุดไว้,9,word straddles a beat boundary,ลาทั้งสอง,น้องนุชนาง,ยุดไว้
มาคุ้มภัยไม่วิตกกลัวหกหาย,10,10 syllables — likely shatter/miscount,มาคุ้มภัยไม่วิตกกลัวหกหาย,,
เห็นยากสุดที่จะสมอารมณ์ประสงค์,10,10 syllables — likely shatter/miscount,เห็นยากสุดที่จะสมอารมณ์ประสงค์,,
กลับหวนหันไปเสียได้เจียวใจคอ,10,10 syllables — likely shatter/miscount,กลับหวนหันไปเสียได้เจียวใจคอ,,
แม้พบหมอเหมือนเช่นนั้นขยันจริง,10,10 syllables — likely shatter/miscount,แม้พบหมอเหมือนเช่นนั้นขยันจริง,,
เรไรหริ่งเรื่อยริมหิมวา,7,"7 syllables — ambiguous, [3,2,2] is only a guess",เรไรหริ่ง,เรื่อยริม,หิมวา
ตามประสามิตรจิตมิตรใจ,7,"7 syllables — ambiguous, [3,2,2] is only a guess",ตามประสา,มิตรจิต,มิตรใจ
ลงเรือกลับข้ามคุ้งไปกรุงไกร,9,word straddles a beat boundary,ลงเรือกลับ,ข้ามคุ้ง,ไปกรุงไกร
ฝ่ายพระสังฆราชเล่าก็เข้าใจ,9,4-syllable word not at วรรค edge,ฝ่ายพระสังฆราชเล่าก็เข้าใจ,,
เมื่อเสาวคนธ์ขอเพชรก้อนเตร็จหิน,9,word straddles a beat boundary,เมื่อเสาวคนธ์,ขอเพชร,ก้อนเตร็จหิน
กระชากฉุดหลุดก็ไหวในแผ่นดิน,10,10 syllables — likely shatter/miscount,กระชากฉุดหลุดก็ไหวในแผ่นดิน,,
พระสังฆราชตวาดก้องร้องขู่คุ,10,10 syllables — likely shatter/miscount,พระสังฆราชตวาดก้องร้องขู่คุ,,
เอาเพชรดีสีออกเหมือนหมอกมัว,9,word straddles a beat boundary,เอาเพชรดี,สีออกเหมือน,หมอกมัว
นางรำภานารีชลีฉลอง,9,word straddles a beat boundary,นางรำภา,นารีชลี,ฉลอง
ไปถึงที่เขาอังกาศเพียงขาดใจ,10,10 syllables — likely shatter/miscount,ไปถึงที่เขาอังกาศเพียงขาดใจ,,
แล้วหยิบชิ้นดินถนันนั้นเสวย,10,10 syllables — likely shatter/miscount,แล้วหยิบชิ้นดินถนันนั้นเสวย,,
ต่างโอภาปราศรัยด้วยใจซื่อ,9,4-syllable word not at วรรค edge,ต่างโอภาปราศรัยด้วยใจซื่อ,,
