wak,syllables,flag,a,b,c
นางเสาวคนธ์ขับสิงห์วิ่งทะยาน,9,word straddles a beat boundary,นางเสาวคนธ์,ขับสิงห์,วิ่งทะยาน
พวกคนธรรมพ์นั้นยังน้อยต้องถอยรบ,11,11 syllables — likely shatter/miscount,พวกคนธรรมพ์นั้นยังน้อยต้องถอยรบ,,
นางเสาวคนธ์ทนประทังพอยั้งพยุด,12,12 syllables — likely shatter/miscount,นางเสาวคนธ์ทนประทังพอยั้งพยุด,,
ยาชะโลมโซมสุคนธ์พระชนนี,10,10 syllables — likely shatter/miscount,ยาชะโลมโซมสุคนธ์พระชนนี,,
เรียกสุราหาโอสถบดละลาย,10,10 syllables — likely shatter/miscount,เรียกสุราหาโอสถบดละลาย,,
พระนมถวายนมเสวยต่างเชยชม,10,10 syllables — likely shatter/miscount,พระนมถวายนมเสวยต่างเชยชม,,
ปรุงโอสถรสรื่นชื่นอารมณ์,9,word straddles a beat boundary,ปรุงโอสถ,รสรื่น,ชื่นอารมณ์
อุ้มพระกฤษณาน้องประคองถนอม,10,10 syllables — likely shatter/miscount,อุ้มพระกฤษณาน้องประคองถนอม,,
หมอรักษายาพอกเหมือนลอกคราบ,9,word straddles a beat boundary,หมอรักษา,ยาพอกเหมือน,ลอกคราบ
เห็นพร้อมพรั่งพระสนมกรมใน,8,word straddles a beat boundary,เห็นพร้อมพรั่ง,พระสนม,กรมใน
ดูกุมารแล้วมาเฝ้าปลอบเสาวคนธ์,10,10 syllables — likely shatter/miscount,ดูกุมารแล้วมาเฝ้าปลอบเสาวคนธ์,,
ฝ่ายพระมังคลากลับมาค่าย,8,word straddles a beat boundary,ฝ่ายพระมัง,คลากลับ,มาค่าย
ไม่สมหมายที่จะชิงเอาสิงหล,10,10 syllables — likely shatter/miscount,ไม่สมหมายที่จะชิงเอาสิงหล,,
ยิ่งกลุ้มกลัดพลิกกลับไม่หลับใหล,10,10 syllables — likely shatter/miscount,ยิ่งกลุ้มกลัดพลิกกลับไม่หลับใหล,,
ยังพวกพ้องของท้าวรามเดช,7,"7 syllables — ambiguous, [3,2,2] is only a guess",ยังพวกพ้อง,ของท้าว,รามเดช
ก็เหมือนแม้นแม่พยุงให้สูงศักดิ์,10,10 syllables — likely shatter/miscount,ก็เหมือนแม้นแม่พยุงให้สูงศักดิ์,,
นางกฤษณาว่าเมื่อคราวผัวเก่าอยู่,10,10 syllables — likely shatter/miscount,นางกฤษณาว่าเมื่อคราวผัวเก่าอยู่,,
คนเหมือนเงาะงวงชดเหมือนคชสาร,11,11 syllables — likely shatter/miscount,คนเหมือนเงาะงวงชดเหมือนคชสาร,,
เคยไปมาหาท้าวรามเดช,7,"7 syllables — ambiguous, [3,2,2] is only a guess",เคยไปมา,หาท้าว,รามเดช
มีต่างต่างร่างกายเหมือนชายหญิง,9,word straddles a beat boundary,มีต่างต่าง,ร่างกายเหมือน,ชายหญิง
อัศจรรย์นั้นเหมือนนาคลงปากปล่อง,10,10 syllables — likely shatter/miscount,อัศจรรย์นั้นเหมือนนาคลงปากปล่อง,,
ทั้งแว่นแคว้นแดนจังหวัดปฐพี,10,10 syllables — likely shatter/miscount,ทั้งแว่นแคว้นแดนจังหวัดปฐพี,,
แล้วพาไปเฝ้าพระมังคลา,7,"7 syllables — ambiguous, [3,2,2] is only a guess",แล้วพาไป,เฝ้าพระ,มังคลา
เจ้าหัสกันนั้นกับพระวลายุดา,10,10 syllables — likely shatter/miscount,เจ้าหัสกันนั้นกับพระวลายุดา,,
แต่พระมังคลาเธอการุญ,7,"7 syllables — ambiguous, [3,2,2] is only a guess",แต่พระมัง,คลาเธอ,การุญ
เหมือนชนกปกเกศพระเดชพระคุณ,10,10 syllables — likely shatter/miscount,เหมือนชนกปกเกศพระเดชพระคุณ,,
